Prime Number,Time
248971,0.009435
248981,0.010442
248987,0.00984
249017,0.013869
249037,0.013988
249059,0.013147999999999998
249079,0.010076
249089,0.009592
249097,0.00929
249103,0.009259
249107,0.010656
249127,0.014042
249131,0.012935
249133,0.009096
249143,0.011603
249181,0.010645
249187,0.00925
249199,0.012888
249211,0.009164
249217,0.009365
249229,0.009119
249233,0.012392
249253,0.009932
249257,0.010697
249287,0.013047
249311,0.014155
249317,0.009119
249329,0.012675
249341,0.009589
249367,0.014094
249377,0.00914
249383,0.010877
249397,0.013235
249419,0.009355
249421,0.009803
249427,0.01346
249433,0.009096
249437,0.009091
249439,0.009076
249449,0.0091
249463,0.011731
249497,0.009511
249499,0.013754
249503,0.009659
249517,0.009335
249521,0.013644
249533,0.014427
249539,0.00908
249541,0.012737
249563,0.011085
249583,0.009123
249589,0.009062
249593,0.01264
249607,0.009373
249647,0.00951
249659,0.013508
249671,0.012478
249677,0.010846
249703,0.01342
249721,0.010454
249727,0.010817
249737,0.010612
249749,0.011047
249763,0.011877
249779,0.010489
249797,0.010838
249811,0.011629
249827,0.010394
249833,0.011257
249853,0.012134
249857,0.010506
249859,0.011676
249863,0.012056
249871,0.01034
249881,0.010488
249911,0.012156
249923,0.010073
249943,0.011251
249947,0.010082
249967,0.011938
249971,0.011537
249973,0.009845
249989,0.011807
250007,0.012729
250013,0.011261
250027,0.011529
250031,0.010773
250037,0.01039
250043,0.010115
250049,0.011579
250051,0.013182
250057,0.00935
250073,0.009387
250091,0.009534
250109,0.00976
250123,0.00954
250147,0.012547
250153,0.009508
250169,0.014066999999999998
250199,0.009122
250253,0.012423
250259,0.012868
250267,0.009358
250279,0.013007
250301,0.009432
250307,0.009272
250343,0.012815
250361,0.013077000000000002
250403,0.009107
250409,0.012475
250423,0.012619
250433,0.009647
250441,0.013385
250451,0.009362
250489,0.012855000000000002
250499,0.012802
250501,0.011946
250543,0.011873
250583,0.009679
250619,0.013561000000000002
250643,0.013469
250673,0.009284
250681,0.00976
250687,0.009465
250693,0.012672
250703,0.011917
250709,0.011774
250721,0.013556
250727,0.012762
250739,0.009104
250741,0.009159
250751,0.011998
250753,0.012611
250777,0.012652
250787,0.009638
250793,0.013316
250799,0.009356
250807,0.012411
250813,0.01265
250829,0.011936
250837,0.011164
250841,0.013789
250853,0.009775
250867,0.013543
250871,0.009489
250889,0.014318
250919,0.011671
250949,0.00986
250951,0.009316
250963,0.013015
250967,0.011954
250969,0.010589
250979,0.010612
250993,0.013813999999999998
251003,0.009774
251033,0.009428
251051,0.009565
251057,0.009327
251059,0.00942
251063,0.010365
251071,0.009218
251081,0.014371
251087,0.010717
251099,0.009288
251117,0.014588999999999996
251143,0.010071
251149,0.009791
251159,0.010532
251171,0.009836
251177,0.009699
251179,0.011152
251191,0.009193000000000002
251197,0.012027
251201,0.012407
251203,0.011856
251219,0.012239
251221,0.011112
251231,0.009485
251233,0.014341
251257,0.013447
251261,0.012437
251263,0.009584
251287,0.009456
251291,0.009528
251297,0.01278
251323,0.00956
251347,0.009176
251353,0.009344
251359,0.013583
251387,0.00997
251393,0.013856
251417,0.009422
251429,0.009435
251431,0.009454
251437,0.009551
251443,0.010911
251467,0.010629
251473,0.010763
251477,0.012382
251483,0.012672
251491,0.011405
251501,0.009253
251513,0.014204
251519,0.009254
251527,0.013087
251533,0.014456
251539,0.013557
251543,0.009399
251561,0.012509
251567,0.009696
251609,0.013672
251611,0.009294
251621,0.009242
251623,0.009132
251639,0.00931
251653,0.012319
251663,0.011479
251677,0.013236
251701,0.009182
251707,0.009324
251737,0.009223
251761,0.009268
251789,0.012709
251791,0.009801
251809,0.010345
251831,0.009979
251833,0.01289
251843,0.010804
251857,0.013327
251861,0.009207
251879,0.012045
251887,0.00944
251893,0.014188
251897,0.013154
251903,0.013013
251917,0.012216
251939,0.009696
251941,0.009189
251947,0.009302
251969,0.011431
251971,0.009562
251983,0.01369
252001,0.00939
252013,0.009235
252017,0.009241
252029,0.009312
252037,0.010805
252079,0.009523
252101,0.009364
252139,0.013871
252143,0.010688
252151,0.010381
252157,0.012588
252163,0.009415
252169,0.009334
252173,0.009402
252181,0.00943
252193,0.011724
252209,0.013305
252223,0.009473
252233,0.009231
252253,0.012689
252277,0.012115
252283,0.012918
252289,0.009679
252293,0.009516
252313,0.00968
252319,0.009718
252323,0.009599
252341,0.00984
252359,0.011413
252383,0.013513999999999998
252391,0.012912
252401,0.009218
252409,0.011898
252419,0.009722
252431,0.014313
252443,0.009768
252449,0.00939
252457,0.009732
252463,0.009416
252481,0.009498
252509,0.009635
252533,0.009455
252541,0.009464
252559,0.00978
252583,0.013178
252589,0.009185
252607,0.012551
252611,0.012647
252617,0.009616
252641,0.009504
252667,0.014323
252691,0.014537
252709,0.012894
252713,0.009528
252727,0.009583
252731,0.009373
252737,0.00942
252761,0.012621
252767,0.009401
252779,0.014314
252817,0.009217
252823,0.013338999999999998
252827,0.009815
252829,0.009392
252869,0.009427
252877,0.013804
252881,0.013004
252887,0.011752
252893,0.011854
252899,0.009475
252911,0.014248
252913,0.014705
252919,0.009303
252937,0.012775
252949,0.01315
252971,0.013353
252979,0.011208
252983,0.012819
253003,0.009757
253013,0.013652
253049,0.009216
253063,0.011236
253081,0.013161
253103,0.010486
253109,0.009641
253133,0.014094999999999996
253153,0.013936000000000002
253157,0.010187
253159,0.01143
253229,0.009719
253243,0.00996
253247,0.010003
253273,0.012356
253307,0.009496
253321,0.009581
253343,0.009223
253349,0.009292
253361,0.011427
253367,0.011945
253369,0.011287
253381,0.014163999999999996
253387,0.011114
253417,0.009409
253423,0.010736
253427,0.012949
253433,0.009395
253439,0.009366
253447,0.009435
253469,0.009697
253481,0.00944
253493,0.009533
253501,0.009733
253507,0.009397
253531,0.009532
253537,0.009888
253543,0.009437
253553,0.009523
253567,0.012156
253573,0.014112
253601,0.009434
253607,0.013
253609,0.009774
253613,0.014819999999999996
253633,0.010929
253637,0.010403
253639,0.011953
253651,0.011014
253661,0.013874
253679,0.009221
253681,0.009387
253703,0.009536
253717,0.009278
253733,0.009399
253741,0.01035
253751,0.01235
253763,0.009862
253769,0.009295
253777,0.009339
253787,0.013865
253789,0.009488
253801,0.009589
253811,0.014217
253819,0.014673
253823,0.013494
253853,0.009693
253867,0.009322
253871,0.009829
253879,0.009824
253901,0.011881
253907,0.010363
253909,0.009932
253919,0.010579
253937,0.009599
253949,0.013916
253951,0.009583
253969,0.011613
253987,0.00964
253993,0.009269
253999,0.015969999999999998
254003,0.010872
254021,0.01265
254027,0.011416
254039,0.012606
254041,0.011202
254047,0.009682
254053,0.014241
254071,0.014622
254083,0.00952
254119,0.012807
254141,0.013967
254147,0.010599
254161,0.014919
254179,0.011838
254197,0.009725
254207,0.010007
254209,0.013291999999999998
254213,0.009279
254249,0.009285
254257,0.009298
254279,0.009343
254281,0.01187
254291,0.012161
254299,0.00997
254329,0.009463
254369,0.009562
254377,0.009809
254383,0.00973
254389,0.009495
254407,0.012916999999999998
254413,0.0121
254437,0.012774
254447,0.011141
254461,0.01391
254489,0.013435
254491,0.009271
254519,0.009762
254537,0.009322
254557,0.009316
254593,0.012187
254623,0.009681
254627,0.013904
254647,0.013193
254659,0.009259
254663,0.009958
254699,0.012657
254713,0.011616
254729,0.010626
254731,0.011106
254741,0.010865
254747,0.010323
254753,0.011037
254773,0.012119
254777,0.011325
254783,0.01089
254791,0.011941
254803,0.010516
254827,0.010154
254831,0.010584
254833,0.01116
254857,0.01062
254869,0.010539
254873,0.010906
254879,0.010512
254887,0.011762
254899,0.010394
254911,0.011244
254927,0.011206
254929,0.012041
254941,0.010842
254959,0.012205
254963,0.010394
254971,0.012069
254977,0.012005
254987,0.012282
254993,0.009575
255007,0.012673
255019,0.009302
255023,0.014711000000000004
255043,0.009434
255049,0.01405
255053,0.014619
255071,0.009319
255077,0.013277
255083,0.009735
255097,0.009482
255107,0.009583
255121,0.011393
255127,0.009654
255133,0.013912
255137,0.014655
255149,0.009305
255173,0.009296
255179,0.009356
255181,0.013967
255191,0.013504
255193,0.011295
255197,0.011439
255209,0.011179
255217,0.013069999999999998
255239,0.009838
255247,0.014139
255251,0.009561
255253,0.009568
255259,0.01178
255313,0.012239
255329,0.009907
255349,0.013297
255361,0.009283
255371,0.012326
255383,0.00996
255413,0.011768
255419,0.013163
255443,0.00934
255457,0.009801
255467,0.009377
255469,0.009475
255473,0.009655
255487,0.013839
255499,0.009596
255503,0.009557
255511,0.009578
255517,0.009653
255523,0.010042
255551,0.009694
255571,0.009659
255587,0.012527
255589,0.011968
255613,0.011088
255617,0.010514
255637,0.014293
255641,0.009609
255649,0.013112
255653,0.013377000000000002
255659,0.012729
255667,0.01087
255679,0.009683
255709,0.013586
255713,0.014974
255733,0.009505
255743,0.009451
255757,0.014027
255763,0.013158
255767,0.009596
255803,0.009972
255839,0.012956
255841,0.013356
255847,0.013493000000000002
255851,0.009624
255859,0.01263
255869,0.009654
255877,0.009478
255887,0.012457
255907,0.009985
255917,0.012648
255919,0.012504
255923,0.010062
255947,0.011153
255961,0.012231
255971,0.009588
255973,0.013739
255977,0.013532
255989,0.009366
256019,0.011716
256021,0.012566
256031,0.009758
256033,0.00936
256049,0.009446
256057,0.012404
256079,0.012183
256093,0.009821
256117,0.009423
256121,0.013773
256129,0.009319
256133,0.011781
256147,0.012111
256163,0.010552
256169,0.010993
256181,0.012612
256187,0.012398
256189,0.011747
256199,0.009884
256211,0.009477
256219,0.009645
256279,0.012333
256301,0.009727
256307,0.015618
256313,0.011106
256337,0.011011
256349,0.009485
256363,0.009514
256369,0.009609
256391,0.01132
256393,0.013356
256423,0.010904
256441,0.009804
256469,0.009467
256471,0.01289
256483,0.009361
256489,0.009425
256493,0.009449
256499,0.011915
256517,0.012254
256541,0.009791
256561,0.013959
256567,0.009458
256577,0.013234
256579,0.010888
256589,0.013999
256603,0.009611
256609,0.009649
256639,0.011318
256643,0.00966
256651,0.014463
256661,0.009332
256687,0.012854
256699,0.009668
256721,0.009577
256723,0.009603
256757,0.009708
256771,0.009556
256799,0.009577
256801,0.012541
256813,0.009479
256831,0.012907
256873,0.009461
256877,0.012887
256889,0.011372
256901,0.012711
256903,0.01204
256931,0.013868
256939,0.013676
256957,0.009706
256967,0.009984
256981,0.014577
257003,0.013303
257017,0.013792
257053,0.010783
257069,0.010075
257077,0.010968
257093,0.011054
257099,0.014415
257107,0.012543
257123,0.012241
257141,0.012228
257161,0.009343
257171,0.009592
257177,0.013002
257189,0.009439
257219,0.013631
257221,0.014858
257239,0.00961
257249,0.014774
257263,0.012299
257273,0.011414
257281,0.013136000000000002
257287,0.011853
257293,0.009989
257297,0.010264
257311,0.012097
257321,0.009596
257339,0.012708
257351,0.009456
257353,0.011063
257371,0.00973
257381,0.014831
257399,0.009619
257401,0.009705
257407,0.011456
257437,0.011431
257443,0.012525
257447,0.010321
257459,0.00972
257473,0.013025
257489,0.009406
257497,0.009444
257501,0.009425
257503,0.009431
257519,0.012233
257539,0.014292
257561,0.011185
257591,0.013621
257611,0.014925999999999997
257627,0.009657
257639,0.009552
257657,0.009765
257671,0.009753
257687,0.010856
257689,0.011164
257707,0.011037
257711,0.013078
257713,0.012705
257717,0.00988
257731,0.009391
257783,0.012759
257791,0.012222
257797,0.012504
257837,0.010008
257857,0.015081
257861,0.009347
257863,0.012779
257867,0.009872
257869,0.009515
257879,0.01297
257893,0.00948
257903,0.009539
257921,0.009452
257947,0.009825
257953,0.01432
257981,0.014325999999999997
257987,0.014893
257989,0.009765
257993,0.010179
258019,0.014057
258023,0.013957
258031,0.010362
258061,0.010007
258067,0.010349
258101,0.010102
258107,0.011276
258109,0.011166
258113,0.0111
258119,0.011113
258127,0.011793
258131,0.012136
258143,0.012286
258157,0.014316999999999996
258161,0.011778
258173,0.010023
258197,0.013268
258211,0.009805
258233,0.009623
258241,0.009699
258253,0.009686
258277,0.010027
258283,0.009657
258299,0.009667
258317,0.013114
258319,0.010243
258329,0.012122
258331,0.012015
258337,0.010165
258353,0.009451
258373,0.009586
258389,0.012308
258403,0.009697
258407,0.013779
258413,0.013302
258421,0.009386
258437,0.009959
258443,0.009529
258449,0.00941
258469,0.009902
258487,0.013626
258491,0.013758
258499,0.009424
258521,0.009442
258527,0.009459
258539,0.009457
258551,0.011795
258563,0.009923
258569,0.014180000000000003
258581,0.013328
258607,0.009417
258611,0.01304
258613,0.012093
258617,0.009817
258623,0.009627
258631,0.013102
258637,0.00964
258659,0.014139
258673,0.013691
258677,0.009631
258691,0.009509
258697,0.00964
258703,0.009672
258707,0.012229
258721,0.009921
258733,0.013706
258737,0.009772
258743,0.009894
258763,0.012219
258779,0.012896
258787,0.00973
258803,0.009427
258809,0.009437
258827,0.011949
258847,0.012871
258871,0.014285
258887,0.014425
258917,0.013025
258919,0.009911
258949,0.009553
258959,0.013028
258967,0.013213
258971,0.010439
258977,0.013477
258983,0.013383
258991,0.010509
259001,0.01042
259009,0.013771
259019,0.013411
259033,0.009522
259099,0.009679
259121,0.009493
259123,0.009539
259151,0.012183
259157,0.009749
259159,0.014381
259163,0.009459
259169,0.009528
259177,0.011246
259183,0.013838
259201,0.012546
259211,0.009393
259213,0.00982
259219,0.009504
259229,0.009513
259271,0.010042
259277,0.01438
259309,0.010641
259321,0.010374
259339,0.009895
259379,0.012711
259381,0.010779
259387,0.012025
259397,0.01279
259411,0.009831
259421,0.009859
259429,0.014107
259451,0.009486
259453,0.009767
259459,0.00981
259499,0.012619
259507,0.010303
259517,0.01127
259531,0.010804
259537,0.011364
259547,0.011421
259577,0.012234
259583,0.011655
259603,0.012857
259619,0.010983
259621,0.014256
259627,0.011327
259631,0.010619
259639,0.010635
259643,0.010391
259657,0.011903
259667,0.010281
259681,0.011915
259691,0.010619
259697,0.010263
259717,0.010362
259723,0.010873
259733,0.0127
259751,0.011215
259771,0.011386
259781,0.01067
259783,0.011796
259801,0.010573
259813,0.010005
259823,0.009501
259829,0.009667
259837,0.012753
259841,0.012972999999999998
259867,0.010071
259907,0.014696
259933,0.009837
259937,0.009876
259943,0.012139
259949,0.012149
259967,0.012753
259991,0.009788
259993,0.014163999999999996
260003,0.009734
260009,0.009841
260011,0.010458
260017,0.010613
260023,0.010879
260047,0.010093
260081,0.011021
260089,0.012683
260111,0.012663
260137,0.012772
260171,0.011703
260179,0.013438
260189,0.010552
260191,0.0098
260201,0.012934
260207,0.012633
260209,0.009934
260213,0.014602
260231,0.014769999999999997
260263,0.009512
260269,0.009503
260317,0.009638
260329,0.013168
260339,0.012645
260363,0.009893
260387,0.014845
260399,0.013201
260411,0.010157
260413,0.010627
260417,0.011604
260419,0.0096
260441,0.00963
260453,0.009816
260461,0.012577
260467,0.009762
260483,0.012877
260489,0.009511
260527,0.012045
260539,0.014453
260543,0.014545
260549,0.011466
260551,0.011978
260569,0.012634
260573,0.009894
260581,0.009552
260587,0.011826
260609,0.013186000000000002
260629,0.012925999999999998
260647,0.012701
260651,0.013065
260671,0.010005
260677,0.013325
260713,0.014314
260717,0.009514
260723,0.012068
260747,0.009922
260753,0.009563
260761,0.013749
260773,0.009493
260791,0.009866
260807,0.009584
260809,0.010168
260849,0.009567
260857,0.009535
260861,0.009923
260863,0.009814
260873,0.013607
260879,0.009845
260893,0.009844
260921,0.009602
260941,0.015186000000000003
260951,0.009544
260959,0.009646
260969,0.011717
260983,0.010001
260987,0.014097
260999,0.013474000000000002
261011,0.00978
261013,0.013213999999999998
261017,0.012429
261031,0.013048
261043,0.012023
261059,0.014159
261061,0.011354
261071,0.011118
261077,0.010414
261089,0.009826
261101,0.009618000000000002
261127,0.012542
261167,0.010402
261169,0.010318
261223,0.01126
261229,0.012398
261241,0.013048
261251,0.013716
261271,0.013669
261281,0.009872
261301,0.011301
261323,0.013329
261329,0.012913
261337,0.012143
261347,0.009859
261353,0.009563
261379,0.013236
261389,0.01389
261407,0.010664
261427,0.012177
261431,0.013567
261433,0.011976
261439,0.013297
261451,0.013047
261463,0.009945
261467,0.009513
261509,0.009582
261523,0.012866
261529,0.014935
261557,0.013204
261563,0.011785
261577,0.011157
261581,0.013084
261587,0.009859
261593,0.009562
261601,0.009543
261619,0.00996
261631,0.00958
261637,0.009544
261641,0.009935
261643,0.01384
261673,0.015368
261697,0.010187
261707,0.013555
261713,0.012209
261721,0.012027
261739,0.012616
261757,0.010098
261761,0.009719
261773,0.009822
261787,0.012173
261791,0.013206
261799,0.01017
261823,0.009961
261847,0.01382
261881,0.009597
261887,0.009589
261917,0.011433
261959,0.012532
261971,0.011792
261973,0.009982
261977,0.009691
261983,0.012696
262007,0.013401
262027,0.009785
262049,0.013744
262051,0.009574
262069,0.012012
262079,0.013142
262103,0.010183
262109,0.009636
262111,0.01277
262121,0.010338
262127,0.014739
262133,0.013309
262139,0.011445
262147,0.011301
262151,0.01163
262153,0.012598
262187,0.012348
262193,0.013153
262217,0.011646
262231,0.009991
262237,0.00963
262253,0.013179
262261,0.009713
262271,0.00964
262303,0.009558
262313,0.010234
262321,0.014096
262331,0.014571
262337,0.013561000000000002
262349,0.009687
262351,0.010046
262369,0.009667
262387,0.009838
262391,0.010959
262399,0.010808
262411,0.013141
262433,0.011699
262459,0.01387
262469,0.00992
262489,0.009973
262501,0.009934
262511,0.013003
262513,0.01001
262519,0.015533000000000003
262541,0.009818
262543,0.01291
262553,0.013766999999999998
262567,0.012891
262583,0.010093
262597,0.013647
262621,0.013517
262627,0.014429
262643,0.009894
262649,0.013218
262651,0.009916
262657,0.012862
262681,0.009937
262693,0.012901
262697,0.009569
262709,0.009787
262723,0.009706
262733,0.013917
262739,0.010403
262741,0.010416
262747,0.011731
262781,0.013237
262783,0.010707
262807,0.013941
262819,0.012836000000000002
262853,0.010039
262877,0.009838
262883,0.01323
262897,0.009906
262901,0.010094
262909,0.011524
262937,0.010532
262949,0.009908
262957,0.01395
262981,0.013594
263009,0.013621
263023,0.009859
263047,0.012303
263063,0.009989
263071,0.014528
263077,0.009809
263083,0.011613
263089,0.013033
263101,0.014624000000000003
263111,0.01048
263119,0.010816
263129,0.010958
263167,0.010886
263171,0.009649
263183,0.010156
263191,0.014231
263201,0.013332
263209,0.009612
263213,0.01293
263227,0.010157
263239,0.014134
263257,0.009643
263267,0.009668
263269,0.010736
263273,0.012018
263287,0.014745
263293,0.012808000000000002
263303,0.010493
263323,0.011803
263369,0.012794
263383,0.013171
263387,0.014044
263399,0.010665
263401,0.014314
263411,0.014258000000000003
263423,0.010822
263429,0.010055
263437,0.013086000000000002
263443,0.012456
263489,0.01006
263491,0.014805
263503,0.009833
263513,0.010012
263519,0.01126
263521,0.012116
263533,0.010117
263537,0.013357
263561,0.013822
263567,0.009827
263573,0.012614
263591,0.013253
263597,0.011607
263609,0.013191
263611,0.011274
263621,0.011333
263647,0.013258
263651,0.013129
263657,0.010105
263677,0.009614
263723,0.009665
263729,0.011745
263737,0.010097
263759,0.015815
263761,0.00981
263803,0.014482
263819,0.009598
263821,0.01202
263827,0.009943
263843,0.009972
263849,0.013709
263863,0.009591
263867,0.009723
263869,0.00969
263881,0.009682
263899,0.012463
263909,0.009876
263911,0.010526
263927,0.01416
263933,0.010215
263941,0.009988
263951,0.010139
263953,0.014500999999999997
263957,0.014527000000000003
263983,0.00995
264007,0.00977
264013,0.009985
264029,0.010269
264031,0.014203
264053,0.012384
264059,0.012037
264071,0.01066
264083,0.013303
264091,0.009693
264101,0.00967
264113,0.014725
264127,0.010101
264133,0.010045
264137,0.012986
264139,0.010961
264167,0.0099
264169,0.014668
264179,0.010446
264211,0.010435
264221,0.010825
264263,0.011317
264269,0.010851
264283,0.011158
264289,0.012304
264301,0.012664
264323,0.011133
264331,0.013847
264343,0.011856
264349,0.012654
264353,0.011388
264359,0.011585
264371,0.01087
264391,0.012866999999999998
264403,0.01049
264437,0.010831
264443,0.011765
264463,0.010991
264487,0.012689
264527,0.012224
264529,0.01146
264553,0.012628
264559,0.013261000000000002
264577,0.012602
264581,0.012362
264599,0.013868
264601,0.011618
264619,0.009766
264631,0.010115
264637,0.009715
264643,0.009691
264659,0.013072
264697,0.011542
264731,0.013053
264739,0.010184
264743,0.014322
264749,0.014415
264757,0.013589
264763,0.009956
264769,0.012588
264779,0.013136000000000002
264787,0.013145
264791,0.009833
264793,0.010015
264811,0.0143
264827,0.013383
264829,0.009652
264839,0.013376
264871,0.01006
264881,0.014339
264889,0.010173
264893,0.009981
264899,0.010239
264919,0.009888
264931,0.010075
264949,0.013302
264959,0.009971
264961,0.009665
264977,0.010451
264991,0.010163
264997,0.009719
265003,0.013259
265007,0.009993
265021,0.012334
265037,0.0112
265079,0.01012
265091,0.012608
265093,0.012154
265117,0.010559
265123,0.009687
265129,0.014601
265141,0.013379
265151,0.013166999999999998
265157,0.014352
265163,0.010416
265169,0.010004
265193,0.009752
265207,0.012884
265231,0.014375
265241,0.013403
265247,0.011127
265249,0.013046
265261,0.010108
265271,0.014094999999999996
265273,0.014346
265277,0.01497
265313,0.014039
265333,0.010782
265337,0.011087
265339,0.011847
265381,0.014426
265399,0.010618
265403,0.009845
265417,0.009976
265423,0.010147
265427,0.013297
265451,0.014716
265459,0.01235
265471,0.010278
265483,0.00987
265493,0.012594
265511,0.011885
265513,0.013341999999999998
265541,0.013306
265543,0.010309
265547,0.014352
265561,0.009852
265567,0.013135
265571,0.012635
265579,0.009993
265607,0.00981
265613,0.012788
265619,0.009839
265621,0.009744
265703,0.009901
265709,0.012436
265711,0.010082
265717,0.014778
265729,0.010113
265739,0.011129
265747,0.010983
265757,0.014105
265781,0.013303
265787,0.009651
265807,0.009757
265813,0.011107
265819,0.009655
265831,0.011844
265841,0.010157
265847,0.013981
265861,0.009736
265871,0.013175999999999998
265873,0.013431
265883,0.010186
265891,0.01014
265921,0.009942
265957,0.009898
265961,0.01021
265987,0.009902
266003,0.009913
266009,0.010441
266023,0.009883
266027,0.009882
266029,0.0135
266047,0.013038
266051,0.014715
266053,0.010599
266059,0.010139
266081,0.009972
266083,0.013499
266089,0.012757
266093,0.010279
266099,0.013969999999999998
266111,0.013806
266117,0.009692
266129,0.013295
266137,0.013248
266153,0.013116
266159,0.013958000000000002
266177,0.009993
266183,0.010122
266221,0.011593
266239,0.011712
266261,0.011437
266269,0.010149
266281,0.014907
266291,0.014956
266293,0.011407
266297,0.011287
266333,0.010325
266351,0.014224
266353,0.015030000000000003
266359,0.009935
266369,0.009967
266381,0.011671
266401,0.011423
266411,0.011679
266417,0.01323
266447,0.012787
266449,0.013251
266477,0.010181
266479,0.014352
266489,0.010004
266491,0.010472
266521,0.014101
266549,0.012123
266587,0.011241
266599,0.011472
266603,0.010189
266633,0.013365
266641,0.009726
266647,0.00982
266663,0.010624
266671,0.013315
266677,0.010215
266681,0.013736000000000002
266683,0.009971
266687,0.010466
266689,0.012274
266701,0.009986
266711,0.012367
266719,0.011089
266759,0.012799
266767,0.013088
266797,0.011785
266801,0.01123
266821,0.012545
266837,0.010182
266839,0.013897
266863,0.010047
266867,0.013121
266891,0.012608
266897,0.013046
266899,0.010286
266909,0.013817
266921,0.009725
266927,0.009758
266933,0.00989
266947,0.009764
266953,0.01368
266957,0.015043
266971,0.010516
266977,0.011572
266983,0.01218
266993,0.009901
266999,0.011299
267017,0.010075
267037,0.013617
267049,0.009972
267097,0.009957
267131,0.01382
267133,0.013804
267139,0.009731
267143,0.011299
267167,0.012679
267187,0.012593
267193,0.009894
267199,0.009914
267203,0.00994
267217,0.009962
267227,0.009921
267229,0.013568
267233,0.01276
267259,0.012294
267271,0.011111
267277,0.01095
267299,0.01154
267301,0.01219
267307,0.013491
267317,0.01268
267341,0.013326
267353,0.012059
267373,0.010086
267389,0.009832
267391,0.013267
267401,0.009853
267403,0.009775
267413,0.009762
267419,0.010236
267431,0.013688999999999998
267433,0.014465
267439,0.009745
267451,0.013475
267469,0.013377000000000002
267479,0.012013
267481,0.009833
267493,0.01279
267497,0.011657
267511,0.01299
267517,0.010379
267521,0.013393
267523,0.010137
267541,0.010376
267551,0.012627
267557,0.010113
267569,0.014916999999999996
267581,0.009776
267587,0.012217
267593,0.013202
267601,0.009952
267611,0.010311
267613,0.013131
267629,0.012456
267637,0.010158
267643,0.014197
267647,0.00977
267649,0.009846
267661,0.012635
267667,0.013246
267671,0.01343
267677,0.010229
267679,0.011079
267713,0.012436
267719,0.010174
267721,0.013851
267727,0.016491
267737,0.014091
267739,0.014411000000000004
267749,0.013609
267763,0.011034
267781,0.013563
267791,0.009951
267797,0.01462
267803,0.010031
267811,0.010134
267829,0.013411
267833,0.012342
267857,0.010229
267863,0.013486
267877,0.009816
267887,0.01063
267893,0.010165
267899,0.009784
267901,0.009849
267907,0.013197
267913,0.012938
267929,0.012331
267941,0.010423
267959,0.01044
267961,0.010679
268003,0.010964
268013,0.012916999999999998
268043,0.011849
268049,0.011673
268063,0.012372
268069,0.010362
268091,0.01009
268123,0.009844
268133,0.012878
268153,0.010052
268171,0.010051
268189,0.015341
268199,0.009788
268207,0.009838
268211,0.011855
268237,0.010139
268253,0.013513999999999998
268267,0.010323
268271,0.013321
268283,0.010422
268291,0.010061
268297,0.010142
268343,0.013341999999999998
268403,0.010158
268439,0.009881
268459,0.013638
268487,0.013733
268493,0.009918
268501,0.010104
268507,0.010073
268517,0.013179
268519,0.010149
268529,0.012901
268531,0.010447
268537,0.013722
268547,0.009814
268573,0.009832
268607,0.012386
268613,0.012782
268637,0.011279
268643,0.010149
268661,0.014491999999999996
268693,0.013687
268721,0.009766
268729,0.009855
268733,0.009865
268747,0.012667
268757,0.012937
268759,0.011054
268771,0.012195
268777,0.013971
268781,0.01207
268783,0.012179
268789,0.011644
268811,0.011819
268813,0.01389
268817,0.012054
268819,0.011039
268823,0.011002
268841,0.010881
268843,0.011217
268861,0.013007
268883,0.012457
268897,0.0109
268909,0.012499
268913,0.011695
268921,0.011503
268927,0.011316
268937,0.012791
268969,0.012069
268973,0.013102
268979,0.011537
268993,0.01122
268997,0.01129
268999,0.011464
269023,0.012967
269029,0.011648
269039,0.014303
269041,0.013333
269057,0.013041
269063,0.010969
269069,0.012419
269089,0.01008
269117,0.013673
269131,0.013611000000000002
269141,0.011675
269167,0.009888
269177,0.013911
269179,0.009832
269183,0.013341
269189,0.013295
269201,0.010163
269209,0.009767
269219,0.019654
269221,0.012489
269231,0.01311
269237,0.011208
269251,0.013385
269257,0.011833
269281,0.01432
269317,0.009934
269327,0.009859
269333,0.012593
269341,0.012323
269351,0.010261
269377,0.014266999999999997
269383,0.014478
269387,0.014619
269389,0.009896
269393,0.010075
269413,0.009861
269419,0.009905
269429,0.009959
269431,0.009844
269441,0.009938
269461,0.010141
269473,0.015171
269513,0.009969
269519,0.01
269527,0.010256
269539,0.012951
269543,0.010259
269561,0.014978
269573,0.01015
269579,0.010558
269597,0.011895
269617,0.011552
269623,0.011598
269641,0.011685
269651,0.010773
269663,0.010132
269683,0.010189
269701,0.014444
269713,0.010918
269719,0.013033
269723,0.012783
269741,0.010328
269749,0.014341
269761,0.014324000000000003
269779,0.015652000000000003
269783,0.010142
269791,0.010005
269851,0.010015
269879,0.010042
269887,0.010166
269891,0.01403
269897,0.010039
269923,0.009919
269939,0.01263
269947,0.010365
269953,0.013787
269981,0.013965
269987,0.009875
270001,0.013486
270029,0.014251
270031,0.011009
270037,0.011953
270059,0.010634
270071,0.013469
270073,0.011291
270097,0.013588
270121,0.013645
270131,0.010289
270133,0.010449
270143,0.010216
270157,0.010175
270163,0.013267
270167,0.010208
270191,0.014186
270209,0.00987
270217,0.013407
270223,0.013226
270229,0.011929
270239,0.013673
270241,0.010431
270269,0.012077
270271,0.013341
270287,0.0103
270299,0.012379
270307,0.014256
270311,0.013414
270323,0.01261
270329,0.013426
270337,0.010351
270343,0.013963
270371,0.01019
270379,0.010301
