Prime Number,Time
59011,0.002974
59021,0.003688
59023,0.0028710000000000003
59029,0.002512
59051,0.002502
59053,0.002281
59063,0.003979
59069,0.0034100000000000003
59077,0.002878
59083,0.003939
59093,0.003357
59107,0.002378
59113,0.002682
59119,0.002542
59123,0.002531
59141,0.0039
59149,0.0034590000000000003
59159,0.003274
59167,0.0024460000000000003
59183,0.0033490000000000004
59197,0.002958
59207,0.003439
59209,0.00373
59219,0.003569
59221,0.003943
59233,0.003418
59239,0.00323
59243,0.003166
59263,0.003151
59273,0.003364
59281,0.0034990000000000004
59333,0.003639
59341,0.002962
59351,0.002882
59357,0.003018
59359,0.002936
59369,0.002522
59377,0.003668
59387,0.002618
59393,0.0029170000000000003
59399,0.002328
59407,0.002576
59417,0.002769
59419,0.002962
59441,0.002889
59443,0.00259
59447,0.002841
59453,0.002264
59467,0.003151
59471,0.002691
59473,0.003471
59497,0.003372
59509,0.002755
59513,0.002932
59539,0.002786
59557,0.003194
59561,0.00272
59567,0.002721
59581,0.003141
59611,0.004072
59617,0.003387
59621,0.002668
59627,0.003193
59629,0.003026
59651,0.00475
59659,0.0041670000000000006
59663,0.003527
59669,0.002781
59671,0.004252000000000001
59693,0.002829
59699,0.002282
59707,0.002635
59723,0.003441
59729,0.003708
59743,0.003755
59747,0.004076
59753,0.0040950000000000005
59771,0.003443
59779,0.002808
59791,0.002664
59797,0.00264
59809,0.003393
59833,0.003123
59863,0.003091
59879,0.002438
59887,0.002909
59921,0.004185
59929,0.003975
59951,0.003533
59957,0.003257
59971,0.004128
59981,0.004325
59999,0.003484000000000001
60013,0.003302
60017,0.002703
60029,0.002804
60037,0.003228
60041,0.002769
60077,0.002702
60083,0.002774
60089,0.002996
60091,0.0031
60101,0.002478
60103,0.0029920000000000003
60107,0.003091
60127,0.004459
60133,0.0033619999999999995
60139,0.003581000000000001
60149,0.003536
60161,0.00262
60167,0.004325
60169,0.004007
60209,0.003298
60217,0.002521
60223,0.002761
60251,0.003673
60257,0.003002
60259,0.003032
60271,0.003633
60289,0.003677
60293,0.003301
60317,0.00256
60331,0.004204
60337,0.0070430000000000015
60343,0.003684
60353,0.004181
60373,0.004291
60383,0.003973
60397,0.004002
60413,0.003288
60427,0.00256
60443,0.0027760000000000003
60449,0.003999
60457,0.0034700000000000004
60493,0.002689
60497,0.0028350000000000003
60509,0.003745000000000001
60521,0.0033380000000000003
60527,0.002785
60539,0.003751
60589,0.003458
60601,0.005545
60607,0.004007
60611,0.0033380000000000003
60617,0.002414
60623,0.003093
60631,0.0047350000000000005
60637,0.004574
60647,0.003007
60649,0.003111
60659,0.003098
60661,0.003274
60679,0.0031780000000000003
60689,0.003383
60703,0.002892
60719,0.0029760000000000003
60727,0.003332
60733,0.003102
60737,0.002367
60757,0.002926
60761,0.004065
60763,0.003645
60773,0.002695
60779,0.003111
60793,0.002823
60811,0.0032270000000000003
60821,0.003609
60859,0.002851
60869,0.003501
60887,0.003574000000000001
60889,0.002788
60899,0.004344
60901,0.003749
60913,0.002964
60917,0.0035770000000000008
60919,0.003706
60923,0.005367
60937,0.004598
60943,0.004037
60953,0.003221
60961,0.003505
61001,0.003348
61007,0.002803
61027,0.0033840000000000003
61031,0.003031
61043,0.003032
61051,0.002778
61057,0.002906
61091,0.002518
61099,0.0025670000000000003
61121,0.003003
61129,0.0033520000000000004
61141,0.003148
61151,0.002477
61153,0.003092
61169,0.003678
61211,0.003452
61223,0.002882
61231,0.002806
61253,0.003808
61261,0.004143
61283,0.004338
61291,0.00349
61297,0.003775
61331,0.002705
61333,0.00292
61339,0.003674
61343,0.003068
61357,0.0031030000000000003
61363,0.004162
61379,0.003741
61381,0.002919
61403,0.003523
61409,0.002606
61417,0.002593
61441,0.004224
61463,0.004064
61469,0.004104
61471,0.003683
61483,0.0034770000000000005
61487,0.003708
61493,0.002807
61507,0.00303
61511,0.003056
61519,0.004747
61543,0.004
61547,0.003156
61553,0.0031780000000000003
61559,0.002397
61561,0.002889
61583,0.004439
61603,0.003686
61609,0.002715
61613,0.002868
61627,0.002974
61631,0.002574
61637,0.002672
61643,0.003223
61651,0.0031030000000000003
61657,0.004584
61667,0.004265
61673,0.003291
61681,0.003768
61687,0.0027140000000000003
61703,0.004272
61717,0.003892
61723,0.003378
61729,0.002652
61751,0.004193
61757,0.003314
61781,0.004546
61813,0.004089
61819,0.00359
61837,0.004708
61843,0.004133
61861,0.003505
61871,0.00247
61879,0.002742
61909,0.002624
61927,0.00309
61933,0.003048
61949,0.0037
61961,0.003699
61967,0.003194
61979,0.003472
61981,0.002759
61987,0.0029010000000000004
61991,0.003015
62003,0.002421
62011,0.002898
62017,0.003797
62039,0.005553
62047,0.003587
62053,0.002748
62057,0.0048850000000000005
62071,0.0032890000000000003
62081,0.002694
62099,0.005573
62119,0.003545000000000001
62129,0.0029760000000000003
62131,0.005502
62137,0.00375
62141,0.003637
62143,0.003328
62171,0.002948
62189,0.002734
62191,0.00368
62201,0.003602
62207,0.003804
62213,0.002839
62219,0.0039310000000000005
62233,0.003001
62273,0.003145
62297,0.003139
62299,0.005236
62303,0.004588
62311,0.002971
62323,0.003351
62327,0.003662
62347,0.003315
62351,0.003192
62383,0.002845
62401,0.00288
62417,0.00399
62423,0.00314
62459,0.0026030000000000003
62467,0.00391
62473,0.002865
62477,0.004383
62483,0.003677
62497,0.004107
62501,0.003655
62507,0.003785
62533,0.003139
62539,0.004101
62549,0.003175
62563,0.003615
62581,0.004319
62591,0.003817
62597,0.003011
62603,0.003232
62617,0.00279
62627,0.002712
62633,0.0031260000000000003
62639,0.003623
62653,0.003353
62659,0.002837
62683,0.002794
62687,0.003253
62701,0.003065
62723,0.003085
62731,0.003758
62743,0.003187
62753,0.003171
62761,0.0033740000000000003
62773,0.003425
62791,0.00316
62801,0.003865
62819,0.003213
62827,0.003112
62851,0.002764
62861,0.002859
62869,0.003586
62873,0.002448
62897,0.002428
62903,0.002844
62921,0.003856
62927,0.003735
62929,0.004342
62939,0.003969
62969,0.003795
62971,0.003104
62981,0.0041140000000000005
62983,0.003714
62987,0.002823
62989,0.004
63029,0.003754
63031,0.003876
63059,0.003052
63067,0.00381
63073,0.002598
63079,0.003942
63097,0.003123
63103,0.003414
63113,0.002615
63127,0.002841
63131,0.004452
63149,0.0033979999999999995
63179,0.004767
63197,0.003504
63199,0.003594
63211,0.002445
63241,0.0043170000000000005
63247,0.003824
63277,0.003796
63281,0.002827
63299,0.002794
63311,0.00428
63313,0.003783
63317,0.004790999999999999
63331,0.003755
63337,0.003183
63347,0.002977
63353,0.002876
63361,0.002682
63367,0.002863
63377,0.003453
63389,0.002773
63391,0.003102
63397,0.003315
63409,0.004392
63419,0.0032630000000000003
63421,0.003517
63439,0.004854
63443,0.004155
63463,0.003727
63467,0.002984
63473,0.003668
63487,0.003762
63493,0.003119
63499,0.004152
63521,0.003699
63527,0.002839
63533,0.006324000000000001
63541,0.0041340000000000005
63559,0.0044280000000000005
63577,0.004236
63587,0.003792
63589,0.004265
63599,0.003465
63601,0.003174
63607,0.002723
63611,0.002858
63617,0.003729
63629,0.002786
63647,0.002778
63649,0.003892
63659,0.004231
63667,0.003311
63671,0.002771
63689,0.004482
63691,0.0032409999999999995
63697,0.004371
63703,0.003821
63709,0.002985
63719,0.003001
63727,0.00293
63737,0.004408
63743,0.003765
63761,0.002834
63773,0.003082
63781,0.003883
63793,0.00406
63799,0.0035700000000000007
63803,0.006741
63809,0.004724
63823,0.003754
63839,0.00284
63841,0.002815
63853,0.0029920000000000003
63857,0.003566
63863,0.002995
63901,0.002664
63907,0.002661
63913,0.003196
63929,0.004190999999999999
63949,0.004195
63977,0.005158
63997,0.003971
64007,0.003378
64013,0.003525
64019,0.003712
64033,0.004703
64037,0.002925
64063,0.003841
64067,0.002764
64081,0.003597
64091,0.002796
64109,0.002919
64123,0.002766
64151,0.003868
64153,0.00321
64157,0.0032049999999999995
64171,0.004371
64187,0.003924
64189,0.003575
64217,0.00426
64223,0.00345
64231,0.003256
64237,0.003271
64271,0.002855
64279,0.003454
64283,0.002785
64301,0.0031620000000000003
64303,0.002711
64319,0.00354
64327,0.003512
64333,0.003494
64373,0.00259
64381,0.003261
64399,0.0034590000000000003
64403,0.003934
64433,0.003488
64439,0.002966
64451,0.003443
64453,0.002925
64483,0.00296
64489,0.003056
64499,0.0039
64513,0.004081
64553,0.003196
64567,0.003053
64577,0.003679
64579,0.003496
64591,0.004563
64601,0.004533
64609,0.004273
64613,0.0042450000000000005
64621,0.004179
64627,0.004497
64633,0.004971
64661,0.003843
64663,0.005126
64667,0.005022
64679,0.0048270000000000006
64693,0.0056
64709,0.0052450000000000005
64717,0.004299
64747,0.005306
64763,0.004295
64781,0.004761
64783,0.004193
64793,0.005045
64811,0.005063000000000001
64817,0.003942
64849,0.00451
64853,0.004818
64871,0.003998
64877,0.00442
64879,0.005086
64891,0.003815
64901,0.004449
64919,0.0057
64921,0.004459
64927,0.003909
64937,0.003948
64951,0.003884
64969,0.004169
64997,0.004104
65003,0.004526
65011,0.004
65027,0.003498
65029,0.004479
65033,0.003329
65053,0.003101
65063,0.003418
65071,0.003331
65089,0.0032990000000000003
65099,0.003078
65101,0.003713
65111,0.003857
65119,0.00351
65123,0.003339
65129,0.004146
65141,0.003803
65147,0.003675
65167,0.003082
65171,0.003711
65173,0.00319
65179,0.003041
65183,0.003404
65203,0.003836
65213,0.003084
65239,0.002914
65257,0.003496
65267,0.003668
65269,0.003291
65287,0.003138
65293,0.0042450000000000005
65309,0.005116
65323,0.004113
65327,0.003367
65353,0.00451
65357,0.004558
65371,0.00399
65381,0.0033060000000000003
65393,0.004198
65407,0.004011
65413,0.003154
65419,0.002867
65423,0.00447
65437,0.004326
65447,0.003665
65449,0.00337
65479,0.002892
65497,0.004543999999999999
65519,0.003836
65521,0.002933
65537,0.00252
65539,0.004406
65543,0.003587
65551,0.003797
65557,0.003654
65563,0.004939
65579,0.00439
65581,0.003407
65587,0.002906
65599,0.0035090000000000004
65609,0.003248
65617,0.002614
65629,0.003021
65633,0.004197
65647,0.004669
65651,0.003638
65657,0.00439
65677,0.003545000000000001
65687,0.002865
65699,0.002855
65701,0.003761
65707,0.002777
65713,0.003038
65717,0.004574
65719,0.00394
65729,0.003134
65731,0.0039310000000000005
65761,0.003663000000000001
65777,0.002821
65789,0.003127
65809,0.002865
65827,0.002857
65831,0.00298
65837,0.004032
65839,0.003903
65843,0.003089
65851,0.00344
65867,0.003532
65881,0.00369
65899,0.003988
65921,0.00417
65927,0.003258
65929,0.003668
65951,0.002916
65957,0.002974
65963,0.004148
65981,0.00297
65983,0.00299
65993,0.003281
66029,0.003276
66037,0.003797
66041,0.002852
66047,0.004507
66067,0.003566
66071,0.002833
66083,0.003807
66089,0.002755
66103,0.004078
66107,0.003365
66109,0.004345
66137,0.003922
66161,0.003029
66169,0.003042
66173,0.004675
66179,0.003116
66191,0.003877
66221,0.003844
66239,0.003258
66271,0.003834
66293,0.003765
66301,0.0040950000000000005
66337,0.004246
66343,0.003544
66347,0.003522
66359,0.003887
66361,0.004596
66373,0.0029170000000000003
66377,0.00321
66383,0.002728
66403,0.003308
66413,0.005835
66431,0.003951
66449,0.00314
66457,0.003177
66463,0.0028
66467,0.002854
66491,0.004275999999999999
66499,0.004353
66509,0.003886
66523,0.003255
66529,0.003102
66533,0.002784
66541,0.00286
66553,0.003607
66569,0.003831
66571,0.002974
66587,0.002659
66593,0.004751
66601,0.003547999999999999
66617,0.003667
66629,0.003529
66643,0.003584000000000001
66653,0.00361
66683,0.003842
66697,0.002658
66701,0.003578
66713,0.002876
66721,0.0028710000000000003
66733,0.002983
66739,0.003296
66749,0.003163
66751,0.002994
66763,0.003663000000000001
66791,0.004366
66797,0.0039310000000000005
66809,0.003302
66821,0.003517
66841,0.0028190000000000003
66851,0.002886
66853,0.002972
66863,0.003355
66877,0.002637
66883,0.002571
66889,0.00264
66919,0.004858
66923,0.003701
66931,0.002925
66943,0.003322
66947,0.002843
66949,0.002873
66959,0.002958
66973,0.0032670000000000004
66977,0.003722
67003,0.002681
67021,0.002919
67033,0.002899
67043,0.002682
67049,0.003269
67057,0.002966
67061,0.003271
67073,0.0029100000000000003
67079,0.002991
67103,0.004481000000000001
67121,0.00302
67129,0.003825
67139,0.003752
67141,0.003601
67153,0.002774
67157,0.002912
67169,0.0032770000000000004
67181,0.003829
67187,0.003089
67189,0.002872
67211,0.00292
67213,0.004148
67217,0.003838
67219,0.004422
67231,0.004033
67247,0.004286
67261,0.002618
67271,0.004728
67273,0.003608
67289,0.003687
67307,0.003437
67339,0.002918
67343,0.002958
67349,0.002987
67369,0.003319
67391,0.002926
67399,0.003069
67409,0.003
67411,0.004031
67421,0.004688
67427,0.005913
67429,0.004117
67433,0.003771
67447,0.002838
67453,0.003157
67477,0.004253
67481,0.003664
67489,0.003105
67493,0.003946
67499,0.00399
67511,0.003047
67523,0.003819
67531,0.003063
67537,0.0029530000000000003
67547,0.003099
67559,0.003071
67567,0.004085
67577,0.004386999999999999
67579,0.003961
67589,0.003956
67601,0.003139
67607,0.003764
67619,0.004446
67631,0.004727
67651,0.004543999999999999
67679,0.004608
67699,0.004075
67709,0.0033450000000000003
67723,0.00297
67733,0.002947
67741,0.002948
67751,0.003025
67757,0.003474
67759,0.002693
67763,0.003151
67777,0.003458
67783,0.0035280000000000008
67789,0.00298
67801,0.003023
67807,0.00458
67819,0.004019
67829,0.003422
67843,0.003385
67853,0.003031
67867,0.004023
67883,0.003832
67891,0.003557
67901,0.002983
67927,0.002967
67931,0.003399
67933,0.002822
67939,0.002949
67943,0.003009
67957,0.003445
67961,0.003918
67967,0.003457
67979,0.004646
67987,0.004617
67993,0.003527
68023,0.003768
68041,0.004836
68053,0.00377
68059,0.003529
68071,0.002897
68087,0.003042
68099,0.003112
68111,0.003252
68113,0.003315
68141,0.003233
68147,0.004264
68161,0.004218
68171,0.003887
68207,0.005045
68209,0.003297
68213,0.004721
68219,0.003294
68227,0.003025
68239,0.002821
68261,0.002908
68279,0.002943
68281,0.003723
68311,0.00286
68329,0.002974
68351,0.002983
68371,0.003451
68389,0.00283
68399,0.002912
68437,0.004984000000000001
68443,0.003449
68447,0.00284
68449,0.003014
68473,0.0031780000000000003
68477,0.003232
68483,0.002937
68489,0.003007
68491,0.002783
68501,0.002622
68507,0.002638
68521,0.002921
68531,0.003257
68539,0.004183
68543,0.003758
68567,0.004424
68581,0.003794
68597,0.003432
68611,0.004011
68633,0.003788
68639,0.003262
68659,0.003951
68669,0.002611
68683,0.002618
68687,0.002896
68699,0.003545000000000001
68711,0.002827
68713,0.00306
68729,0.003834
68737,0.00405
68743,0.0030280000000000003
68749,0.003591
68767,0.002667
68771,0.002884
68777,0.0033130000000000004
68791,0.00284
68813,0.002875
68819,0.003002
68821,0.003294
68863,0.002645
68879,0.004268
68881,0.003317
68891,0.004495
68897,0.003914
68899,0.003862
68903,0.003237
68909,0.004431
68917,0.004046
68927,0.003001
68947,0.004182
68963,0.003823
68993,0.003529
69001,0.003882
69011,0.003405
69019,0.004274
69029,0.003604
69031,0.003016
69061,0.003188
69067,0.004445
69073,0.003652
69109,0.003096
69119,0.003663000000000001
69127,0.003013
69143,0.003318
69149,0.0032409999999999995
69151,0.003781
69163,0.003469
69191,0.003451
69193,0.003971
69197,0.003702
69203,0.004759
69221,0.003498
69233,0.004094
69239,0.003094
69247,0.004295
69257,0.004279
69259,0.0032840000000000005
69263,0.00371
69313,0.005478
69317,0.004658
69337,0.00362
69341,0.00368
69371,0.003133
69379,0.00475
69383,0.003971
69389,0.004366
69401,0.003298
69403,0.003242
69427,0.002995
69431,0.003075
69439,0.003471
69457,0.003868
69463,0.003533
69467,0.005147
69473,0.004186
69481,0.004247
69491,0.004379999999999999
69493,0.003409
69497,0.00406
69499,0.003483
69539,0.0039
69557,0.005086
69593,0.003479
69623,0.003269
69653,0.00319
69661,0.003508
69677,0.004017
69691,0.003433
69697,0.004072
69709,0.003076
69737,0.003839
69739,0.003042
69761,0.003167
69763,0.003885
69767,0.003937
69779,0.003097
69809,0.004785
69821,0.003799
69827,0.003129
69829,0.004894
69833,0.00395
69847,0.00278
69857,0.004693999999999999
69859,0.003416
69877,0.0044280000000000005
69899,0.004391
69911,0.004062
69929,0.003458
69931,0.003958
69941,0.003508
69959,0.004391
69991,0.003946
69997,0.003017
70001,0.003128
70003,0.003201
70009,0.003733
70019,0.004171
70039,0.003161
70051,0.003799
70061,0.002988
70067,0.003015
70079,0.002999
70099,0.003841
70111,0.003803
70117,0.003018
70121,0.003699
70123,0.003893
70139,0.003514
70141,0.004155
70157,0.004952000000000001
70163,0.004027
70177,0.003166
70181,0.003887
70183,0.002756
70199,0.0034700000000000004
70201,0.003194
70207,0.004146
70223,0.0031100000000000004
70229,0.002733
70237,0.003035
70241,0.002926
70249,0.004166
70271,0.004109000000000001
70289,0.003074
70297,0.004577
70309,0.003999
70313,0.0049310000000000005
70321,0.002709
70327,0.0041340000000000005
70351,0.003834
70373,0.003243
70379,0.003844
70381,0.003021
70393,0.003143
70423,0.004698
70429,0.003784000000000001
70439,0.003687
70451,0.003105
70457,0.003203
70459,0.003992
70481,0.003829
70487,0.003134
70489,0.00447
70501,0.004266
70507,0.003486
70529,0.003478
70537,0.0032700000000000003
70549,0.002744
70571,0.003049
70573,0.003288
70583,0.0032840000000000005
70589,0.004625
70607,0.00367
70619,0.003719
70621,0.003919
70627,0.003242
70639,0.003632
70657,0.002696
70663,0.002834
70667,0.004196
70687,0.004337
70709,0.005026
70717,0.004144
70729,0.003057
70753,0.004653
70769,0.0034170000000000003
70783,0.004726
70793,0.004005
70823,0.003114
70841,0.003526
70843,0.002956
70849,0.002777
70853,0.004266
70867,0.003644
70877,0.003251
70879,0.003179
70891,0.003603
70901,0.003056
70913,0.00511
70919,0.003991
70921,0.005108
70937,0.004301
70949,0.0035210000000000007
70951,0.004258
70957,0.005038
70969,0.0034560000000000003
70979,0.003607
70981,0.003461
70991,0.003649
70997,0.004516
70999,0.003557
71011,0.003176
71023,0.004116
71039,0.0038
71059,0.003788
71069,0.00368
71081,0.004903
71089,0.004786
71119,0.003615
71129,0.003917
71143,0.003393
71147,0.004767
71153,0.004254
71161,0.003487
71167,0.004205
71171,0.004577
71191,0.005032
71209,0.003355
71233,0.003458
71237,0.003165
71249,0.0035090000000000004
71257,0.0032770000000000004
71261,0.003414
71263,0.002839
71287,0.004072
71293,0.003131
71317,0.003286
71327,0.003122
71329,0.003595
71333,0.0034560000000000003
71339,0.003535
71341,0.004161
71347,0.003491
71353,0.004195
71359,0.005077
71363,0.004308
71387,0.003201
71389,0.003554
71399,0.002907
71411,0.002998
71413,0.004179
71419,0.003958
71429,0.0034850000000000003
71437,0.003158
71443,0.004936
71453,0.004302
71471,0.003158
71473,0.00318
71479,0.006282
71483,0.004779
71503,0.004549
71527,0.003768
71537,0.00313
71549,0.0032380000000000004
71551,0.003874
71563,0.004981
71569,0.002703
71593,0.003565
71597,0.003891
71633,0.002787
71647,0.0046700000000000005
71663,0.003405
71671,0.005656
71693,0.004888
71699,0.004181
71707,0.004311
71711,0.003735
71713,0.005777
71719,0.004213000000000001
71741,0.003683
71761,0.004153
71777,0.004237
71789,0.006294
71807,0.005118
71809,0.005522
71821,0.005923
71837,0.005612
71843,0.005555
71849,0.005548
71861,0.005686
71867,0.006052
71879,0.005749
71881,0.004974
71887,0.00569
71899,0.005674
71909,0.005669
71917,0.00579
71933,0.005964
71941,0.004964
71947,0.0053170000000000005
71963,0.005814
71971,0.005038
71983,0.004824
71987,0.003753
71993,0.005025
71999,0.006182
72019,0.004169
72031,0.005357
72043,0.003671
72047,0.003961
72053,0.003635
72073,0.004224
72077,0.003619
72089,0.003642
72091,0.004520000000000001
72101,0.003859000000000001
72103,0.0035670000000000007
72109,0.004241
72139,0.0035700000000000007
72161,0.003315
72167,0.003691
72169,0.003138
72173,0.003189
72211,0.004372
72221,0.003777
72223,0.003566
72227,0.003471
72229,0.004803
72251,0.005482
72253,0.003458
72269,0.003914
72271,0.003786
72277,0.004431
72287,0.003964
72307,0.004754
72313,0.002829
72337,0.005698
72341,0.00558
72353,0.00371
72367,0.004425999999999999
72379,0.003868
72383,0.003566
72421,0.003877
72431,0.003207
72461,0.003351
72467,0.004007999999999999
72469,0.003153
72481,0.003328
72493,0.00367
72497,0.003049
72503,0.0049
72533,0.003243
72547,0.005035
72551,0.004416
72559,0.003023
72577,0.002784
72613,0.003014
72617,0.003256
72623,0.004814
72643,0.004185
72647,0.004792
72649,0.004871
72661,0.003886
72671,0.00338
72673,0.002796
72679,0.003964
72689,0.003948
72701,0.003333
72707,0.00306
72719,0.004588
72727,0.0032670000000000004
72733,0.003035
72739,0.003597
72763,0.003201
72767,0.003476
72797,0.003731
72817,0.003148
72823,0.003069
72859,0.003863
72869,0.004388
72871,0.003488
72883,0.003172
72889,0.003781
72893,0.003151
72901,0.0031260000000000003
72907,0.005075
72911,0.00421
72923,0.003895000000000001
72931,0.0032020000000000004
72937,0.002929
72949,0.003153
72953,0.005286
72959,0.005418
72973,0.003883
72977,0.004074
72997,0.003822
73009,0.003087
73013,0.003182
73019,0.004007
73037,0.003553
73039,0.005377000000000001
73043,0.004736
73061,0.004226
73063,0.004772
73079,0.003989
73091,0.004111999999999999
73121,0.0045590000000000006
73127,0.003879
73133,0.004287
73141,0.004215999999999999
73181,0.003425
73189,0.00381
73237,0.00307
73243,0.005145
73259,0.003736
73277,0.004194
73291,0.003652
73303,0.003407
73309,0.003959000000000001
73327,0.003431
73331,0.005874
73351,0.004237
73361,0.003827
73363,0.003716
73369,0.004062
73379,0.005068
73387,0.004896
73417,0.003728
73421,0.003312
73433,0.003266
73453,0.003683
73459,0.002885
73471,0.004333
73477,0.003663000000000001
73483,0.003291
73517,0.00319
73523,0.002925
73529,0.003408
73547,0.003293
73553,0.003358
73561,0.0034240000000000004
73571,0.003412
73583,0.0032700000000000003
73589,0.003574000000000001
73597,0.00318
73607,0.003532
73609,0.003124
73613,0.00333
73637,0.003455
73643,0.003229
73651,0.003071
73673,0.004882
73679,0.003574000000000001
73681,0.003904
73693,0.003292
73699,0.003332
73709,0.00343
73721,0.003229
73727,0.00343
73751,0.005640999999999999
73757,0.004305
73771,0.005052
73783,0.005116
73819,0.003615
73823,0.003540999999999999
73847,0.004072999999999999
73849,0.004265
73859,0.00496
73867,0.002978
73877,0.004069
73883,0.0032049999999999995
73897,0.004884
73907,0.004007
73939,0.003373
73943,0.003229
73951,0.004884
73961,0.00429
73973,0.005006
73999,0.004275
74017,0.00374
74021,0.004651
74027,0.004411
74047,0.0033
74051,0.003491
74071,0.003265
74077,0.003297
74093,0.004188
74099,0.003889
74101,0.004136
74131,0.003403
74143,0.003665
74149,0.0034630000000000004
74159,0.003328
74161,0.003045
74167,0.004047
74177,0.003705
74189,0.0032600000000000003
74197,0.00321
74201,0.003443
74203,0.006554000000000001
74209,0.004419
74219,0.003033
74231,0.005744
74257,0.004007999999999999
74279,0.0050420000000000005
74287,0.004517
74293,0.003383
74297,0.003999
74311,0.003133
74317,0.003697
74323,0.0032020000000000004
74353,0.003102
74357,0.00319
74363,0.003257
74377,0.004092
74381,0.003905
74383,0.005041
74411,0.003713
74413,0.004017
74419,0.003761
74441,0.003727
74449,0.003223
74453,0.003226
74471,0.0032600000000000003
74489,0.003476
74507,0.004218
74509,0.003644
74521,0.004185
74527,0.004371
74531,0.003357
74551,0.003016
74561,0.005046
74567,0.004268
74573,0.003815
74587,0.004777
74597,0.003954999999999999
74609,0.005264
74611,0.004492
74623,0.004983
74653,0.003834
74687,0.003242
74699,0.0032670000000000004
74707,0.003637
74713,0.003712
74717,0.00366
74719,0.003679
74729,0.004381
74731,0.003895000000000001
74747,0.003254
74759,0.004813
74761,0.004308
74771,0.0034990000000000004
74779,0.003948
74797,0.003801
74821,0.00292
74827,0.003775
74831,0.003252
74843,0.0052
74857,0.005215
74861,0.004398
74869,0.005961
74873,0.0032090000000000005
74887,0.004012
74891,0.005455
74897,0.005018
74903,0.004101
74923,0.002888
74929,0.00421
74933,0.004469
74941,0.003242
74959,0.003863
75011,0.00323
75013,0.0034
75017,0.0032840000000000005
75029,0.00295
75037,0.003655
75041,0.00463
75079,0.004334
75083,0.005441
75109,0.004311
75133,0.003865
75149,0.0032700000000000003
75161,0.003256
75167,0.003216
75169,0.006536
75181,0.004812
75193,0.00427
75209,0.003258
75211,0.003698
75217,0.005171
75223,0.004393
75227,0.003609
75239,0.004027
75253,0.003405
75269,0.003329
75277,0.004616
75289,0.003982
75307,0.003018
75323,0.00387
75329,0.004522
75337,0.003875
75347,0.002963
75353,0.00474
75367,0.003474
75377,0.003343
75389,0.0033
75391,0.004386999999999999
75401,0.003594
75403,0.003428
75407,0.004148
75431,0.003225
75437,0.003379
75479,0.003387
75503,0.004261
75511,0.004295
75521,0.00376
75527,0.003409
75533,0.003604
75539,0.004411
75541,0.003604
75553,0.003292
75557,0.003963
75571,0.003115
75577,0.003825
75583,0.003835
75611,0.003954
75617,0.003566
75619,0.003641
75629,0.003412
75641,0.003112
75653,0.003387
75659,0.003409
75679,0.003393
75683,0.0033130000000000004
75689,0.004463
75703,0.003975
75707,0.004047
75709,0.003357
75721,0.004768
75731,0.003334
75743,0.003953
75767,0.004503
75773,0.003815
75781,0.003591
75787,0.003732
75793,0.004147
75797,0.003874
75821,0.004024
75833,0.004762
75853,0.003626
75869,0.004382
75883,0.003703
75913,0.004238
75931,0.004201
75937,0.003789
75941,0.004198
75967,0.004393
75979,0.004267
75983,0.003403
75989,0.0042060000000000005
75991,0.004993
75997,0.0033909999999999995
76001,0.004497999999999999
76003,0.0034460000000000003
76031,0.003348
76039,0.003695
76079,0.003635
76081,0.004109000000000001
76091,0.003808
76099,0.004895
76103,0.004452
76123,0.003305
76129,0.005006
76147,0.004731
76157,0.004322
76159,0.003556
76163,0.005302
76207,0.004332
76213,0.005891
76231,0.003942
76243,0.003189
76249,0.003312
76253,0.0033880000000000004
76259,0.003858
76261,0.004358
76283,0.003058
76289,0.003692
76303,0.004438
76333,0.003651
76343,0.005282
76367,0.003829
76369,0.003441
76379,0.004115
76387,0.004384000000000001
76403,0.003776
76421,0.003832
76423,0.004013
76441,0.003311
76463,0.003311
76471,0.003888
76481,0.003584000000000001
76487,0.003407
76493,0.005874
76507,0.004306
76511,0.004597
76519,0.003944
76537,0.003323
76541,0.005019
76543,0.003894
76561,0.003443
76579,0.003785
76597,0.004253
76603,0.003016
76607,0.003604
76631,0.004981
76649,0.0043630000000000006
76651,0.005243
76667,0.005272
76673,0.004517
76679,0.003472
76697,0.003838
76717,0.0032840000000000005
76733,0.003369
76753,0.003834
76757,0.003244
76771,0.0033
76777,0.003571
76781,0.004548
76801,0.004589
76819,0.004055
76829,0.004047
76831,0.004076
76837,0.003454
76847,0.00369
76871,0.003308
76873,0.003595
76883,0.0033490000000000004
76907,0.004154
76913,0.003947
76919,0.005188
76943,0.004335
76949,0.003311
76961,0.003291
76963,0.003317
76991,0.005032
77003,0.00462
77017,0.004384000000000001
77023,0.003308
77029,0.0032240000000000003
77041,0.004599
77047,0.005343
77069,0.004926
77081,0.005220000000000001
77093,0.004602
77101,0.003732
77137,0.004599
77141,0.0055320000000000005
77153,0.003776
77167,0.003737
77171,0.003835
77191,0.003937
77201,0.003544
77213,0.0029920000000000003
77237,0.002981
77239,0.003
77243,0.003646
77249,0.003281
77261,0.0033450000000000003
77263,0.003013
77267,0.006407
77269,0.005401
77279,0.004289
77291,0.004370000000000001
77317,0.006313
77323,0.004333
77339,0.003422
77347,0.003673
77351,0.003407
77359,0.005163
77369,0.004691
77377,0.0040950000000000005
77383,0.00353
77417,0.00466
77419,0.004722
77431,0.005158
77447,0.004834000000000001
