Date:  21:52, Saturday, February 08, 2020
Model name:Cantilever
Study name:Static 1(-Default-)
Plot type: Static displacement Displacement1
Result Type: URES 


Node  ,Value (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
643  ,6.276e+00   ,-49  ,6  ,15.385
644  ,6.271e+00   ,-49  ,6  ,16.923
645  ,6.265e+00   ,-49  ,6  ,18.462
646  ,6.568e+00   ,-50.556  ,6  ,1.5385
647  ,6.573e+00   ,-50.556  ,6  ,3.0769
648  ,6.578e+00   ,-50.556  ,6  ,4.6154
649  ,6.581e+00   ,-50.556  ,6  ,6.1538
650  ,6.583e+00   ,-50.556  ,6  ,7.6923
651  ,6.585e+00   ,-50.556  ,6  ,9.2308
652  ,6.585e+00   ,-50.556  ,6  ,10.769
653  ,6.583e+00   ,-50.556  ,6  ,12.308
654  ,6.581e+00   ,-50.556  ,6  ,13.846
655  ,6.578e+00   ,-50.556  ,6  ,15.385
656  ,6.573e+00   ,-50.556  ,6  ,16.923
657  ,6.567e+00   ,-50.556  ,6  ,18.462
658  ,6.874e+00   ,-52.111  ,6  ,1.5385
659  ,6.879e+00   ,-52.111  ,6  ,3.0769
660  ,6.883e+00   ,-52.111  ,6  ,4.6154
661  ,6.886e+00   ,-52.111  ,6  ,6.1538
662  ,6.888e+00   ,-52.111  ,6  ,7.6923
663  ,6.889e+00   ,-52.111  ,6  ,9.2308
664  ,6.889e+00   ,-52.111  ,6  ,10.769
665  ,6.888e+00   ,-52.111  ,6  ,12.308
666  ,6.886e+00   ,-52.111  ,6  ,13.846
667  ,6.883e+00   ,-52.111  ,6  ,15.385
668  ,6.879e+00   ,-52.111  ,6  ,16.923
669  ,6.873e+00   ,-52.111  ,6  ,18.462
670  ,7.183e+00   ,-53.667  ,6  ,1.5385
671  ,7.188e+00   ,-53.667  ,6  ,3.0769
672  ,7.192e+00   ,-53.667  ,6  ,4.6154
673  ,7.195e+00   ,-53.667  ,6  ,6.1538
674  ,7.197e+00   ,-53.667  ,6  ,7.6923
675  ,7.198e+00   ,-53.667  ,6  ,9.2308
676  ,7.198e+00   ,-53.667  ,6  ,10.769
677  ,7.197e+00   ,-53.667  ,6  ,12.308
678  ,7.195e+00   ,-53.667  ,6  ,13.846
679  ,7.192e+00   ,-53.667  ,6  ,15.385
680  ,7.188e+00   ,-53.667  ,6  ,16.923
681  ,7.183e+00   ,-53.667  ,6  ,18.462
682  ,7.495e+00   ,-55.222  ,6  ,1.5385
683  ,7.500e+00   ,-55.222  ,6  ,3.0769
684  ,7.504e+00   ,-55.222  ,6  ,4.6154
685  ,7.506e+00   ,-55.222  ,6  ,6.1538
686  ,7.508e+00   ,-55.222  ,6  ,7.6923
687  ,7.509e+00   ,-55.222  ,6  ,9.2308
688  ,7.509e+00   ,-55.222  ,6  ,10.769
689  ,7.508e+00   ,-55.222  ,6  ,12.308
690  ,7.506e+00   ,-55.222  ,6  ,13.846
691  ,7.503e+00   ,-55.222  ,6  ,15.385
692  ,7.500e+00   ,-55.222  ,6  ,16.923
693  ,7.495e+00   ,-55.222  ,6  ,18.462
694  ,7.811e+00   ,-56.778  ,6  ,1.5385
695  ,7.815e+00   ,-56.778  ,6  ,3.0769
696  ,7.818e+00   ,-56.778  ,6  ,4.6154
697  ,7.820e+00   ,-56.778  ,6  ,6.1538
698  ,7.822e+00   ,-56.778  ,6  ,7.6923
699  ,7.823e+00   ,-56.778  ,6  ,9.2308
700  ,7.823e+00   ,-56.778  ,6  ,10.769
701  ,7.822e+00   ,-56.778  ,6  ,12.308
702  ,7.820e+00   ,-56.778  ,6  ,13.846
703  ,7.818e+00   ,-56.778  ,6  ,15.385
704  ,7.814e+00   ,-56.778  ,6  ,16.923
705  ,7.810e+00   ,-56.778  ,6  ,18.462
706  ,8.128e+00   ,-58.333  ,6  ,1.5385
707  ,8.132e+00   ,-58.333  ,6  ,3.0769
708  ,8.135e+00   ,-58.333  ,6  ,4.6154
709  ,8.137e+00   ,-58.333  ,6  ,6.1538
710  ,8.139e+00   ,-58.333  ,6  ,7.6923
711  ,8.139e+00   ,-58.333  ,6  ,9.2308
712  ,8.139e+00   ,-58.333  ,6  ,10.769
713  ,8.139e+00   ,-58.333  ,6  ,12.308
714  ,8.137e+00   ,-58.333  ,6  ,13.846
715  ,8.135e+00   ,-58.333  ,6  ,15.385
716  ,8.132e+00   ,-58.333  ,6  ,16.923
717  ,8.128e+00   ,-58.333  ,6  ,18.462
718  ,8.448e+00   ,-59.889  ,6  ,1.5385
719  ,8.451e+00   ,-59.889  ,6  ,3.0769
720  ,8.454e+00   ,-59.889  ,6  ,4.6154
721  ,8.456e+00   ,-59.889  ,6  ,6.1538
722  ,8.457e+00   ,-59.889  ,6  ,7.6923
723  ,8.458e+00   ,-59.889  ,6  ,9.2308
724  ,8.458e+00   ,-59.889  ,6  ,10.769
725  ,8.457e+00   ,-59.889  ,6  ,12.308
726  ,8.456e+00   ,-59.889  ,6  ,13.846
727  ,8.454e+00   ,-59.889  ,6  ,15.385
728  ,8.451e+00   ,-59.889  ,6  ,16.923
729  ,8.447e+00   ,-59.889  ,6  ,18.462
730  ,8.769e+00   ,-61.444  ,6  ,1.5385
731  ,8.773e+00   ,-61.444  ,6  ,3.0769
732  ,8.775e+00   ,-61.444  ,6  ,4.6154
733  ,8.777e+00   ,-61.444  ,6  ,6.1538
734  ,8.778e+00   ,-61.444  ,6  ,7.6923
735  ,8.779e+00   ,-61.444  ,6  ,9.2308
736  ,8.779e+00   ,-61.444  ,6  ,10.769
737  ,8.778e+00   ,-61.444  ,6  ,12.308
738  ,8.777e+00   ,-61.444  ,6  ,13.846
739  ,8.775e+00   ,-61.444  ,6  ,15.385
740  ,8.773e+00   ,-61.444  ,6  ,16.923
741  ,8.769e+00   ,-61.444  ,6  ,18.462
742  ,9.093e+00   ,-63  ,6  ,1.5385
743  ,9.096e+00   ,-63  ,6  ,3.0769
744  ,9.098e+00   ,-63  ,6  ,4.6154
745  ,9.100e+00   ,-63  ,6  ,6.1538
746  ,9.101e+00   ,-63  ,6  ,7.6923
747  ,9.101e+00   ,-63  ,6  ,9.2308
748  ,9.101e+00   ,-63  ,6  ,10.769
749  ,9.101e+00   ,-63  ,6  ,12.308
750  ,9.100e+00   ,-63  ,6  ,13.846
751  ,9.098e+00   ,-63  ,6  ,15.385
752  ,9.096e+00   ,-63  ,6  ,16.923
753  ,9.093e+00   ,-63  ,6  ,18.462
754  ,9.418e+00   ,-64.556  ,6  ,1.5385
755  ,9.421e+00   ,-64.556  ,6  ,3.0769
756  ,9.423e+00   ,-64.556  ,6  ,4.6154
757  ,9.425e+00   ,-64.556  ,6  ,6.1538
758  ,9.426e+00   ,-64.556  ,6  ,7.6923
759  ,9.426e+00   ,-64.556  ,6  ,9.2308
760  ,9.426e+00   ,-64.556  ,6  ,10.769
761  ,9.426e+00   ,-64.556  ,6  ,12.308
762  ,9.425e+00   ,-64.556  ,6  ,13.846
763  ,9.423e+00   ,-64.556  ,6  ,15.385
764  ,9.421e+00   ,-64.556  ,6  ,16.923
765  ,9.418e+00   ,-64.556  ,6  ,18.462
766  ,9.747e+00   ,-66.111  ,6  ,1.5385
767  ,9.749e+00   ,-66.111  ,6  ,3.0769
768  ,9.751e+00   ,-66.111  ,6  ,4.6154
769  ,9.752e+00   ,-66.111  ,6  ,6.1538
770  ,9.753e+00   ,-66.111  ,6  ,7.6923
771  ,9.753e+00   ,-66.111  ,6  ,9.2308
772  ,9.753e+00   ,-66.111  ,6  ,10.769
773  ,9.753e+00   ,-66.111  ,6  ,12.308
774  ,9.752e+00   ,-66.111  ,6  ,13.846
775  ,9.751e+00   ,-66.111  ,6  ,15.385
776  ,9.749e+00   ,-66.111  ,6  ,16.923
777  ,9.746e+00   ,-66.111  ,6  ,18.462
778  ,1.008e+01   ,-67.667  ,6  ,1.5385
779  ,1.008e+01   ,-67.667  ,6  ,3.0769
780  ,1.008e+01   ,-67.667  ,6  ,4.6154
781  ,1.008e+01   ,-67.667  ,6  ,6.1538
782  ,1.009e+01   ,-67.667  ,6  ,7.6923
783  ,1.009e+01   ,-67.667  ,6  ,9.2308
784  ,1.009e+01   ,-67.667  ,6  ,10.769
785  ,1.008e+01   ,-67.667  ,6  ,12.308
786  ,1.008e+01   ,-67.667  ,6  ,13.846
787  ,1.008e+01   ,-67.667  ,6  ,15.385
788  ,1.008e+01   ,-67.667  ,6  ,16.923
789  ,1.008e+01   ,-67.667  ,6  ,18.462
71562  ,1.008e+01   ,-67.667  ,6  ,17.692
71567  ,1.008e+01   ,-67.667  ,6  ,16.154
71572  ,1.008e+01   ,-67.667  ,6  ,14.615
71577  ,1.008e+01   ,-67.667  ,6  ,13.077
71582  ,1.009e+01   ,-67.667  ,6  ,11.538
71587  ,1.009e+01   ,-67.667  ,6  ,10
71591  ,1.009e+01   ,-67.667  ,6  ,8.4615
71596  ,1.008e+01   ,-67.667  ,6  ,6.9231
71601  ,1.008e+01   ,-67.667  ,6  ,5.3846
71605  ,1.008e+01   ,-67.667  ,6  ,3.8462
71613  ,1.008e+01   ,-67.667  ,6  ,2.3077
71619  ,9.912e+00   ,-66.889  ,6  ,18.462
71620  ,9.914e+00   ,-66.889  ,6  ,17.692
71627  ,9.915e+00   ,-66.889  ,6  ,16.923
71628  ,9.915e+00   ,-66.889  ,6  ,16.154
71629  ,9.748e+00   ,-66.111  ,6  ,17.692
71634  ,9.916e+00   ,-66.889  ,6  ,15.385
71635  ,9.916e+00   ,-66.889  ,6  ,14.615
71636  ,9.750e+00   ,-66.111  ,6  ,16.154
71643  ,9.917e+00   ,-66.889  ,6  ,13.846
71644  ,9.917e+00   ,-66.889  ,6  ,13.077
71645  ,9.751e+00   ,-66.111  ,6  ,14.615
71649  ,9.918e+00   ,-66.889  ,6  ,12.308
71650  ,9.918e+00   ,-66.889  ,6  ,11.538
71651  ,9.752e+00   ,-66.111  ,6  ,13.077
71656  ,9.918e+00   ,-66.889  ,6  ,10.769
71657  ,9.918e+00   ,-66.889  ,6  ,10
71658  ,9.753e+00   ,-66.111  ,6  ,11.538
71664  ,9.918e+00   ,-66.889  ,6  ,9.2308
71665  ,9.918e+00   ,-66.889  ,6  ,8.4615
71666  ,9.753e+00   ,-66.111  ,6  ,10
71672  ,9.918e+00   ,-66.889  ,6  ,7.6923
71673  ,9.917e+00   ,-66.889  ,6  ,6.9231
71674  ,9.753e+00   ,-66.111  ,6  ,8.4615
71679  ,9.917e+00   ,-66.889  ,6  ,6.1538
71680  ,9.917e+00   ,-66.889  ,6  ,5.3846
71681  ,9.752e+00   ,-66.111  ,6  ,6.9231
71686  ,9.916e+00   ,-66.889  ,6  ,4.6154
71687  ,9.916e+00   ,-66.889  ,6  ,3.8462
71688  ,9.752e+00   ,-66.111  ,6  ,5.3846
71692  ,9.915e+00   ,-66.889  ,6  ,3.0769
71693  ,9.914e+00   ,-66.889  ,6  ,2.3077
71694  ,9.750e+00   ,-66.111  ,6  ,3.8462
71701  ,9.913e+00   ,-66.889  ,6  ,1.5385
71702  ,9.748e+00   ,-66.111  ,6  ,2.3077
71707  ,9.582e+00   ,-65.333  ,6  ,18.462
71708  ,9.583e+00   ,-65.333  ,6  ,17.692
71712  ,9.585e+00   ,-65.333  ,6  ,16.923
71713  ,9.586e+00   ,-65.333  ,6  ,16.154
71714  ,9.420e+00   ,-64.556  ,6  ,17.692
71718  ,9.587e+00   ,-65.333  ,6  ,15.385
71719  ,9.587e+00   ,-65.333  ,6  ,14.615
71720  ,9.422e+00   ,-64.556  ,6  ,16.154
71727  ,9.588e+00   ,-65.333  ,6  ,13.846
71728  ,9.588e+00   ,-65.333  ,6  ,13.077
71729  ,9.424e+00   ,-64.556  ,6  ,14.615
71736  ,9.589e+00   ,-65.333  ,6  ,12.308
71737  ,9.589e+00   ,-65.333  ,6  ,11.538
71738  ,9.425e+00   ,-64.556  ,6  ,13.077
71743  ,9.589e+00   ,-65.333  ,6  ,10.769
71744  ,9.589e+00   ,-65.333  ,6  ,10
71745  ,9.426e+00   ,-64.556  ,6  ,11.538
71751  ,9.589e+00   ,-65.333  ,6  ,9.2308
71752  ,9.589e+00   ,-65.333  ,6  ,8.4615
71753  ,9.426e+00   ,-64.556  ,6  ,10
71759  ,9.589e+00   ,-65.333  ,6  ,7.6923
71760  ,9.588e+00   ,-65.333  ,6  ,6.9231
71761  ,9.426e+00   ,-64.556  ,6  ,8.4615
71767  ,9.588e+00   ,-65.333  ,6  ,6.1538
71768  ,9.587e+00   ,-65.333  ,6  ,5.3846
71769  ,9.425e+00   ,-64.556  ,6  ,6.9231
71774  ,9.587e+00   ,-65.333  ,6  ,4.6154
71775  ,9.586e+00   ,-65.333  ,6  ,3.8462
71776  ,9.424e+00   ,-64.556  ,6  ,5.3846
71781  ,9.585e+00   ,-65.333  ,6  ,3.0769
71782  ,9.584e+00   ,-65.333  ,6  ,2.3077
71783  ,9.422e+00   ,-64.556  ,6  ,3.8462
71789  ,9.582e+00   ,-65.333  ,6  ,1.5385
71790  ,9.420e+00   ,-64.556  ,6  ,2.3077
71796  ,9.255e+00   ,-63.778  ,6  ,18.462
71797  ,9.257e+00   ,-63.778  ,6  ,17.692
71802  ,9.258e+00   ,-63.778  ,6  ,16.923
71803  ,9.259e+00   ,-63.778  ,6  ,16.154
71804  ,9.094e+00   ,-63  ,6  ,17.692
71809  ,9.260e+00   ,-63.778  ,6  ,15.385
71810  ,9.261e+00   ,-63.778  ,6  ,14.615
71811  ,9.097e+00   ,-63  ,6  ,16.154
71817  ,9.262e+00   ,-63.778  ,6  ,13.846
71818  ,9.263e+00   ,-63.778  ,6  ,13.077
71819  ,9.099e+00   ,-63  ,6  ,14.615
71824  ,9.263e+00   ,-63.778  ,6  ,12.308
71825  ,9.263e+00   ,-63.778  ,6  ,11.538
71826  ,9.100e+00   ,-63  ,6  ,13.077
71831  ,9.263e+00   ,-63.778  ,6  ,10.769
71832  ,9.264e+00   ,-63.778  ,6  ,10
71833  ,9.101e+00   ,-63  ,6  ,11.538
71838  ,9.263e+00   ,-63.778  ,6  ,9.2308
71839  ,9.263e+00   ,-63.778  ,6  ,8.4615
71840  ,9.102e+00   ,-63  ,6  ,10
71845  ,9.263e+00   ,-63.778  ,6  ,7.6923
71846  ,9.263e+00   ,-63.778  ,6  ,6.9231
71847  ,9.101e+00   ,-63  ,6  ,8.4615
71852  ,9.262e+00   ,-63.778  ,6  ,6.1538
71853  ,9.261e+00   ,-63.778  ,6  ,5.3846
71854  ,9.101e+00   ,-63  ,6  ,6.9231
71859  ,9.261e+00   ,-63.778  ,6  ,4.6154
71860  ,9.260e+00   ,-63.778  ,6  ,3.8462
71861  ,9.099e+00   ,-63  ,6  ,5.3846
71866  ,9.258e+00   ,-63.778  ,6  ,3.0769
71867  ,9.257e+00   ,-63.778  ,6  ,2.3077
71868  ,9.097e+00   ,-63  ,6  ,3.8462
71874  ,9.255e+00   ,-63.778  ,6  ,1.5385
71875  ,9.095e+00   ,-63  ,6  ,2.3077
71880  ,8.931e+00   ,-62.222  ,6  ,18.462
71881  ,8.932e+00   ,-62.222  ,6  ,17.692
71886  ,8.934e+00   ,-62.222  ,6  ,16.923
71887  ,8.935e+00   ,-62.222  ,6  ,16.154
71888  ,8.771e+00   ,-61.444  ,6  ,17.692
71893  ,8.936e+00   ,-62.222  ,6  ,15.385
71894  ,8.937e+00   ,-62.222  ,6  ,14.615
71895  ,8.774e+00   ,-61.444  ,6  ,16.154
71902  ,8.938e+00   ,-62.222  ,6  ,13.846
71903  ,8.939e+00   ,-62.222  ,6  ,13.077
71904  ,8.776e+00   ,-61.444  ,6  ,14.615
71913  ,8.939e+00   ,-62.222  ,6  ,12.308
71914  ,8.940e+00   ,-62.222  ,6  ,11.538
71915  ,8.778e+00   ,-61.444  ,6  ,13.077
71922  ,8.940e+00   ,-62.222  ,6  ,10.769
71923  ,8.940e+00   ,-62.222  ,6  ,10
71924  ,8.779e+00   ,-61.444  ,6  ,11.538
71931  ,8.940e+00   ,-62.222  ,6  ,9.2308
71932  ,8.940e+00   ,-62.222  ,6  ,8.4615
71933  ,8.779e+00   ,-61.444  ,6  ,10
71940  ,8.939e+00   ,-62.222  ,6  ,7.6923
71941  ,8.939e+00   ,-62.222  ,6  ,6.9231
71942  ,8.779e+00   ,-61.444  ,6  ,8.4615
71948  ,8.938e+00   ,-62.222  ,6  ,6.1538
71949  ,8.937e+00   ,-62.222  ,6  ,5.3846
71950  ,8.778e+00   ,-61.444  ,6  ,6.9231
71955  ,8.937e+00   ,-62.222  ,6  ,4.6154
71956  ,8.935e+00   ,-62.222  ,6  ,3.8462
71957  ,8.776e+00   ,-61.444  ,6  ,5.3846
71962  ,8.934e+00   ,-62.222  ,6  ,3.0769
71963  ,8.933e+00   ,-62.222  ,6  ,2.3077
71964  ,8.774e+00   ,-61.444  ,6  ,3.8462
71970  ,8.931e+00   ,-62.222  ,6  ,1.5385
71971  ,8.771e+00   ,-61.444  ,6  ,2.3077
71976  ,8.608e+00   ,-60.667  ,6  ,18.462
71977  ,8.610e+00   ,-60.667  ,6  ,17.692
71982  ,8.612e+00   ,-60.667  ,6  ,16.923
71983  ,8.613e+00   ,-60.667  ,6  ,16.154
71984  ,8.449e+00   ,-59.889  ,6  ,17.692
71989  ,8.614e+00   ,-60.667  ,6  ,15.385
71990  ,8.615e+00   ,-60.667  ,6  ,14.615
71991  ,8.453e+00   ,-59.889  ,6  ,16.154
71996  ,8.616e+00   ,-60.667  ,6  ,13.846
71997  ,8.617e+00   ,-60.667  ,6  ,13.077
71998  ,8.455e+00   ,-59.889  ,6  ,14.615
72004  ,8.618e+00   ,-60.667  ,6  ,12.308
72005  ,8.618e+00   ,-60.667  ,6  ,11.538
72006  ,8.457e+00   ,-59.889  ,6  ,13.077
72011  ,8.618e+00   ,-60.667  ,6  ,10.769
72012  ,8.618e+00   ,-60.667  ,6  ,10
72013  ,8.458e+00   ,-59.889  ,6  ,11.538
72018  ,8.618e+00   ,-60.667  ,6  ,9.2308
72019  ,8.618e+00   ,-60.667  ,6  ,8.4615
72020  ,8.458e+00   ,-59.889  ,6  ,10
72025  ,8.618e+00   ,-60.667  ,6  ,7.6923
72026  ,8.617e+00   ,-60.667  ,6  ,6.9231
72027  ,8.458e+00   ,-59.889  ,6  ,8.4615
72032  ,8.616e+00   ,-60.667  ,6  ,6.1538
72033  ,8.615e+00   ,-60.667  ,6  ,5.3846
72034  ,8.457e+00   ,-59.889  ,6  ,6.9231
72039  ,8.614e+00   ,-60.667  ,6  ,4.6154
72040  ,8.613e+00   ,-60.667  ,6  ,3.8462
72041  ,8.455e+00   ,-59.889  ,6  ,5.3846
72046  ,8.612e+00   ,-60.667  ,6  ,3.0769
72047  ,8.610e+00   ,-60.667  ,6  ,2.3077
72048  ,8.453e+00   ,-59.889  ,6  ,3.8462
72054  ,8.608e+00   ,-60.667  ,6  ,1.5385
72055  ,8.450e+00   ,-59.889  ,6  ,2.3077
72060  ,8.287e+00   ,-59.111  ,6  ,18.462
72061  ,8.289e+00   ,-59.111  ,6  ,17.692
72066  ,8.291e+00   ,-59.111  ,6  ,16.923
72067  ,8.293e+00   ,-59.111  ,6  ,16.154
72068  ,8.130e+00   ,-58.333  ,6  ,17.692
72073  ,8.294e+00   ,-59.111  ,6  ,15.385
72074  ,8.295e+00   ,-59.111  ,6  ,14.615
72075  ,8.133e+00   ,-58.333  ,6  ,16.154
72081  ,8.296e+00   ,-59.111  ,6  ,13.846
72082  ,8.297e+00   ,-59.111  ,6  ,13.077
72083  ,8.136e+00   ,-58.333  ,6  ,14.615
72088  ,8.298e+00   ,-59.111  ,6  ,12.308
72089  ,8.298e+00   ,-59.111  ,6  ,11.538
72090  ,8.138e+00   ,-58.333  ,6  ,13.077
72096  ,8.298e+00   ,-59.111  ,6  ,10.769
72097  ,8.299e+00   ,-59.111  ,6  ,10
72098  ,8.139e+00   ,-58.333  ,6  ,11.538
72103  ,8.298e+00   ,-59.111  ,6  ,9.2308
72104  ,8.298e+00   ,-59.111  ,6  ,8.4615
72105  ,8.139e+00   ,-58.333  ,6  ,10
72110  ,8.298e+00   ,-59.111  ,6  ,7.6923
72111  ,8.297e+00   ,-59.111  ,6  ,6.9231
72112  ,8.139e+00   ,-58.333  ,6  ,8.4615
72119  ,8.296e+00   ,-59.111  ,6  ,6.1538
72120  ,8.295e+00   ,-59.111  ,6  ,5.3846
72121  ,8.138e+00   ,-58.333  ,6  ,6.9231
72127  ,8.294e+00   ,-59.111  ,6  ,4.6154
72128  ,8.293e+00   ,-59.111  ,6  ,3.8462
72129  ,8.136e+00   ,-58.333  ,6  ,5.3846
72134  ,8.291e+00   ,-59.111  ,6  ,3.0769
72135  ,8.290e+00   ,-59.111  ,6  ,2.3077
72136  ,8.134e+00   ,-58.333  ,6  ,3.8462
72143  ,8.288e+00   ,-59.111  ,6  ,1.5385
72144  ,8.130e+00   ,-58.333  ,6  ,2.3077
72149  ,7.969e+00   ,-57.556  ,6  ,18.462
72150  ,7.971e+00   ,-57.556  ,6  ,17.692
72155  ,7.973e+00   ,-57.556  ,6  ,16.923
72156  ,7.974e+00   ,-57.556  ,6  ,16.154
72157  ,7.812e+00   ,-56.778  ,6  ,17.692
72162  ,7.976e+00   ,-57.556  ,6  ,15.385
72163  ,7.977e+00   ,-57.556  ,6  ,14.615
72164  ,7.816e+00   ,-56.778  ,6  ,16.154
72170  ,7.978e+00   ,-57.556  ,6  ,13.846
72171  ,7.979e+00   ,-57.556  ,6  ,13.077
72172  ,7.819e+00   ,-56.778  ,6  ,14.615
72178  ,7.980e+00   ,-57.556  ,6  ,12.308
72179  ,7.980e+00   ,-57.556  ,6  ,11.538
72180  ,7.821e+00   ,-56.778  ,6  ,13.077
72189  ,7.981e+00   ,-57.556  ,6  ,10.769
72190  ,7.981e+00   ,-57.556  ,6  ,10
72191  ,7.822e+00   ,-56.778  ,6  ,11.538
72199  ,7.981e+00   ,-57.556  ,6  ,9.2308
72200  ,7.981e+00   ,-57.556  ,6  ,8.4615
72201  ,7.823e+00   ,-56.778  ,6  ,10
72207  ,7.980e+00   ,-57.556  ,6  ,7.6923
72208  ,7.979e+00   ,-57.556  ,6  ,6.9231
72209  ,7.823e+00   ,-56.778  ,6  ,8.4615
72215  ,7.979e+00   ,-57.556  ,6  ,6.1538
72216  ,7.977e+00   ,-57.556  ,6  ,5.3846
72217  ,7.821e+00   ,-56.778  ,6  ,6.9231
72221  ,7.976e+00   ,-57.556  ,6  ,4.6154
72222  ,7.975e+00   ,-57.556  ,6  ,3.8462
72223  ,7.819e+00   ,-56.778  ,6  ,5.3846
72228  ,7.973e+00   ,-57.556  ,6  ,3.0769
72229  ,7.971e+00   ,-57.556  ,6  ,2.3077
72230  ,7.816e+00   ,-56.778  ,6  ,3.8462
72236  ,7.969e+00   ,-57.556  ,6  ,1.5385
72237  ,7.813e+00   ,-56.778  ,6  ,2.3077
72242  ,7.652e+00   ,-56  ,6  ,18.462
72243  ,7.655e+00   ,-56  ,6  ,17.692
72248  ,7.657e+00   ,-56  ,6  ,16.923
72249  ,7.659e+00   ,-56  ,6  ,16.154
72250  ,7.498e+00   ,-55.222  ,6  ,17.692
72255  ,7.660e+00   ,-56  ,6  ,15.385
72256  ,7.662e+00   ,-56  ,6  ,14.615
72257  ,7.502e+00   ,-55.222  ,6  ,16.154
72263  ,7.663e+00   ,-56  ,6  ,13.846
72264  ,7.664e+00   ,-56  ,6  ,13.077
72265  ,7.505e+00   ,-55.222  ,6  ,14.615
72270  ,7.665e+00   ,-56  ,6  ,12.308
72271  ,7.665e+00   ,-56  ,6  ,11.538
72272  ,7.507e+00   ,-55.222  ,6  ,13.077
72277  ,7.665e+00   ,-56  ,6  ,10.769
72278  ,7.666e+00   ,-56  ,6  ,10
72279  ,7.508e+00   ,-55.222  ,6  ,11.538
72286  ,7.665e+00   ,-56  ,6  ,9.2308
72287  ,7.665e+00   ,-56  ,6  ,8.4615
72288  ,7.509e+00   ,-55.222  ,6  ,10
72293  ,7.665e+00   ,-56  ,6  ,7.6923
72294  ,7.664e+00   ,-56  ,6  ,6.9231
72295  ,7.509e+00   ,-55.222  ,6  ,8.4615
72302  ,7.663e+00   ,-56  ,6  ,6.1538
72303  ,7.662e+00   ,-56  ,6  ,5.3846
72304  ,7.507e+00   ,-55.222  ,6  ,6.9231
72309  ,7.660e+00   ,-56  ,6  ,4.6154
72310  ,7.659e+00   ,-56  ,6  ,3.8462
72311  ,7.505e+00   ,-55.222  ,6  ,5.3846
72316  ,7.657e+00   ,-56  ,6  ,3.0769
72317  ,7.655e+00   ,-56  ,6  ,2.3077
72318  ,7.502e+00   ,-55.222  ,6  ,3.8462
72323  ,7.653e+00   ,-56  ,6  ,1.5385
72324  ,7.498e+00   ,-55.222  ,6  ,2.3077
72329  ,7.339e+00   ,-54.444  ,6  ,18.462
72330  ,7.341e+00   ,-54.444  ,6  ,17.692
72335  ,7.343e+00   ,-54.444  ,6  ,16.923
72336  ,7.345e+00   ,-54.444  ,6  ,16.154
72337  ,7.185e+00   ,-53.667  ,6  ,17.692
72342  ,7.347e+00   ,-54.444  ,6  ,15.385
72343  ,7.349e+00   ,-54.444  ,6  ,14.615
72344  ,7.190e+00   ,-53.667  ,6  ,16.154
72350  ,7.350e+00   ,-54.444  ,6  ,13.846
72351  ,7.351e+00   ,-54.444  ,6  ,13.077
72352  ,7.193e+00   ,-53.667  ,6  ,14.615
72358  ,7.352e+00   ,-54.444  ,6  ,12.308
72359  ,7.352e+00   ,-54.444  ,6  ,11.538
72360  ,7.196e+00   ,-53.667  ,6  ,13.077
72365  ,7.353e+00   ,-54.444  ,6  ,10.769
72366  ,7.353e+00   ,-54.444  ,6  ,10
72367  ,7.197e+00   ,-53.667  ,6  ,11.538
72374  ,7.353e+00   ,-54.444  ,6  ,9.2308
72375  ,7.353e+00   ,-54.444  ,6  ,8.4615
72376  ,7.198e+00   ,-53.667  ,6  ,10
72381  ,7.352e+00   ,-54.444  ,6  ,7.6923
72382  ,7.351e+00   ,-54.444  ,6  ,6.9231
72383  ,7.197e+00   ,-53.667  ,6  ,8.4615
72390  ,7.350e+00   ,-54.444  ,6  ,6.1538
72391  ,7.349e+00   ,-54.444  ,6  ,5.3846
72392  ,7.196e+00   ,-53.667  ,6  ,6.9231
72397  ,7.347e+00   ,-54.444  ,6  ,4.6154
72398  ,7.346e+00   ,-54.444  ,6  ,3.8462
72399  ,7.193e+00   ,-53.667  ,6  ,5.3846
72404  ,7.344e+00   ,-54.444  ,6  ,3.0769
72405  ,7.341e+00   ,-54.444  ,6  ,2.3077
72406  ,7.190e+00   ,-53.667  ,6  ,3.8462
72411  ,7.339e+00   ,-54.444  ,6  ,1.5385
72412  ,7.186e+00   ,-53.667  ,6  ,2.3077
72417  ,7.028e+00   ,-52.889  ,6  ,18.462
72418  ,7.030e+00   ,-52.889  ,6  ,17.692
72423  ,7.033e+00   ,-52.889  ,6  ,16.923
72424  ,7.035e+00   ,-52.889  ,6  ,16.154
72425  ,6.876e+00   ,-52.111  ,6  ,17.692
72430  ,7.037e+00   ,-52.889  ,6  ,15.385
72431  ,7.039e+00   ,-52.889  ,6  ,14.615
72432  ,6.881e+00   ,-52.111  ,6  ,16.154
72438  ,7.040e+00   ,-52.889  ,6  ,13.846
72439  ,7.041e+00   ,-52.889  ,6  ,13.077
72440  ,6.885e+00   ,-52.111  ,6  ,14.615
72446  ,7.042e+00   ,-52.889  ,6  ,12.308
72447  ,7.043e+00   ,-52.889  ,6  ,11.538
72448  ,6.887e+00   ,-52.111  ,6  ,13.077
72453  ,7.043e+00   ,-52.889  ,6  ,10.769
72454  ,7.043e+00   ,-52.889  ,6  ,10
72455  ,6.889e+00   ,-52.111  ,6  ,11.538
