Date:  21:52, Saturday, February 08, 2020
Model name:Cantilever
Study name:Static 1(-Default-)
Plot type: Static displacement Displacement1
Result Type: URES 


Node  ,Value (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
72462  ,7.043e+00   ,-52.889  ,6  ,9.2308
72463  ,7.043e+00   ,-52.889  ,6  ,8.4615
72464  ,6.890e+00   ,-52.111  ,6  ,10
72469  ,7.042e+00   ,-52.889  ,6  ,7.6923
72470  ,7.041e+00   ,-52.889  ,6  ,6.9231
72471  ,6.889e+00   ,-52.111  ,6  ,8.4615
72477  ,7.040e+00   ,-52.889  ,6  ,6.1538
72478  ,7.039e+00   ,-52.889  ,6  ,5.3846
72479  ,6.888e+00   ,-52.111  ,6  ,6.9231
72484  ,7.037e+00   ,-52.889  ,6  ,4.6154
72485  ,7.035e+00   ,-52.889  ,6  ,3.8462
72486  ,6.885e+00   ,-52.111  ,6  ,5.3846
72491  ,7.033e+00   ,-52.889  ,6  ,3.0769
72492  ,7.031e+00   ,-52.889  ,6  ,2.3077
72493  ,6.881e+00   ,-52.111  ,6  ,3.8462
72499  ,7.028e+00   ,-52.889  ,6  ,1.5385
72500  ,6.877e+00   ,-52.111  ,6  ,2.3077
72505  ,6.720e+00   ,-51.333  ,6  ,18.462
72506  ,6.723e+00   ,-51.333  ,6  ,17.692
72511  ,6.726e+00   ,-51.333  ,6  ,16.923
72512  ,6.728e+00   ,-51.333  ,6  ,16.154
72513  ,6.570e+00   ,-50.556  ,6  ,17.692
72518  ,6.730e+00   ,-51.333  ,6  ,15.385
72519  ,6.732e+00   ,-51.333  ,6  ,14.615
72520  ,6.576e+00   ,-50.556  ,6  ,16.154
72526  ,6.733e+00   ,-51.333  ,6  ,13.846
72527  ,6.734e+00   ,-51.333  ,6  ,13.077
72528  ,6.580e+00   ,-50.556  ,6  ,14.615
72534  ,6.735e+00   ,-51.333  ,6  ,12.308
72535  ,6.736e+00   ,-51.333  ,6  ,11.538
72536  ,6.582e+00   ,-50.556  ,6  ,13.077
72541  ,6.737e+00   ,-51.333  ,6  ,10.769
72542  ,6.737e+00   ,-51.333  ,6  ,10
72543  ,6.584e+00   ,-50.556  ,6  ,11.538
72549  ,6.737e+00   ,-51.333  ,6  ,9.2308
72550  ,6.736e+00   ,-51.333  ,6  ,8.4615
72551  ,6.585e+00   ,-50.556  ,6  ,10
72556  ,6.735e+00   ,-51.333  ,6  ,7.6923
72557  ,6.735e+00   ,-51.333  ,6  ,6.9231
72558  ,6.584e+00   ,-50.556  ,6  ,8.4615
72564  ,6.733e+00   ,-51.333  ,6  ,6.1538
72565  ,6.732e+00   ,-51.333  ,6  ,5.3846
72566  ,6.583e+00   ,-50.556  ,6  ,6.9231
72571  ,6.730e+00   ,-51.333  ,6  ,4.6154
72572  ,6.728e+00   ,-51.333  ,6  ,3.8462
72573  ,6.580e+00   ,-50.556  ,6  ,5.3846
72578  ,6.726e+00   ,-51.333  ,6  ,3.0769
72579  ,6.723e+00   ,-51.333  ,6  ,2.3077
72580  ,6.576e+00   ,-50.556  ,6  ,3.8462
72586  ,6.720e+00   ,-51.333  ,6  ,1.5385
72587  ,6.571e+00   ,-50.556  ,6  ,2.3077
72592  ,6.416e+00   ,-49.778  ,6  ,18.462
72593  ,6.419e+00   ,-49.778  ,6  ,17.692
72598  ,6.422e+00   ,-49.778  ,6  ,16.923
72599  ,6.424e+00   ,-49.778  ,6  ,16.154
72600  ,6.268e+00   ,-49  ,6  ,17.692
72605  ,6.426e+00   ,-49.778  ,6  ,15.385
72606  ,6.428e+00   ,-49.778  ,6  ,14.615
72607  ,6.274e+00   ,-49  ,6  ,16.154
72612  ,6.430e+00   ,-49.778  ,6  ,13.846
72613  ,6.431e+00   ,-49.778  ,6  ,13.077
72614  ,6.278e+00   ,-49  ,6  ,14.615
72621  ,6.432e+00   ,-49.778  ,6  ,12.308
72622  ,6.433e+00   ,-49.778  ,6  ,11.538
72623  ,6.281e+00   ,-49  ,6  ,13.077
72628  ,6.433e+00   ,-49.778  ,6  ,10.769
72629  ,6.434e+00   ,-49.778  ,6  ,10
72630  ,6.283e+00   ,-49  ,6  ,11.538
72636  ,6.433e+00   ,-49.778  ,6  ,9.2308
72637  ,6.433e+00   ,-49.778  ,6  ,8.4615
72638  ,6.283e+00   ,-49  ,6  ,10
72643  ,6.432e+00   ,-49.778  ,6  ,7.6923
72644  ,6.431e+00   ,-49.778  ,6  ,6.9231
72645  ,6.283e+00   ,-49  ,6  ,8.4615
72651  ,6.430e+00   ,-49.778  ,6  ,6.1538
72652  ,6.428e+00   ,-49.778  ,6  ,5.3846
72653  ,6.281e+00   ,-49  ,6  ,6.9231
72658  ,6.427e+00   ,-49.778  ,6  ,4.6154
72659  ,6.424e+00   ,-49.778  ,6  ,3.8462
72660  ,6.278e+00   ,-49  ,6  ,5.3846
72666  ,6.422e+00   ,-49.778  ,6  ,3.0769
72667  ,6.419e+00   ,-49.778  ,6  ,2.3077
72668  ,6.274e+00   ,-49  ,6  ,3.8462
72675  ,6.416e+00   ,-49.778  ,6  ,1.5385
72676  ,6.268e+00   ,-49  ,6  ,2.3077
72682  ,6.115e+00   ,-48.222  ,6  ,18.462
72683  ,6.119e+00   ,-48.222  ,6  ,17.692
72688  ,6.122e+00   ,-48.222  ,6  ,16.923
72689  ,6.124e+00   ,-48.222  ,6  ,16.154
72690  ,5.970e+00   ,-47.444  ,6  ,17.692
72695  ,6.127e+00   ,-48.222  ,6  ,15.385
72696  ,6.129e+00   ,-48.222  ,6  ,14.615
72697  ,5.976e+00   ,-47.444  ,6  ,16.154
72703  ,6.130e+00   ,-48.222  ,6  ,13.846
72704  ,6.132e+00   ,-48.222  ,6  ,13.077
72705  ,5.980e+00   ,-47.444  ,6  ,14.615
72712  ,6.133e+00   ,-48.222  ,6  ,12.308
72713  ,6.134e+00   ,-48.222  ,6  ,11.538
72714  ,5.983e+00   ,-47.444  ,6  ,13.077
72720  ,6.134e+00   ,-48.222  ,6  ,10.769
72721  ,6.134e+00   ,-48.222  ,6  ,10
72722  ,5.985e+00   ,-47.444  ,6  ,11.538
72729  ,6.134e+00   ,-48.222  ,6  ,9.2308
72730  ,6.134e+00   ,-48.222  ,6  ,8.4615
72731  ,5.986e+00   ,-47.444  ,6  ,10
72736  ,6.133e+00   ,-48.222  ,6  ,7.6923
72737  ,6.132e+00   ,-48.222  ,6  ,6.9231
72738  ,5.985e+00   ,-47.444  ,6  ,8.4615
72745  ,6.130e+00   ,-48.222  ,6  ,6.1538
72746  ,6.129e+00   ,-48.222  ,6  ,5.3846
72747  ,5.984e+00   ,-47.444  ,6  ,6.9231
72752  ,6.127e+00   ,-48.222  ,6  ,4.6154
72753  ,6.124e+00   ,-48.222  ,6  ,3.8462
72754  ,5.980e+00   ,-47.444  ,6  ,5.3846
72758  ,6.122e+00   ,-48.222  ,6  ,3.0769
72759  ,6.119e+00   ,-48.222  ,6  ,2.3077
72760  ,5.976e+00   ,-47.444  ,6  ,3.8462
72765  ,6.115e+00   ,-48.222  ,6  ,1.5385
72766  ,5.970e+00   ,-47.444  ,6  ,2.3077
72773  ,5.819e+00   ,-46.667  ,6  ,18.462
72774  ,5.822e+00   ,-46.667  ,6  ,17.692
72779  ,5.825e+00   ,-46.667  ,6  ,16.923
72780  ,5.828e+00   ,-46.667  ,6  ,16.154
72781  ,5.676e+00   ,-45.889  ,6  ,17.692
72786  ,5.831e+00   ,-46.667  ,6  ,15.385
72787  ,5.833e+00   ,-46.667  ,6  ,14.615
72788  ,5.682e+00   ,-45.889  ,6  ,16.154
72795  ,5.835e+00   ,-46.667  ,6  ,13.846
72796  ,5.836e+00   ,-46.667  ,6  ,13.077
72797  ,5.687e+00   ,-45.889  ,6  ,14.615
72802  ,5.837e+00   ,-46.667  ,6  ,12.308
72803  ,5.838e+00   ,-46.667  ,6  ,11.538
72804  ,5.690e+00   ,-45.889  ,6  ,13.077
72810  ,5.839e+00   ,-46.667  ,6  ,10.769
72811  ,5.839e+00   ,-46.667  ,6  ,10
72812  ,5.692e+00   ,-45.889  ,6  ,11.538
72823  ,5.839e+00   ,-46.667  ,6  ,9.2308
72824  ,5.838e+00   ,-46.667  ,6  ,8.4615
72825  ,5.693e+00   ,-45.889  ,6  ,10
72830  ,5.838e+00   ,-46.667  ,6  ,7.6923
72831  ,5.836e+00   ,-46.667  ,6  ,6.9231
72832  ,5.692e+00   ,-45.889  ,6  ,8.4615
72839  ,5.835e+00   ,-46.667  ,6  ,6.1538
72840  ,5.833e+00   ,-46.667  ,6  ,5.3846
72841  ,5.690e+00   ,-45.889  ,6  ,6.9231
72846  ,5.831e+00   ,-46.667  ,6  ,4.6154
72847  ,5.829e+00   ,-46.667  ,6  ,3.8462
72848  ,5.687e+00   ,-45.889  ,6  ,5.3846
72853  ,5.826e+00   ,-46.667  ,6  ,3.0769
72854  ,5.822e+00   ,-46.667  ,6  ,2.3077
72855  ,5.682e+00   ,-45.889  ,6  ,3.8462
72860  ,5.819e+00   ,-46.667  ,6  ,1.5385
72861  ,5.676e+00   ,-45.889  ,6  ,2.3077
72867  ,5.526e+00   ,-45.111  ,6  ,18.462
72868  ,5.530e+00   ,-45.111  ,6  ,17.692
72873  ,5.534e+00   ,-45.111  ,6  ,16.923
72874  ,5.537e+00   ,-45.111  ,6  ,16.154
72875  ,5.386e+00   ,-44.333  ,6  ,17.692
72880  ,5.539e+00   ,-45.111  ,6  ,15.385
72881  ,5.542e+00   ,-45.111  ,6  ,14.615
72882  ,5.393e+00   ,-44.333  ,6  ,16.154
72887  ,5.544e+00   ,-45.111  ,6  ,13.846
72888  ,5.545e+00   ,-45.111  ,6  ,13.077
72889  ,5.398e+00   ,-44.333  ,6  ,14.615
72895  ,5.546e+00   ,-45.111  ,6  ,12.308
72896  ,5.547e+00   ,-45.111  ,6  ,11.538
72897  ,5.401e+00   ,-44.333  ,6  ,13.077
72904  ,5.548e+00   ,-45.111  ,6  ,10.769
72905  ,5.548e+00   ,-45.111  ,6  ,10
72906  ,5.403e+00   ,-44.333  ,6  ,11.538
72912  ,5.548e+00   ,-45.111  ,6  ,9.2308
72913  ,5.547e+00   ,-45.111  ,6  ,8.4615
72914  ,5.404e+00   ,-44.333  ,6  ,10
72919  ,5.546e+00   ,-45.111  ,6  ,7.6923
72920  ,5.545e+00   ,-45.111  ,6  ,6.9231
72921  ,5.403e+00   ,-44.333  ,6  ,8.4615
72928  ,5.544e+00   ,-45.111  ,6  ,6.1538
72929  ,5.542e+00   ,-45.111  ,6  ,5.3846
72930  ,5.401e+00   ,-44.333  ,6  ,6.9231
72936  ,5.539e+00   ,-45.111  ,6  ,4.6154
72937  ,5.537e+00   ,-45.111  ,6  ,3.8462
72938  ,5.398e+00   ,-44.333  ,6  ,5.3846
72943  ,5.534e+00   ,-45.111  ,6  ,3.0769
72944  ,5.530e+00   ,-45.111  ,6  ,2.3077
72945  ,5.393e+00   ,-44.333  ,6  ,3.8462
72950  ,5.527e+00   ,-45.111  ,6  ,1.5385
72951  ,5.386e+00   ,-44.333  ,6  ,2.3077
72956  ,5.239e+00   ,-43.556  ,6  ,18.462
72957  ,5.243e+00   ,-43.556  ,6  ,17.692
72962  ,5.246e+00   ,-43.556  ,6  ,16.923
72963  ,5.250e+00   ,-43.556  ,6  ,16.154
72964  ,5.101e+00   ,-42.778  ,6  ,17.692
72970  ,5.252e+00   ,-43.556  ,6  ,15.385
72971  ,5.255e+00   ,-43.556  ,6  ,14.615
72972  ,5.108e+00   ,-42.778  ,6  ,16.154
72979  ,5.257e+00   ,-43.556  ,6  ,13.846
72980  ,5.259e+00   ,-43.556  ,6  ,13.077
72981  ,5.113e+00   ,-42.778  ,6  ,14.615
72987  ,5.260e+00   ,-43.556  ,6  ,12.308
72988  ,5.261e+00   ,-43.556  ,6  ,11.538
72989  ,5.117e+00   ,-42.778  ,6  ,13.077
72995  ,5.261e+00   ,-43.556  ,6  ,10.769
72996  ,5.261e+00   ,-43.556  ,6  ,10
72997  ,5.119e+00   ,-42.778  ,6  ,11.538
73002  ,5.261e+00   ,-43.556  ,6  ,9.2308
73003  ,5.261e+00   ,-43.556  ,6  ,8.4615
73004  ,5.120e+00   ,-42.778  ,6  ,10
73010  ,5.260e+00   ,-43.556  ,6  ,7.6923
73011  ,5.259e+00   ,-43.556  ,6  ,6.9231
73012  ,5.119e+00   ,-42.778  ,6  ,8.4615
73016  ,5.257e+00   ,-43.556  ,6  ,6.1538
73017  ,5.255e+00   ,-43.556  ,6  ,5.3846
73018  ,5.117e+00   ,-42.778  ,6  ,6.9231
73022  ,5.253e+00   ,-43.556  ,6  ,4.6154
73023  ,5.250e+00   ,-43.556  ,6  ,3.8462
73024  ,5.113e+00   ,-42.778  ,6  ,5.3846
73029  ,5.247e+00   ,-43.556  ,6  ,3.0769
73030  ,5.243e+00   ,-43.556  ,6  ,2.3077
73031  ,5.108e+00   ,-42.778  ,6  ,3.8462
73036  ,5.239e+00   ,-43.556  ,6  ,1.5385
73037  ,5.101e+00   ,-42.778  ,6  ,2.3077
73042  ,4.956e+00   ,-42  ,6  ,18.462
73043  ,4.960e+00   ,-42  ,6  ,17.692
73048  ,4.964e+00   ,-42  ,6  ,16.923
73049  ,4.967e+00   ,-42  ,6  ,16.154
73050  ,4.821e+00   ,-41.222  ,6  ,17.692
73055  ,4.970e+00   ,-42  ,6  ,15.385
73056  ,4.973e+00   ,-42  ,6  ,14.615
73057  ,4.828e+00   ,-41.222  ,6  ,16.154
73065  ,4.975e+00   ,-42  ,6  ,13.846
73066  ,4.977e+00   ,-42  ,6  ,13.077
73067  ,4.834e+00   ,-41.222  ,6  ,14.615
73073  ,4.978e+00   ,-42  ,6  ,12.308
73074  ,4.979e+00   ,-42  ,6  ,11.538
73075  ,4.838e+00   ,-41.222  ,6  ,13.077
73080  ,4.980e+00   ,-42  ,6  ,10.769
73081  ,4.980e+00   ,-42  ,6  ,10
73082  ,4.840e+00   ,-41.222  ,6  ,11.538
73088  ,4.980e+00   ,-42  ,6  ,9.2308
73089  ,4.979e+00   ,-42  ,6  ,8.4615
73090  ,4.841e+00   ,-41.222  ,6  ,10
73098  ,4.978e+00   ,-42  ,6  ,7.6923
73099  ,4.977e+00   ,-42  ,6  ,6.9231
73100  ,4.840e+00   ,-41.222  ,6  ,8.4615
73106  ,4.975e+00   ,-42  ,6  ,6.1538
73107  ,4.973e+00   ,-42  ,6  ,5.3846
73108  ,4.838e+00   ,-41.222  ,6  ,6.9231
73113  ,4.971e+00   ,-42  ,6  ,4.6154
73114  ,4.968e+00   ,-42  ,6  ,3.8462
73115  ,4.834e+00   ,-41.222  ,6  ,5.3846
73120  ,4.964e+00   ,-42  ,6  ,3.0769
73121  ,4.960e+00   ,-42  ,6  ,2.3077
73122  ,4.828e+00   ,-41.222  ,6  ,3.8462
73128  ,4.956e+00   ,-42  ,6  ,1.5385
73129  ,4.821e+00   ,-41.222  ,6  ,2.3077
73134  ,4.678e+00   ,-40.444  ,6  ,18.462
73135  ,4.683e+00   ,-40.444  ,6  ,17.692
73140  ,4.687e+00   ,-40.444  ,6  ,16.923
73141  ,4.690e+00   ,-40.444  ,6  ,16.154
73142  ,4.546e+00   ,-39.667  ,6  ,17.692
73146  ,4.693e+00   ,-40.444  ,6  ,15.385
73147  ,4.696e+00   ,-40.444  ,6  ,14.615
73148  ,4.554e+00   ,-39.667  ,6  ,16.154
73154  ,4.698e+00   ,-40.444  ,6  ,13.846
73155  ,4.700e+00   ,-40.444  ,6  ,13.077
73156  ,4.560e+00   ,-39.667  ,6  ,14.615
73161  ,4.702e+00   ,-40.444  ,6  ,12.308
73162  ,4.703e+00   ,-40.444  ,6  ,11.538
73163  ,4.564e+00   ,-39.667  ,6  ,13.077
73169  ,4.703e+00   ,-40.444  ,6  ,10.769
73170  ,4.703e+00   ,-40.444  ,6  ,10
73171  ,4.566e+00   ,-39.667  ,6  ,11.538
73177  ,4.703e+00   ,-40.444  ,6  ,9.2308
73178  ,4.703e+00   ,-40.444  ,6  ,8.4615
73179  ,4.567e+00   ,-39.667  ,6  ,10
73185  ,4.702e+00   ,-40.444  ,6  ,7.6923
73186  ,4.700e+00   ,-40.444  ,6  ,6.9231
73187  ,4.566e+00   ,-39.667  ,6  ,8.4615
73192  ,4.698e+00   ,-40.444  ,6  ,6.1538
73193  ,4.696e+00   ,-40.444  ,6  ,5.3846
73194  ,4.564e+00   ,-39.667  ,6  ,6.9231
73199  ,4.694e+00   ,-40.444  ,6  ,4.6154
73200  ,4.691e+00   ,-40.444  ,6  ,3.8462
73201  ,4.560e+00   ,-39.667  ,6  ,5.3846
73206  ,4.687e+00   ,-40.444  ,6  ,3.0769
73207  ,4.683e+00   ,-40.444  ,6  ,2.3077
73208  ,4.554e+00   ,-39.667  ,6  ,3.8462
73214  ,4.679e+00   ,-40.444  ,6  ,1.5385
73215  ,4.546e+00   ,-39.667  ,6  ,2.3077
73220  ,4.406e+00   ,-38.889  ,6  ,18.462
73221  ,4.411e+00   ,-38.889  ,6  ,17.692
73226  ,4.415e+00   ,-38.889  ,6  ,16.923
73227  ,4.419e+00   ,-38.889  ,6  ,16.154
73228  ,4.277e+00   ,-38.111  ,6  ,17.692
73233  ,4.422e+00   ,-38.889  ,6  ,15.385
73234  ,4.425e+00   ,-38.889  ,6  ,14.615
73235  ,4.285e+00   ,-38.111  ,6  ,16.154
73242  ,4.427e+00   ,-38.889  ,6  ,13.846
73243  ,4.429e+00   ,-38.889  ,6  ,13.077
73244  ,4.291e+00   ,-38.111  ,6  ,14.615
73249  ,4.431e+00   ,-38.889  ,6  ,12.308
73250  ,4.432e+00   ,-38.889  ,6  ,11.538
73251  ,4.296e+00   ,-38.111  ,6  ,13.077
73257  ,4.432e+00   ,-38.889  ,6  ,10.769
73258  ,4.432e+00   ,-38.889  ,6  ,10
73259  ,4.298e+00   ,-38.111  ,6  ,11.538
73265  ,4.432e+00   ,-38.889  ,6  ,9.2308
73266  ,4.432e+00   ,-38.889  ,6  ,8.4615
73267  ,4.299e+00   ,-38.111  ,6  ,10
73273  ,4.431e+00   ,-38.889  ,6  ,7.6923
73274  ,4.429e+00   ,-38.889  ,6  ,6.9231
73275  ,4.298e+00   ,-38.111  ,6  ,8.4615
73281  ,4.427e+00   ,-38.889  ,6  ,6.1538
73282  ,4.425e+00   ,-38.889  ,6  ,5.3846
73283  ,4.296e+00   ,-38.111  ,6  ,6.9231
73288  ,4.422e+00   ,-38.889  ,6  ,4.6154
73289  ,4.419e+00   ,-38.889  ,6  ,3.8462
73290  ,4.291e+00   ,-38.111  ,6  ,5.3846
73295  ,4.415e+00   ,-38.889  ,6  ,3.0769
73296  ,4.411e+00   ,-38.889  ,6  ,2.3077
73297  ,4.285e+00   ,-38.111  ,6  ,3.8462
73302  ,4.406e+00   ,-38.889  ,6  ,1.5385
73303  ,4.277e+00   ,-38.111  ,6  ,2.3077
73308  ,4.140e+00   ,-37.333  ,6  ,18.462
73309  ,4.145e+00   ,-37.333  ,6  ,17.692
73314  ,4.149e+00   ,-37.333  ,6  ,16.923
73315  ,4.153e+00   ,-37.333  ,6  ,16.154
73316  ,4.014e+00   ,-36.556  ,6  ,17.692
73321  ,4.156e+00   ,-37.333  ,6  ,15.385
73322  ,4.159e+00   ,-37.333  ,6  ,14.615
73323  ,4.022e+00   ,-36.556  ,6  ,16.154
73330  ,4.162e+00   ,-37.333  ,6  ,13.846
73331  ,4.164e+00   ,-37.333  ,6  ,13.077
73332  ,4.028e+00   ,-36.556  ,6  ,14.615
73337  ,4.165e+00   ,-37.333  ,6  ,12.308
73338  ,4.166e+00   ,-37.333  ,6  ,11.538
73339  ,4.033e+00   ,-36.556  ,6  ,13.077
73344  ,4.167e+00   ,-37.333  ,6  ,10.769
73345  ,4.167e+00   ,-37.333  ,6  ,10
73346  ,4.036e+00   ,-36.556  ,6  ,11.538
73352  ,4.167e+00   ,-37.333  ,6  ,9.2308
73353  ,4.166e+00   ,-37.333  ,6  ,8.4615
73354  ,4.037e+00   ,-36.556  ,6  ,10
73360  ,4.165e+00   ,-37.333  ,6  ,7.6923
73361  ,4.164e+00   ,-37.333  ,6  ,6.9231
73362  ,4.036e+00   ,-36.556  ,6  ,8.4615
73368  ,4.162e+00   ,-37.333  ,6  ,6.1538
73369  ,4.159e+00   ,-37.333  ,6  ,5.3846
73370  ,4.033e+00   ,-36.556  ,6  ,6.9231
73375  ,4.156e+00   ,-37.333  ,6  ,4.6154
73376  ,4.153e+00   ,-37.333  ,6  ,3.8462
73377  ,4.029e+00   ,-36.556  ,6  ,5.3846
73382  ,4.149e+00   ,-37.333  ,6  ,3.0769
73383  ,4.145e+00   ,-37.333  ,6  ,2.3077
73384  ,4.022e+00   ,-36.556  ,6  ,3.8462
73389  ,4.140e+00   ,-37.333  ,6  ,1.5385
73390  ,4.014e+00   ,-36.556  ,6  ,2.3077
73400  ,2.436e-01   ,-2.3333  ,6  ,17.692
73407  ,2.447e-01   ,-2.3333  ,6  ,16.154
73414  ,2.468e-01   ,-2.3333  ,6  ,14.615
73419  ,2.484e-01   ,-2.3333  ,6  ,13.077
73424  ,2.492e-01   ,-2.3333  ,6  ,11.538
73429  ,2.498e-01   ,-2.3333  ,6  ,10
73435  ,2.493e-01   ,-2.3333  ,6  ,8.4615
73442  ,2.486e-01   ,-2.3333  ,6  ,6.9231
73448  ,2.468e-01   ,-2.3333  ,6  ,5.3846
73454  ,2.449e-01   ,-2.3333  ,6  ,3.8462
73459  ,2.434e-01   ,-2.3333  ,6  ,2.3077
73465  ,2.780e-01   ,-3.1111  ,6  ,18.462
73470  ,2.792e-01   ,-3.1111  ,6  ,17.692
73471  ,2.805e-01   ,-3.1111  ,6  ,16.923
73472  ,3.165e-01   ,-3.8889  ,6  ,17.692
73477  ,2.818e-01   ,-3.1111  ,6  ,16.154
73478  ,2.831e-01   ,-3.1111  ,6  ,15.385
73479  ,3.204e-01   ,-3.8889  ,6  ,16.154
73485  ,2.845e-01   ,-3.1111  ,6  ,14.615
73486  ,2.855e-01   ,-3.1111  ,6  ,13.846
73487  ,3.238e-01   ,-3.8889  ,6  ,14.615
73493  ,2.866e-01   ,-3.1111  ,6  ,13.077
73494  ,2.873e-01   ,-3.1111  ,6  ,12.308
73495  ,3.264e-01   ,-3.8889  ,6  ,13.077
73502  ,2.879e-01   ,-3.1111  ,6  ,11.538
73503  ,2.882e-01   ,-3.1111  ,6  ,10.769
73504  ,3.282e-01   ,-3.8889  ,6  ,11.538
73513  ,2.883e-01   ,-3.1111  ,6  ,10
73514  ,2.882e-01   ,-3.1111  ,6  ,9.2308
73515  ,3.287e-01   ,-3.8889  ,6  ,10
73522  ,2.879e-01   ,-3.1111  ,6  ,8.4615
73523  ,2.875e-01   ,-3.1111  ,6  ,7.6923
73524  ,3.282e-01   ,-3.8889  ,6  ,8.4615
73530  ,2.866e-01   ,-3.1111  ,6  ,6.9231
73531  ,2.855e-01   ,-3.1111  ,6  ,6.1538
73532  ,3.265e-01   ,-3.8889  ,6  ,6.9231
73537  ,2.845e-01   ,-3.1111  ,6  ,5.3846
73538  ,2.831e-01   ,-3.1111  ,6  ,4.6154
73539  ,3.238e-01   ,-3.8889  ,6  ,5.3846
73544  ,2.818e-01   ,-3.1111  ,6  ,3.8462
73545  ,2.804e-01   ,-3.1111  ,6  ,3.0769
73546  ,3.203e-01   ,-3.8889  ,6  ,3.8462
73552  ,2.791e-01   ,-3.1111  ,6  ,2.3077
73553  ,2.778e-01   ,-3.1111  ,6  ,1.5385
73554  ,3.164e-01   ,-3.8889  ,6  ,2.3077
73560  ,3.531e-01   ,-4.6667  ,6  ,18.462
73565  ,3.559e-01   ,-4.6667  ,6  ,17.692
73566  ,3.585e-01   ,-4.6667  ,6  ,16.923
73567  ,3.976e-01   ,-5.4444  ,6  ,17.692
73572  ,3.609e-01   ,-4.6667  ,6  ,16.154
73573  ,3.631e-01   ,-4.6667  ,6  ,15.385
73574  ,4.036e-01   ,-5.4444  ,6  ,16.154
73580  ,3.650e-01   ,-4.6667  ,6  ,14.615
73581  ,3.667e-01   ,-4.6667  ,6  ,13.846
73582  ,4.084e-01   ,-5.4444  ,6  ,14.615
73587  ,3.681e-01   ,-4.6667  ,6  ,13.077
73588  ,3.692e-01   ,-4.6667  ,6  ,12.308
73589  ,4.119e-01   ,-5.4444  ,6  ,13.077
73594  ,3.700e-01   ,-4.6667  ,6  ,11.538
73595  ,3.705e-01   ,-4.6667  ,6  ,10.769
73596  ,4.141e-01   ,-5.4444  ,6  ,11.538
73602  ,3.707e-01   ,-4.6667  ,6  ,10
73603  ,3.705e-01   ,-4.6667  ,6  ,9.2308
73604  ,4.148e-01   ,-5.4444  ,6  ,10
73609  ,3.700e-01   ,-4.6667  ,6  ,8.4615
73610  ,3.693e-01   ,-4.6667  ,6  ,7.6923
73611  ,4.141e-01   ,-5.4444  ,6  ,8.4615
73617  ,3.681e-01   ,-4.6667  ,6  ,6.9231
73618  ,3.667e-01   ,-4.6667  ,6  ,6.1538
73619  ,4.119e-01   ,-5.4444  ,6  ,6.9231
73624  ,3.650e-01   ,-4.6667  ,6  ,5.3846
73625  ,3.630e-01   ,-4.6667  ,6  ,4.6154
73626  ,4.084e-01   ,-5.4444  ,6  ,5.3846
73631  ,3.608e-01   ,-4.6667  ,6  ,3.8462
73632  ,3.584e-01   ,-4.6667  ,6  ,3.0769
73633  ,4.036e-01   ,-5.4444  ,6  ,3.8462
73639  ,3.558e-01   ,-4.6667  ,6  ,2.3077
73640  ,3.530e-01   ,-4.6667  ,6  ,1.5385
73641  ,3.976e-01   ,-5.4444  ,6  ,2.3077
73647  ,4.378e-01   ,-6.2222  ,6  ,18.462
73652  ,4.418e-01   ,-6.2222  ,6  ,17.692
73653  ,4.454e-01   ,-6.2222  ,6  ,16.923
73654  ,4.884e-01   ,-7  ,6  ,17.692
73659  ,4.486e-01   ,-6.2222  ,6  ,16.154
73660  ,4.515e-01   ,-6.2222  ,6  ,15.385
73661  ,4.961e-01   ,-7  ,6  ,16.154
73667  ,4.541e-01   ,-6.2222  ,6  ,14.615
73668  ,4.562e-01   ,-6.2222  ,6  ,13.846
73669  ,5.021e-01   ,-7  ,6  ,14.615
73674  ,4.580e-01   ,-6.2222  ,6  ,13.077
73675  ,4.593e-01   ,-6.2222  ,6  ,12.308
73676  ,5.063e-01   ,-7  ,6  ,13.077
73682  ,4.603e-01   ,-6.2222  ,6  ,11.538
73683  ,4.609e-01   ,-6.2222  ,6  ,10.769
73684  ,5.089e-01   ,-7  ,6  ,11.538
73690  ,4.611e-01   ,-6.2222  ,6  ,10
73691  ,4.609e-01   ,-6.2222  ,6  ,9.2308
73692  ,5.097e-01   ,-7  ,6  ,10
73697  ,4.603e-01   ,-6.2222  ,6  ,8.4615
73698  ,4.593e-01   ,-6.2222  ,6  ,7.6923
73699  ,5.089e-01   ,-7  ,6  ,8.4615
73706  ,4.580e-01   ,-6.2222  ,6  ,6.9231
73707  ,4.562e-01   ,-6.2222  ,6  ,6.1538
73708  ,5.063e-01   ,-7  ,6  ,6.9231
73713  ,4.541e-01   ,-6.2222  ,6  ,5.3846
73714  ,4.515e-01   ,-6.2222  ,6  ,4.6154
73715  ,5.021e-01   ,-7  ,6  ,5.3846
73720  ,4.486e-01   ,-6.2222  ,6  ,3.8462
73721  ,4.454e-01   ,-6.2222  ,6  ,3.0769
73722  ,4.961e-01   ,-7  ,6  ,3.8462
73728  ,4.417e-01   ,-6.2222  ,6  ,2.3077
73729  ,4.377e-01   ,-6.2222  ,6  ,1.5385
73730  ,4.884e-01   ,-7  ,6  ,2.3077
73736  ,5.328e-01   ,-7.7778  ,6  ,18.462
73741  ,5.377e-01   ,-7.7778  ,6  ,17.692
