to introduce; recommend; introduction,介绍;介紹,jiè shào
slow,慢;慢,màn
topic; subject; question on a test or assignment,题;題,tí
younger sister,妹妹;妹妹,mèi mei
sing (a song),唱歌;唱歌,chàng gē
cheap,便宜;便宜,pián yi
clear; fine (as of weather),晴;晴,qíng
cloudy (weather); yin (the negative principle of Yin and Yang); secret; the moon; negative; shade,阴;陰,yīn
room,房间;房間,fáng jiān
younger brother,弟弟;弟弟,dì di
wife,妻子;妻子,qī zi
get sick; fall ill,生病;生病,shēng bìng
husband; man,丈夫;丈夫,zhàng fu
airport; airfield,机场;機場,jī chǎng
the left side; the left,左边;左邊,zuǒ bian
classroom,教室;教室,jiào shì
watermelon,西瓜;西瓜,xī guā
to dance,跳舞;跳舞,tiào wǔ
mutton; lamb,羊肉;羊肉,yáng ròu
newspaper,报纸;報紙,bào zhǐ
to run; to jog,跑步;跑步,pǎo bù
to swim,游泳;游泳,yóu yǒng
wristwatch,手表;手表,shǒu biǎo
waiter/waitress; server; attendant,服务员;服務員,fú wù yuán
surname; family name,姓;姓,xìng
pencil,铅笔;鉛筆,qiān bǐ
noodles,面条;面條,miàn tiáo
train station,火车站;火車站,huǒ chē zhàn
guesthouse; hotel,宾馆;賓館,bīn guǎn
(public) bus,公共汽车;公共汽車,gōng gòng qì chē
to play football/soccer,踢足球;踢足球,tī zú qiú
mobile (cell) phone,手机;手機,shǒu jī
one thousand,千;千,qiān
play basketball,打篮球;打籃球,dǎ lán qiú
zero; remnant,零;零,líng
hundred,百;百,bǎi
first; number 1,第一;第一,dì yī
