flat,扁;扁,biǎn
time and again; often; frequently,时常;時常,shí cháng
sufficient to ...; so much so that; sufficiently,足以;足以,zú yǐ
empathize; express sympathy; allow (for something),体谅;體諒,tǐ liàng
split up; to divide; separate,分裂;分裂,fēn liè
seed,种子;種子,zhǒng zi
solid; three dimensional,立体;立體,lì tǐ
fall; drop,坠;墜,zhuì
fiber,纤维;纖維,xiān wéi
alliance; union; coalition,联盟;聯盟,lián méng
try; taste a small amount; to sample,品尝;品嘗,pǐn cháng
"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",霸道;霸道,bà dào
take a bath; revel; immerse,沐浴;沐浴,mù yù
extreme,极端;極端,jí duān
employment; getting a job,就业;就業,jiù yè
athlete; contestant; player,选手;選手,xuǎn shǒu
during; at the time of; the time when something happens,之际;之際,zhī jì
occasion; situation,场合;場合,chǎng hé
lazy; idle,懒惰;懶惰,lǎn duò
conflict; clash,冲突;沖突,chōng tū
urge; encourage; motivation,激励;激勵,jī lì
a natural scenic view; sight,风光;風光,fēng guāng
retaliate; revenge,报复;報複,bào fu
offend; a faux pas,得罪;得罪,dé zuì
plot; scheme; bring about,策划;策劃,cè huà
look upon; regard,看待;看待,kàn dài
pace back and forth; hesitate; waver,徘徊;徘徊,pái huái
get rich,发财;發財,fā cái
in the past; formerly,以往;以往,yǐ wǎng
development; trend; dynamic state,动态;動態,dòng tài
oil; petroleum,石油;石油,shí yóu
just as; similar to; appearing to be,犹如;猶如,yóu rú
to filter; to sift,筛选;篩選,shāi xuǎn
agreement; pact; protocol,协议;協議,xié yì
accompany; go with; follow,伴随;伴隨,bàn suí
loathe; to hate; detest,厌恶;厭惡,yàn wù
arbitrarily; at will; at random,任意;任意,rèn yì
to soak,浸泡;浸泡,jìn pào
post; announcement,公告;公告,gōng gào
eliminate; get rid of,清除;清除,qīng chú
focus; focal point,焦点;焦點,jiāo diǎn
be missing; be unaccounted for,失踪;失蹤,shī zōng
"branch; twig; (mw for sticks, rods, pencils)",枝;枝,zhī
base (of operations),基地;基地,jī dì
break with both hands,掰;掰,bāi
gentleman; man of noble character,君子;君子,jūn zǐ
(financial) quarter; period of three months,季度;季度,jì dù
all along; the whole time; constantly; always,一向;一向,yí xiàng
resistance; refusal (to cooperate); boycott,抵制;抵制,dǐ zhì
make purchases for an organization; go shopping,采购;采購,cǎi gòu
a share (in a company) stock,股份;股份,gǔ fèn
to protest; protest,抗议;抗議,kàng yì
legal case; judicial case,案件;案件,àn jiàn
insulate; separate; isolate,隔离;隔離,gé lí
magic,魔术;魔術,mó shù
gluttonous; greedy,馋;饞,chán
pay a visit; call on,拜访;拜訪,bài fǎng
peak; summit; apex,高峰;高峰,gāo fēng
rank; level; grade,级别;級別,jí bié
serve sb. right; deservedly; ought,活该;活該,huó gāi
family member; a dependent,家属;家屬,jiā shǔ
to cover,覆盖;覆蓋,fù gài
breed; variety,品种;品種,pǐn zhǒng
potential; capacity,潜力;潛力,qián lì
explore; quest,探索;探索,tàn suǒ
irrigation ditch; medium or channel of communication,渠道;渠道,qú dào
make up for a deficiency; remedy; offset,弥补;彌補,mí bǔ
pick up; ten (banker's anti-fraud numeral),拾;拾,shí
misunderstand; misread,误解;誤解,wù jiě
thing; toy; gadget,玩意儿;玩意兒,wán yì r
be gratified; satisfied,欣慰;欣慰,xīn wèi
to whirl; to spin; rotate,旋转;旋轉,xuán zhuǎn
moderate; warm; (-huo: lukewarm),温和;溫和,wēn hé
in demand; popular; in vogue,热门;熱門,rè mén
clear; limpid,清澈;清澈,qīng chè
agricultural calendar; lunar calendar,农历;農曆,nóng lì
maintain (that sth. is true); firmly believe,认定;認定,rèn dìng
financial affairs,财务;財務,cái wù
perish; ruin; destroy,毁灭;毀滅,huǐ miè
high tide; upsurge; climax; chorus (of a song),高潮;高潮,gāo cháo
setting sun,夕阳;夕陽,xī yáng
lottery; lottery ticket,彩票;彩票,cǎi piào
leader,领袖;領袖,lǐng xiù
level; rank order; standing; layer,层次;層次,céng cì
duration; enduring; lasting; persistent,持久;持久,chí jiǔ
take care (of oneself),保重;保重,bǎo zhòng
to vow; to pledge; swear,发誓;發誓,fā shì
call on (someone to do something); appeal,呼吁;呼籲,hū yù
aviation,航空;航空,háng kōng
suitable for; appropriate for,适宜;適宜,shì yí
involve; relate to; to touch upon (a topic),涉及;涉及,shè jí
scribble; smear; doodle,涂抹;塗抹,tú mǒ
approve; accept; ratify,认可;認可,rèn kě
machine; mechanical,机械;機械,jī xiè
acting (temporarily filling a position); agent,代理;代理,dài lǐ
position; standpoint,立场;立場,lì chǎng
decent; serious; standard; really,正经;正經,zhèng jing
with utmost care; meticulous; detailed,精心;精心,jīng xīn
rock and roll,摇滚;搖滾,yáo gǔn
melt; thaw; dissolve; blend into,融化;融化,róng huà
squander money without restraint; squander,挥霍;揮霍,huī huò
expression of (political) opinion; speech,言论;言論,yán lùn
at the scene; on the spot,当场;當場,dāng chǎng
follow; followed,跟随;跟隨,gēn suí
tremble; to shiver; to shake,颤抖;顫抖,chàn dǒu
advanced (technology); to advance,先进;先進,xiān jìn
a certain number or amount; how many; how much,若干;若幹,ruò gān
arm,臂;臂,bì
accomplishment; self-cultivation,修养;修養,xiū yǎng
rays of light; brilliant rays; radiance,光芒;光芒,guāng máng
develop; growth,发育;發育,fā yù
candle,蜡烛;蠟燭,là zhú
tactics; plot,策略;策略,cè lüè
be reluctant to leave,留恋;留戀,liú liàn
rob; looting,抢劫;搶劫,qiǎng jié
play the part of; act,扮演;扮演,bàn yǎn
reverse or salvage (a situation); redeem; retrieve,挽回;挽回,wǎn huí
implied meaning; connotation,含义;含義,hán yì
leadership; to lead; be in front,领先;領先,lǐng xiān
committee member; committee; council,委员;委員,wěi yuán
harass; disturb; molest; cause a commotion,骚扰;騷擾,sāo rǎo
save; hoard,攒;攢,zǎn
be talkative (especially about trivial matters); be garrulous; prattle,唠叨;唠叨,láo dao
way of life; ecology,生态;生態,shēng tài
cotton,棉花;棉花,mián hua
rather; quite; inclined to one side,颇;頗,pō
stubborn; unbending,倔强;倔強,jué jiàng
public finances; financial,财政;財政,cái zhèng
function; performance,性能;性能,xìng néng
blank space; blank,空白;空白,kòng bái
the outside world; external,外界;外界,wài jiè
to implement; put into practice; carry out,实行;實行,shí xíng
statement; declare; proclaim,声明;聲明,shēng míng
to censure; criticize; find fault with,指责;指責,zhǐ zé
frequently; often,频繁;頻繁,pín fán
opportune time; opportunity,时机;時機,shí jī
outgoing and cheerful; optimistic; carefree; spacious and well-lit,开朗;開朗,kāi lǎng
title; header; headline; caption,标题;標題,biāo tí
will; willpower; determination,意志;意志,yì zhì
attack; impact; a shock,冲击;沖擊,chōng jī
arrive; to reach (a destination); touch down,抵达;抵達,dǐ dá
space inside mouth (oral cavity),口腔;口腔,kǒu qiāng
mistake; lapse; miss,失误;失誤,shī wù
line of sight; view line,视线;視線,shì xiàn
very much; extremely,万分;萬分,wàn fēn
grand; prosperous; ceremonious,隆重;隆重,lóng zhòng
secrete,分泌;分泌,fēn mì
to handle; deal with,对付;對付,duì fu
creek,溪;溪,xī
up until; by (a specified time,截至;截至,jié zhì
nasal mucus; snivel,鼻涕;鼻涕,bí tì
to squint; to take a nap,眯;眯,mī
good fortune,福气;福氣,fú qì
as before; (same) as usual,照样;照樣,zhào yàng
adequate; sufficient; abundant,充足;充足,chōng zú
a defect; a flaw; disfigurement,缺陷;缺陷,quē xiàn
be good at; be expert in,擅长;擅長,shàn cháng
clear; distinct; evidently; clearly,分明;分明,fēn míng
(professional) position,职位;職位,zhí wèi
lifelong,终身;終身,zhōng shēn
compatriot; fellow countryman,同胞;同胞,tóng bāo
eliminate (in a competition); natural selection; die/phase out,淘汰;淘汰,táo tài
to bind; restrict; to tie,束缚;束縛,shù fù
cannot help; can't refrain from,不禁;不禁,bù jīn
regularly; at regular intervals,定期;定期,dìng qī
to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany),脱离;脫離,tuō lí
reside; dwell; to live (in a place),居住;居住,jū zhù
cancer,癌症;癌症,ái zhèng
pound; weigh; scale,磅;磅,bàng
condition; plight; extent,地步;地步,dì bù
"spectacular; grand (of buildings, monuments, scenery, etc.)",壮观;壯觀,zhuàng guān
quiet,寂静;寂靜,jì jìng
every; any; all; without exception,凡是;凡是,fán shì
bullet; cartridge,子弹;子彈,zǐ dàn
tone of voice; manner of speaking,口气;口氣,kǒu qì
cannot bear/stand; utterly,不堪;不堪,bù kān
immune,免疫;免疫,miǎn yì
take with; portable,携带;攜帶,xié dài
illegal,非法;非法,fēi fǎ
residence; tenement,住宅;住宅,zhù zhái
fly; hover,飞翔;飛翔,fēi xiáng
to pare/peel with a knife; to cut; to chop,削;削,xuē
"at the worst; if worst comes to worst; serious, alarming",大不了;大不了,dà bu liǎo
"fig. lighthearted person; Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun, etc.; supernatural being, celestial being, immortal; a person who has the power of clairvoyance or who is free from worldly cares",神仙;神仙,shén xiān
storm; violent commotion,风暴;風暴,fēng bào
desolate; feel like no one likes you,凄凉;淒涼,qī liáng
vision; eyesight,视力;視力,shì lì
a post; a job,岗位;崗位,gǎng wèi
to flatter,讨好;討好,tǎo hǎo
embroider; embroidery,绣;繡,xiù
technique; trick; skill; tact,手法;手法,shǒu fǎ
trend; tendency; inclination,倾向;傾向,qīng xiàng
drop a hint; suggest,暗示;暗示,àn shì
for a time; at one time; one time; once,一度;一度,yí dù
earnings; profit,收益;收益,shōu yì
bacteria; virus; germ,细菌;細菌,xì jūn
disaster; catastrophe,灾难;災難,zāi nàn
gene,基因;基因,jī yīn
be on duty; work a shift,值班;值班,zhí bān
eliminate; get rid of; remove,排除;排除,pái chú
subject matter,题材;題材,tí cái
add to; increase,增添;增添,zēng tiān
link; sector; segment (of annelid worms),环节;環節,huán jié
complain; blame; connotes sb or sth is to blame,埋怨;埋怨,mán yuàn
coordinate; harmonize,协调;協調,xié tiáo
to insult; humiliate,侮辱;侮辱,wǔ rǔ
convenient; easy; facilitate,便利;便利,biàn lì
metabolism (bio); (saying) the new replaces the old,新陈代谢;新陳代謝,xīn chén dài xiè
arrange; decorate; decoration,布置;布置,bù zhì
fire-fighting; fire prevention and control,消防;消防,xiāo fáng
to guide; to conduct; introduction,引导;引導,yǐn dǎo
work hard for sth.; determined not to fall short,争气;爭氣,zhēng qì
wring; to pinch,拧;擰,níng
bridegroom; groom,新郎;新郎,xīn láng
trust; have confidence in; confide,信赖;信賴,xìn lài
become addicted; get into a habit,上瘾;上瘾,shàng yǐn
lord; nobility; nobleman; noblewoman,贵族;貴族,guì zú
special topic; questions; special matter or subject,专题;專題,zhuān tí
"person in charge of (a position, etc.); preside over; Chief Operating Officer (COO)",主管;主管,zhǔ guǎn
an empress,皇后;皇後,huáng hòu
deep; extreme; low pitched (sound); grave; of major importance,深沉;深沈,shēn chén
intelligence; intellect,智力;智力,zhì lì
judicial; (administration of) justice,司法;司法,sī fǎ
almost; nearly; close to,将近;將近,jiāng jìn
blood pressure,血压;血壓,xuè yā
ensure; guarantee,确保;確保,què bǎo
in spite of; regardless of; to disregard,不顾;不顧,bú gù
greasy or oily (food),油腻;油膩,yóu nì
think about; heart; one's bosom (the seat of emotions); breast; broad-minded and open,胸怀;胸懷,xiōng huái
make things difficult for someone; embarrassed,为难;爲難,wéi nán
vigilant; alert; be on guard,警惕;警惕,jǐng tì
local flavor; local style,风味;風味,fēng wèi
privacy; personal secret,隐私;隱私,yǐn sī
greedy; avaricious,贪婪;貪婪,tān lán
collapse; fall down; crumple,塌;塌,tā
imposing manner; look of great force or imposing manner,气势;氣勢,qì shì
script for a play; opera; movie; etc,剧本;劇本,jù běn
patent,专利;專利,zhuān lì
dusk; evening; nightfall,黄昏;黃昏,huáng hūn
decorate; an ornament; beautify; embellish; be the finishing touch,点缀;點綴,diǎn zhuì
religion,宗教;宗教,zōng jiào
electric power supply,电源;電源,diàn yuán
call out (a name etc.); shout,呼唤;呼喚,hū huàn
to hug; to embrace,搂;摟,lǒu
occupy; hold; inhabit,占据;占據,zhàn jù
"(Electronic) speakers; acoustics; sound field (i.e., in a room or theater)",音响;音響,yīn xiǎng
to shape; mould; figure,塑造;塑造,sù zào
happy; blissful,美满;美滿,měi mǎn
to struggle; to fight for; to battle,斗争;鬥爭,dòu zhēng
according to reports; it is reported (that),据悉;據悉,jù xī
dead body; corpse; carcass,尸体;屍體,shī tǐ
memory,记性;記性,jì xing
to rehearse,排练;排練,pái liàn
conceal; cover up; hide behind,掩盖;掩蓋,yǎng ài
seasoning; flavoring,调料;調料,tiáo liào
first; original; primitive,原始;原始,yuán shǐ
discriminate (against someone),歧视;歧視,qí shì
independent; to act for oneself; autonomous,自主;自主,zì zhǔ
intrinsic; innate,内在;內在,nèi zài
to lose; to forfeit,丧失;喪失,sàng shī
honor; glory,荣誉;榮譽,róng yù
gifts of money given to children during the Spring Festival,压岁钱;壓歲錢,yā suì qián
to warn; admonish,警告;警告,jǐng gào
(informal) elder brother's wife; sister-in-law,嫂子;嫂子,sǎo zi
faithful; dependable,忠实;忠實,zhōng shí
(Law) case,案例;案例,àn lì
struggle; wrestle,拼搏;拼搏,pīn bó
(make an) exception,例外;例外,lì wài
physiology,生理;生理,shēng lǐ
prolong; protraction; delay; stall; procrastinate,拖延;拖延,tuō yán
line-up; troop arrangement,阵容;陣容,zhèn róng
comic dialogue; crosstalk,相声;相聲,xiàng sheng
picky; fastidious,挑剔;挑剔,tiāo ti
defraud; swindle; blackmail,诈骗;詐騙,zhà piàn
authority; authoritative,权威;權威,quán wēi
way; channel,途径;途徑,tú jìng
dawn; daybreak,黎明;黎明,lí míng
present day; contemporary,当代;當代,dāng dài
sell; betray; sell out,出卖;出賣,chū mài
top-grade,一流;一流,yī liú
natural talent,天赋;天賦,tiān fù
beggar,乞丐;乞丐,qǐ gài
so as not to; in order to avoid; lest,以免;以免,yǐ miǎn
location; place,场所;場所,chǎng suǒ
poor; impoverished,贫困;貧困,pín kùn
widespread; popular; popularize,普及;普及,pǔ jí
restore to the original state; (Chemistry) reduce,还原;還原,huán yuán
ponder; (also zhuómó: to polish (gems or literary works)),琢磨;琢磨,zuó mo
standard (design or model); norm; without variation; to specify,规范;規範,guī fàn
red clouds,霞;霞,xiá
just; fair,公正;公正,gōng zhèng
chairman of the board,董事长;董事長,dǒng shì zhǎng
incapable of action; powerless; impotent,无能为力;無能爲力,wú néng wéi lì
wholesale,批发;批發,pī fā
a short period of time,片刻;片刻,piàn kè
example; model,榜样;榜樣,bǎng yàng
comprehend; grasp; fathom,领悟;領悟,lǐng wù
uniform; to subdue; to bring under control,制服;制服,zhì fú
rumor,谣言;謠言,yáo yán
dejected; depressed; dispirited,沮丧;沮喪,jǔ sàng
edge; fringe; verge; brink,边缘;邊緣,biān yuán
nothing but; only,无非;無非,wú fēi
celebration; ceremony,典礼;典禮,diǎn lǐ
elegant demeanor; grace; poise; style,风度;風度,fēng dù
waterfall,瀑布;瀑布,pù bù
malfunction; breakdown,故障;故障,gù zhàng
slow and patient; chronic (disease),慢性;慢性,màn xìng
part; local,局部;局部,jú bù
trail; clues; hints; thread (of a story),线索;線索,xiàn suǒ
State Council (PRC); State Department (USA),国务院;國務院,guó wù yuàn
artificial; man-made,人为;人爲,rén wéi
distinction; excellence; splendid,卓越;卓越,zhuó yuè
paper money; bill,钞票;鈔票,chāo piào
miserable; tragic,悲惨;悲慘,bēi cǎn
field of vision,视野;視野,shì yě
prevent and cure,防治;防治,fáng zhì
to remember with concern; to be concerned about; to think about; to keep thinking about; to worry about,惦记;惦記,diàn jì
to decompose; to resolve; to break down,分解;分解,fēn jiě
appoint; designate,指定;指定,zhǐ dìng
riverbank; side; boundary,畔;畔,pàn
principle; theory,原理;原理,yuán lǐ
detective,侦探;偵探,zhēn tàn
cannot bear not; be dying to,恨不得;恨不得,hèn bu de
sumptuous; lavish,丰盛;豐盛,fēng shèng
common saying; proverb,俗话;俗話,sú huà
certificate; credentials,证书;證書,zhèng shū
public relations,公关;公關,gōng guān
model; mould; matrix; pattern,模型;模型,mó xíng
resist; to revolt,反抗;反抗,fǎn kàng
practice fraud; cheat,作弊;作弊,zuò bì
army troops,军队;軍隊,jūn duì
weak point; failing,弱点;弱點,ruò diǎn
work ethic,敬业;敬業,jìng yè
books; works,书籍;書籍,shū jí
ups and downs; with a wavy motion,起伏;起伏,qǐ fú
lane; alley,巷;巷,xiàng
be happy/willing do something; content; satisfied,乐意;樂意,lè yì
obstruct; hinder; impede,阻碍;阻礙,zǔ ài
leak (information); divulge,泄露;泄露,xiè lòu
power; influence,势力;勢力,shì li
vertical; to erect; vertical stroke,竖;豎,shù
withstand; resist; antagonize,对抗;對抗,duì kàng
to process; processing; machining,加工;加工,jiā gōng
fun; interest; delight; taste,趣味;趣味,qù wèi
sincere; sincerity; genuine,真挚;真摯,zhēn zhì
give consideration to; consider (other people's) needs,着想;著想,zhuó xiǎng
the first month of the lunar calendar,正月;正月,zhēng yuè
knock; tap,磕;磕,kē
false; phony; pretense; deceit,虚假;虛假,xū jiǎ
extend; spread; to creep,蔓延;蔓延,màn yán
compensation; make up,补偿;補償,bǔ cháng
resurrection,复活;複活,fù huó
to splash; to spill; rude and unreasonable; brutish,泼;潑,pō
explain; account for; hand over,交代;交代,jiāo dài
man-made; manpower; manual work,人工;人工,rén gōng
physical resonance; sympathetic response to something,共鸣;共鳴,gòng míng
to arouse; excite,激发;激發,jī fā
"occasionally; often, but not at any fixed time",时而;時而,shí ér
experiment; test,试验;試驗,shì yàn
assistant,助理;助理,zhù lǐ
inspect; examine; to test,检验;檢驗,jiǎn yàn
confer upon; bestow; endow; entrust (a task),赋予;賦予,fù yǔ
structure; pattern,格局;格局,gé jú
(strongly) dislike,反感;反感,fǎng ǎn
tunnel,隧道;隧道,suì dào
nobly; lofty,高尚;高尚,gāo shàng
hardworking; diligent; industrious,勤劳;勤勞,qín láo
tiny; minute; negligible,渺小;渺小,miǎo xiǎo
outer space,太空;太空,tài kōng
report; give an account of; to collect information and report back,汇报;彙報,huì bào
so as not to; so as to avoid,免得;免得,miǎn de
family background; class origin,出身;出身,chū shēn
winding; zigzag; complicated,曲折;曲折,qū zhé
prison; jail,监狱;監獄,jiān yù
ant,蚂蚁;螞蟻,mǎ yǐ
castle,城堡;城堡,chéng bǎo
evolution,进化;進化,jìn huà
"plump; well developed; plentiful; Fengman district of Jilin City, Jilin Province",丰满;豐滿,fēng mǎn
folk tune; music; melody,曲子;曲子,qǔ zi
divine; holy; sacred,神圣;神聖,shén shèng
mediocre,平庸;平庸,píng yōng
vanity,虚荣;虛榮,xū róng
predict; prophecy,预言;預言,yù yán
have a reunion; reunite as a family,团圆;團圓,tuán yuán
subordinate; underling,下属;下屬,xià shǔ
Make policy; make strategic decision,决策;決策,jué cè
dialect,方言;方言,fāng yán
virtuous and dutiful (of women),贤惠;賢惠,xián huì
dazzle; to shine,耀眼;耀眼,yào yǎn
passive,被动;被動,bèi dòng
hunger; hungry; starve,饥饿;饑餓,jī è
delicate; meticulous,细致;細致,xì zhì
differ; difference,相差;相差,xiāng chà
calligraphy; penmanship,书法;書法,shū fǎ
excavate; dig; unearth,挖掘;挖掘,wā jué
callous; cruel; cold-blooded,狠心;狠心,hěn xīn
correspond; relevant,相应;相應,xiāng yìng
expectation; to anticipate; to think ahead,意料;意料,yì liào
trap; snare,陷阱;陷阱,xiàn jǐng
"column (in a newspaper,TV,etc)",栏目;欄目,lán mù
lantern,灯笼;燈籠,dēng long
horn; trumpet; loudspeaker,喇叭;喇叭,lǎ ba
hometown; homeland; birthplace,故乡;故鄉,gù xiāng
superstition; be superstitious,迷信;迷信,mí xìn
bed sheet,床单;床單,chuáng dān
diarrhea,腹泻;腹瀉,fù xiè
orbit; railway; trajectory,轨道;軌道,guǐ dào
have the courage to; be brave enough,勇于;勇于,yǒng yú
stare at; to glower,瞪;瞪,dèng
to make trouble without reason (idiom); wilfully make trouble; to be deliberately provocative; deliberately awkward; pointless provocation,无理取闹;無理取鬧,wú lǐ qǔn ào
enforce; control; coerce,强制;強制,qiáng zhì
workable; implement,落实;落實,luò shí
pace; (measured) step; march,步伐;步伐,bù fá
frequency,频率;頻率,pín lǜ
petal,花瓣;花瓣,huā bàn
support; sponsor,赞助;贊助,zàn zhù
public opinion,舆论;輿論,yú lùn
fierce; violent,猛烈;猛烈,měng liè
particular number of people; quota,名额;名額,míng é
outlook; future (prospects); foreground,前景;前景,qián jǐng
self-criticism; analyze,检讨;檢討,jiǎn tǎo
disinfect; sterilize,消毒;消毒,xiāo dú
serve; wait upon; act as a valet,伺候;伺候,cì hou
scar,疤;疤,bā
to be in flood; to overflow (the banks); to inundate; to spread unchecked,泛滥;泛濫,fàn làn
bow string; string of musical instruments,弦;弦,xián
rare; rarely seen; peculiar,罕见;罕見,hǎn jiàn
in light of; in view of; seeing that,鉴于;鑒于,jiàn yú
to seal; to close; confine,封闭;封閉,fēng bì
judge; to referee; judgment,裁判;裁判,cái pàn
brown (the color),棕色;棕色,zōng sè
budget,预算;預算,yù suàn
totally willing; perfectly happy to,心甘情愿;心甘情願,xīng ān qíng yuàn
a (diplomatic or other) mission,使命;使命,shǐ mìng
experienced; senior,资深;資深,zī shēn
subsidy; allowance,补贴;補貼,bǔ tiē
group; organization; team,团体;團體,tuán tǐ
to bloom; be in full flower,盛开;盛開,shèng kāi
to tell lies,撒谎;撒謊,sā huǎng
bitter and astringent; pained; agonized; anguished,苦涩;苦澀,kǔ sè
vainly hope; wishful thinking; delusion,妄想;妄想,wàng xiǎng
"conservative (ideas, estimates, politically, etc.); to guard; to keep",保守;保守,bǎo shǒu
according to; basis; foundation,依据;依據,yī jù
container; receptacle; vessel,容器;容器,róng qì
to cross a river by ferry; transition; interim,过渡;過渡,guò dù
sunny and cloudless,晴朗;晴朗,qíng lǎng
let down; disappoint; fail to live up to,辜负;辜負,gū fù
title; term of address,称号;稱號,chēng hào
"(political, moral) corruption; embezzle",贪污;貪汙,tān wū
tasty; taste good,可口;可口,kě kǒu
pull back; shrink,收缩;收縮,shōu suō
work and rest,作息;作息,zuò xī
to elaborate (on a theme); to expound (the classics); to do sth. half-heartedly or just for show; barely enough to get by; perfunctory; apathetic; to skimp; to botch,敷衍;敷衍,fū yǎn
(a sense of) uncertainty; to feel unsure about something; uncertainty,疑惑;疑惑,yí huò
boat (Kangxi radical 137),舟;舟,zhōu
shape; form; pattern,形态;形態,xíng tài
complete,齐全;齊全,qí quán
dove; pigeon,鸽子;鴿子,gē zi
rocket,火箭;火箭,huǒ jiàn
wait; queue,等候;等候,děng hòu
to boil; boiling,沸腾;沸騰,fèi téng
deficit; (financial) loss,亏损;虧損,kuī sǔn
fill the air; permeate; to suffuse,弥漫;彌漫,mí màn
initial; preliminary; tentative,初步;初步,chū bù
engine,引擎;引擎,yǐn qíng
peaceful; calm; tranquil; composed,安宁;安甯,ān níng
period; cycle; rhythm,周期;周期,zhōu qī
honored,荣幸;榮幸,róng xìng
pale; wan; pallid,苍白;蒼白,cāng bái
persons involved or implicated; party (to an affair),当事人;當事人,dāng shì rén
inspect; investigate; analyze,考察;考察,kǎo chá
submerge; drown; to flood,淹没;淹沒,yān mò
main point; essential,要点;要點,yào diǎn
twins,双胞胎;雙胞胎,shuāng bāo tāi
dock; wharf,码头;碼頭,mǎ tou
to not hesitate; not spare,不惜;不惜,bù xī
to weave; to knit; to plait; to braid; to crochet,编织;編織,biān zhī
make known one's position; declare where one stands,表态;表態,biǎo tài
tough and durable; hard-bitten; firm and tenacious,坚韧;堅韌,jiān rèn
open wide,敞开;敞開,chǎng kāi
cross; intersect,交叉;交叉,jiāo chā
to market; sell,推销;推銷,tuī xiāo
to abuse; maltreat; tyrannize,虐待;虐待,nüè dài
be elected,当选;當選,dāng xuǎn
nanny; housekeeper,保姆;保姆,bǎo mǔ
bring together; make do in a bad situation; improvise,凑合;湊合,còu he
surround; encircle; hem in,包围;包圍,bāo wéi
chain (store etc); to interlock,连锁;連鎖,lián suǒ
controversy; dispute; contention,争议;爭議,zhēng yì
left-curving stroke (丿); throw; fling,撇;撇,piě
occupy (a territory); capture; seize,占领;占領,zhàn lǐng
a way out; outlet,出路;出路,chū lù
unseeing; ignorant; have no knowledge of sth.,茫然;茫然,máng rán
entrust somebody someone's care; consign; commit,寄托;寄托,jì tuō
profit; gain,盈利;盈利,yíng lì
wise,明智;明智,míng zhì
extend; spread; stretch,延伸;延伸,yán shēn
dry in the air/sun; (colloquial) snub or ignore,晾;晾,liàng
to vomit; retch; nausea,呕吐;嘔吐,ǒu tù
make progress; development; make headway,进展;進展,jìn zhǎn
consult; seek advice,请教;請教,qǐng jiào
willpower; perseverance; will; stamina; tenacity,毅力;毅力,yì lì
organ; apparatus,器官;器官,qì guān
public security bureau,公安局;公安局,gōng ān jú
instinct,本能;本能,běn néng
become inflamed from infection or injury,发炎;發炎,fā yán
to start; to launch; mobilize,发动;發動,fā dòng
rich; to prosper; wealthy,富裕;富裕,fù yù
brake (when driving); stop; switch off,刹车;刹車,shā chē
denounce; condemn; criticize,谴责;譴責,qiǎn zé
ceramics; pottery and porcelain,陶瓷;陶瓷,táo cí
gentle; soft; mild,柔和;柔和,róu hé
gently caress and stroke; to pet; to fondle,抚摸;撫摸,fǔ mō
gentleman,绅士;紳士,shēn shì
inherit; hereditary,遗传;遺傳,yí chuán
pile up; accumulate,堆积;堆積,duī jī
to keep as a souvenir,留念;留念,liú niàn
evaluate,评估;評估,píng gū
origin; root; source,根源;根源,gēn yuán
to set off; serve as a foil to,衬托;襯托,chèn tuō
gesture; sign; signal,手势;手勢,shǒu shì
cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals,颈椎;頸椎,jǐng zhuī
"timely; just when, (dàng) proper",正当;正當,zhèng dāng
take example by; use other people's experience,借鉴;借鑒,jiè jiàn
proficient; have a good command of,精通;精通,jīng tōng
(mw for boats and ships),艘;艘,sōu
reputation; prestige; trust,信誉;信譽,xìn yù
dumbfounded; stupefied; distracted; (spoken) blunt; rash,愣;愣,lèng
form; specification; format,格式;格式,gé shì
communication; correspondence; news dispatch,通讯;通訊,tōng xùn
side; profile; flank; face in profile,侧面;側面,cè miàn
aesthetic sense; appreciation of the arts,审美;審美,shěn měi
corresponding; counterpart,对应;對應,duì yìng
tired; weary,疲倦;疲倦,pí juàn
stingy; mean; miserly,吝啬;吝啬,lìn sè
put up with; accept somewhat reluctantly,将就;將就,jiāng jiu
fight over,争夺;爭奪,zhēng duó
splendor; radiance; brilliance; honor,光彩;光彩,guāng cǎi
friction; clash (between two parties); conflict,摩擦;摩擦,mó cā
heartfelt; wholehearted; cordial,衷心;衷心,zhōng xīn
restrain; take a firm hold on,克制;克制,kè zhì
formal; regular; according to standards,正规;正規,zhèng guī
motive; motivation; intention,动机;動機,dòng jī
(idiom) it goes without saying; certainly; of course; be natural and right,理所当然;理所當然,lǐ suǒ dāng rán
encroach on; infringe on; violation,侵犯;侵犯,qīn fàn
be too impatient to wait,迫不及待;迫不及待,pò bù jí dài
good at; adept,拿手;拿手,ná shǒu
"be intoxicated (with power, success, etc.)",陶醉;陶醉,táo zuì
pretend to be (somebody or something else); pass (somebody or something) off as; impersonate,冒充;冒充,mào chōng
rescue; to save,抢救;搶救,qiǎng jiù
to treat somebody coldy; to snub; desolate; to give the cold shoulder,冷落;冷落,lěng luò
bundle wrapped in cloth; cloth-wrapper,包袱;包袱,bāo fu
provide; outfit with,配备;配備,pèi bèi
decide; take the responsibility for a decision,做主;做主,zuò zhǔ
to sb.'s face; in sb.'s presence,当面;當面,dāng miàn
shift; move,挪;挪,nuó
humor; yield; adapt to; accommodate (something),迁就;遷就,qiān jiù
