butt; rear; rump,屁股;屁股,pì gu
toss from side to side (e.g. sleeplessly); do something over and over again; cause suffering; play crazy; screw around,折腾;折騰,zhē teng
body fat,脂肪;脂肪,zhī fáng
forum,论坛;論壇,lùn tán
wishful; to yearn for; desire,渴望;渴望,kě wàng
to assault; rush at; throw oneself on,扑;撲,pū
pagoda; tower,塔;塔,tǎ
male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem),丁;丁,dīng
despise; disdain; look down upon,鄙视;鄙視,bǐ shì
down jacket,羽绒服;羽絨服,yǔ róng fú
democracy,民主;民主,mín zhǔ
persecute; to torture,折磨;折磨,zhé mo
tolerant; lenient,宽容;寬容,kuān róng
come out; emerge; express; show,展现;展現,zhǎn xiàn
lung,肺;肺,fèi
hold sth. in the mouth,叼;叼,diāo
structure; organization; institution,机构;機構,jī gòu
requirement; demand (economics),需求;需求,xū qiú
breathe out; scold,呵;呵,hē
dye; to catch (a disease),染;染,rǎn
begin an undertaking; start a major task; start a company,创业;創業,chuàng yè
operate; manipulate,操作;操作,cāo zuò
crisis,危机;危機,wēi jī
break through; breakthrough,突破;突破,tū pò
circular cycle; loop; circulate,循环;循環,xún huán
lie on one's stomach,趴;趴,pā
clear-headed; sober; regain consciousness,清醒;清醒,qīng xǐng
care about; mind; care,在意;在意,zài yì
to shake,震撼;震撼,zhèn hàn
to expose; to make public,曝光;曝光,bào guāng
angry; indignant; furious; anger; indignation; wrath; ire,愤怒;憤怒,fèn nù
shock; astonish; amaze,震惊;震驚,zhèn jīng
grieved; sorrowful; sad,悲哀;悲哀,bēi āi
desire; lust,欲望;欲望,yù wàng
innovate; innovation,创新;創新,chuàng xīn
exquisite; delicate; refined,精致;精致,jīng zhì
repayment; payback,回报;回報,huí bào
clear; distinct; clarity,清晰;清晰,qīng xī
knowledge gained,心得;心得,xīn dé
to give,给予;給予,jǐ yǔ
desperation; forlorn; hopeless,绝望;絕望,jué wàng
current; modern; present,当前;當前,dāng qián
would rather; better,宁愿;甯願,nìng yuàn
congratulate the New Year; wish sb. a Happy New Year,拜年;拜年,bài nián
to dislike; suspicion; grudge,嫌;嫌,xián
business transaction; deal; trade,交易;交易,jiāo yì
universe; cosmos,宇宙;宇宙,yǔ zhòu
pan-fry; fry in shallow oil,煎;煎,jiān
befall; descend,降临;降臨,jiàng lín
eternal; everlasting,永恒;永恒,yǒng héng
string together; conspire; gang up; mix up; bunch,串;串,chuàn
gorgeous; magnificent,华丽;華麗,huá lì
human nature; humanity,人性;人性,rén xìng
IQ (intelligence quotient),智商;智商,zhì shāng
surpass; exceed; transcend,超越;超越,chāo yuè
(line) of thought; thinking,思维;思維,sī wéi
as one wishes; according to one's wishes,随意;隨意,suí yì
ignore; forget about; neglect,忽略;忽略,hū lüè
banking finance; financial,金融;金融,jīn róng
depend on; be dependent on,依赖;依賴,yī lài
comics; manga,漫画;漫畫,màn huà
"year (e.g. school year, fiscal year, etc.); annual",年度;年度,nián dù
hold in (urine); hold (breath); choke,憋;憋,biē
to glitter; brilliant; splendid,灿烂;燦爛,càn làn
childish; naïve; immature,幼稚;幼稚,yòu zhì
plan; program; project,规划;規劃,guī huà
prevent; protect; guard against; avoid,防止;防止,fáng zhǐ
to dial; move with a hand/foot; stir; poke; allocate (money),拨;撥,bō
deceive; to cheat; to dupe,欺骗;欺騙,qī piàn
corner; nook,角落;角落,jiǎo luò
connotation,内涵;內涵,nèi hán
to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,提示;提示,tí shì
exist; survive,生存;生存,shēng cún
community,社区;社區,shè qū
the masses; multitude,群众;群衆,qún zhòng
opportunity; stroke of good luck; favorable circumstance,机遇;機遇,jī yù
signify; to mean; imply,意味着;意味著,yì wèi zhe
food and drink; diet,饮食;飲食,yǐn shí
quality; character,品质;品質,pǐn zhì
thorn; to sting; to prick; pierce; stab,刺;刺,cì
commonplace; ordinary,平凡;平凡,píng fán
hang; suspend,吊;吊,diào
charming; enchanting; cute,迷人;迷人,mí rén
innate; inherent; natural,天生;天生,tiān shēng
group; bloc; circle; clique,集团;集團,jí tuán
awkward; embarrassed,尴尬;尴尬,gāng à
baby infant,婴儿;嬰兒,yīng ér
brutal; bloody; merciless,残忍;殘忍,cán rěn
comrade; gay (slang),同志;同志,tóng zhì
distant; remote,遥远;遙遠,yáo yuǎn
energy; capabilities,能量;能量,néng liàng
pattern; design; style,款式;款式,kuǎn shì
source; originate,来源;來源,lái yuán
efficiency; effectiveness,功效;功效,gōng xiào
willful; headstrong,任性;任性,rèn xìng
discard; abandon; dump (sb),抛弃;抛棄,pāo qì
hold or carry with both hands facing up,捧;捧,pěng
sufferer; patient; the sick,患者;患者,huàn zhě
calcium,钙;鈣,gài
bed; store | to spread; to lay,铺;鋪,pù | pū
nerve,神经;神經,shén jīng
immediately; suddenly,顿时;頓時,dùn shí
man's world; the world,人间;人間,rén jiān
focus excessively on; haggle; bicker; argue,计较;計較,jì jiào
central; middle; center,中央;中央,zhōng yāng
pocket; bag; wrap up (in a piece of cloth); move around (in a circle); canvass (solicit); take responsibility,兜;兜,dōu
implementation; carry out; execute,执行;執行,zhí xíng
"cost (manufacturing, production, etc.)",成本;成本,chéng běn
full of; complete; 100 percent,十足;十足,shí zú
precious,珍贵;珍貴,zhēn guì
support; prop up; crutch; brace,支撑;支撐,zhī chēng
material benefits; welfare; well-being,福利;福利,fú lì
to strike; to hit; to attack,打击;打擊,dǎ jī
firm; staunch; resolute,坚定;堅定,jiān dìng
bride,新娘;新娘,xīn niáng
dog (Kangxi radical 94),犬;犬,quǎn
eliminate; remove; clear up (abstract things）,消除;消除,xiāo chú
delight; pleasure; joy; fun,乐趣;樂趣,lè qù
fairy tale,童话;童話,tóng huà
disease; illness; sickness; ailment,疾病;疾病,jí bìng
firm belief; faith; believe in (a religion),信仰;信仰,xìn yǎng
incessantly; more than,不止;不止,bù zhǐ
risk one's life; desperately; with all one's might,拼命;拼命,pīn mìng
energy; vitality; vigor,活力;活力,huó lì
lament; with a tinge of emotion or regret,感慨;感慨,gǎn kǎi
similar; analogous,类似;類似,lèi sì
fear; dread; phobia,恐惧;恐懼,kǒng jù
to pack; package; make up,包装;包裝,bāo zhuāng
industry; estate; property,产业;産業,chǎn yè
quenched; moist,滋润;滋潤,zī rùn
organism; living creature; life form,生物;生物,shēng wù
at the minimum; at the very least,起码;起碼,qǐ mǎ
clean; unpolluted; purity,清洁;清潔,qīng jié
fund; endowment,基金;基金,jī jīn
elite; best feature; most important part of an object; essence; quintessence,精华;精華,jīng huá
throat; larynx,喉咙;喉嚨,hóu lóng
fingernail,指甲;指甲,zhǐ jia
excessive; exceeding; lavishly,过度;過度,guò dù
satisfactory,圆满;圓滿,yuán mǎn
a dance,舞蹈;舞蹈,wǔ dǎo
ability; skill; capability; (-shì: this matter; literary source),本事;本事,běn shi
ambiguous; shady,暧昧;暧昧,ài mèi
contain; to ladle; to fill | flourishing; grand; abundant,盛;盛,chéng | shèng
stick up; bend upwards,翘;翹,qiào
to stare; to gaze,盯;盯,dīng
give as a present,赠送;贈送,zèng sòng
hope; expectation,期望;期望,qī wàng
weep; cry; sob,哭泣;哭泣,kū qì
open up; reveal; to display,展示;展示,zhǎn shì
rely on; depend on,依靠;依靠,yī kào
truth,真理;真理,zhēn lǐ
the past events; former happenings,往事;往事,wǎng shì
wings; fins on fish; shelter,翼;翼,yì
statistics; to tally; to add up,统计;統計,tǒng jì
corruption; corrupt; rotten,腐败;腐敗,fǔ bài
discover; detect,发觉;發覺,fā jué
gnaw; nibble; bite,啃;啃,kěn
fish out (from pocket),掏;掏,tāo
vision,眼光;眼光,yǎn guāng
outward appearance; external; outside,外表;外表,wài biǎo
revolution; revolutionary (politics); cause great social change; rise in revolt; take part in revolution,革命;革命,gé mìng
beaten; exhausted; tired,疲惫;疲憊,pí bèi
free and easy,潇洒;潇灑,xiāo sǎ
deduction; to deduce; to infer,演绎;演繹,yǎn yì
ensure; to guarantee; protect,保障;保障,bǎo zhàng
substantial; rich; enrich; substantiate,充实;充實,chōng shí
taste; flavor; the way one feels,滋味;滋味,zī wèi
fool; coax; to amuse (a child),哄;哄,hǒng
realize; consciousness; awareness; sense,意识;意識,yì shi
appear; emerge; present (a certain appearance),呈现;呈現,chéng xiàn
stare blankly; daze off,发呆;發呆,fā dāi
in the end; after all is said and done; eventually,终究;終究,zhōng jiū
copper,铜;銅,tóng
to fight; to battle; to struggle,战斗;戰鬥,zhàn dòu
divulge; to reveal; leak out,透露;透露,tòu lù
price; cost; expense,代价;代價,dài jià
honor; reputation; prestige; face,面子;面子,miàn zi
thief,贼;賊,zéi
a well,井;井,jǐng
violence; (use) force,暴力;暴力,bào lì
take good care of (or conserve) one's health; keep in good repair,保养;保養,bǎo yǎng
odd; baffling; unaccountable,莫名其妙;莫名其妙,mò míng qí miào
heavy; hard; serious,沉重;沈重,chén zhòng
explode; explosion; blow up,爆炸;爆炸,bào zhà
too much; excessively,过于;過于,guò yú
cell (biology),细胞;細胞,xì bāo
skill; technique,技巧;技巧,jì qiǎo
rogue; hooligan; gangster,流氓;流氓,liú máng
dignity; sanctity; honor,尊严;尊嚴,zūn yán
put to the test; trial,考验;考驗,kǎo yàn
daughter-in-law; son's wife,媳妇;媳婦,xí fù
really isn't,并非;並非,bìng fēi
grow old; age; deteriorate,衰老;衰老,shuāi lǎo
personality; moral integrity; character,人格;人格,réng é
befall; suffer; encounter,遭遇;遭遇,zāo yù
surrounding,周边;周邊,zhōu biān
even if; even though,即便;即便,jí biàn
compel; to force,强迫;強迫,qiǎng pò
variety; speckled; spot; colored patch; stripe,斑;斑,bān
get close to; in sequence,挨;挨,āi
(mw for acts or deeds); foreign,番;番,fān
false; hypocritical; artificial; sham,虚伪;虛僞,xū wěi
design; pattern,图案;圖案,tú àn
lucky,吉祥;吉祥,jí xiáng
element; element of a set; chemical element,元素;元素,yuán sù
betray; forsake,背叛;背叛,bèi pàn
worship; adore,崇拜;崇拜,chóng bài
knee,膝盖;膝蓋,xī gài
horizontal; across; (horizontal character stroke),横;橫,héng
to struggle,挣扎;掙紮,zhēng zhá
drift about; wander,流浪;流浪,liú làng
maintain; preserve,维持;維持,wéi chí
yearn for; look forward to,向往;向往,xiàng wǎng
difficult; arduous,艰难;艱難,jiān nán
inspect and verify,验证;驗證,yàn zhèng
rub or roll between the hands or fingers; to twist,搓;搓,cuō
finish; end; complete,完毕;完畢,wán bì
to bear; endure; tolerate,忍受;忍受,rěn shòu
strategy,战略;戰略,zhàn lüè
ask a favor; request; please!,拜托;拜托,bài tuō
reason; intellect; rational,理智;理智,lǐ zhì
set up; install; to fit,设置;設置,shè zhì
equipment; to equip; to outfit,装备;裝備,zhuāng bèi
complete a contract; clinch a deal; to seal,成交;成交,chéng jiāo
practical; down-to-earth; realistic; feel at ease; steadfast,踏实;踏實,tā shi
to implement; put into effect; carry out,实施;實施,shí shī
totally; completely,统统;統統,tǒng tǒng
"sacrifice (one's life, etc.)",牺牲;犧牲,xī shēng
to drain; to drip; drench,淋;淋,lín
conscience,良心;良心,liáng xīn
wrinkle; furrow,皱纹;皺紋,zhòu wén
get a doggy bag (at a restaurant); pack up,打包;打包,dǎ bāo
unexpectedly; contrary to expectations,偏偏;偏偏,piān piān
ceremony,仪式;儀式,yí shì
cushion; to pad; pay for somebody and expect to be repaid,垫;墊,diàn
talent; gift; a genius; talented,天才;天才,tiān cái
to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs; abbr. for 联想集团 Lenovo Group (PRC computer firm),联想;聯想,lián xiǎng
to host (a conference or sports event),主办;主辦,zhǔ bàn
member,成员;成員,chéng yuán
setback; defeat; frustration,挫折;挫折,cuò zhé
ranks; troops,队伍;隊伍,duì wu
intimate; close; familiarity,亲密;親密,qīn mì
to guide; to lead,带领;帶領,dài lǐng
to ride; to mount; make use of; multiply,乘;乘,chéng
province; sub-prefecture; (United States) state,州;州,zhōu
early morning,清晨;清晨,qīng chén
be born; come into being,诞生;誕生,dàn shēng
among the people; popular; folk,民间;民間,mín jiān
main stream (of a river); the essential point,主流;主流,zhǔ liú
(Economics) capital; asset,资本;資本,zī běn
pure; unadulterated; cleanse,纯洁;純潔,chún jié
guard; defend; protect,守护;守護,shǒu hù
ignorance,无知;無知,wú zhī
in common use; interchangeable; General Motors,通用;通用,tōng yòng
-ism; ideology,主义;主義,zhǔ yì
typical case; model,典型;典型,diǎn xíng
pill; pellet,丸;丸,wán
pillow,枕头;枕頭,zhěn tou
knob; handle; grip,把手;把手,bǎ shou
paralysis; palsy; numbness,麻痹;麻痹,má bì
(informal) beat; hit; (regional) smash; break,揍;揍,zòu
cause somebody's death; very; extremely; frighteningly; annoyance,要命;要命,yào mìng
create; to produce; creative work,创作;創作,chuàng zuò
rhythm; cadence; tempo,节奏;節奏,jié zòu
very long; endless,漫长;漫長,màn cháng
plot; circumstances,情节;情節,qíng jié
can; jar; pot; pitcher; jug,罐;罐,guàn
cruel,残酷;殘酷,cán kù
to show off; flaunt,炫耀;炫耀,xuàn yào
to mix; to blend,混合;混合,hùn hé
defend; to safeguard; defense; maintain,维护;維護,wéi hù
happy; joyous,喜悦;喜悅,xǐ yuè
sight; vision; view,目光;目光,mù guāng
sink into; get caught up in; land in (a predicament),陷入;陷入,xiàn rù
infection; infect; influence,感染;感染,gǎn rǎn
luxury; sumptuous; extravagant,奢侈;奢侈,shē chǐ
to carry on one's shoulder,扛;扛,káng
show restraint; endure; exercise patience,忍耐;忍耐,rěn nài
persistent; stubborn,固执;固執,gù zhí
without any sense of shame; shameless; audaciousness,无耻;無恥,wú chǐ
symptom (of an illness),症状;症狀,zhèng zhuàng
constrain or repress one's emotions; inhibition; repressive,压抑;壓抑,yā yì
dig up; pull down; take off,扒;扒,bā
scene; occasion,场面;場面,chǎng miàn
jeer; mock; scoff,嘲笑;嘲笑,cháo xiào
faith; belief; conviction,信念;信念,xìn niàn
homeland; motherland; fatherland,祖国;祖國,zǔ guó
purely; pure,纯粹;純粹,chún cuì
restoration; repair,修复;修複,xiū fù
roof beam; (mw for buildings),栋;棟,dòng
release; set free; liberate (a prisoner),释放;釋放,shì fàng
end; close; stop; expiration,截止;截止,jié zhǐ
flexibility; elasticity,弹性;彈性,tán xìng
hateful; abominable; repulsive,可恶;可惡,kě wù
melancholy; dejected,忧郁;憂郁,yōu yù
stir; mix up,搅拌;攪拌,jiǎo bàn
hollow; emptiness; meaningless,空虚;空虛,kōng xū
confusion; chaotic,混乱;混亂,hùn luàn
secretary; clerk,书记;書記,shū ji
brick,砖;磚,zhuān
publish; to issue; distribute,发行;發行,fā xíng
rush about; be busy running about,奔波;奔波,bēn bō
control; monitor; supervise; inspect,监督;監督,jiān dū
liberate,解放;解放,jiě fàng
to step; stride,迈;邁,mài
unimaginable; inconceivable,不可思议;不可思議,bù kě sī yì
vestige; trace,痕迹;痕迹,hén jì
pearl,珍珠;珍珠,zhēn zhū
listen attentively; heed (other people's opinions),倾听;傾聽,qīng tīng
feel inferior; be self-abased,自卑;自卑,zì bēi
priority; preferential,优先;優先,yōu xiān
there is no harm in; might as well,不妨;不妨,bù fáng
entire body; from head to foot,浑身;渾身,hún shēn
resident; inhabitant,居民;居民,jū mín
diamond,钻石;鑽石,zuàn shí
target; norm; index; indicator,指标;指標,zhǐ biāo
right and wrong; truth and fiction; quarrel,是非;是非,shì fēi
appraise; identify; evaluate,鉴定;鑒定,jiàn dìng
weapon; arms,武器;武器,wǔ qì
meteorology; atmosphere; phenomenon,气象;氣象,qì xiàng
radiation,辐射;輻射,fú shè
expect; expected; anticipate,预期;預期,yù qī
silly; stupid,愚蠢;愚蠢,yú chǔn
appearance; form; approximation,模样;模樣,mú yàng
get to work; to touch; strike a blow,动手;動手,dòng shǒu
to fight; scuffle; to come to blows,打架;打架,dǎ jià
movement; be in motion; run,运行;運行,yùn xíng
exceptional; abnormal,异常;異常,yì cháng
premise; precondition,前提;前提,qián tí
jump; bounce; hop,蹦;蹦,bèng
splendid; glorious,辉煌;輝煌,huī huáng
reluctantly; grudgingly; force sb. to do sth.,勉强;勉強,miǎn qiǎng
companion; partner; mate,伴侣;伴侶,bàn lǚ
position; place,部位;部位,bù wèi
lip,嘴唇;嘴唇,zuǐ chún
a general (military officer),将军;將軍,jiāng jūn
conquer; subdue,征服;征服,zhēng fú
to (bear a) burden; carry; a load,负担;負擔,fù dān
property; assets,资产;資産,zī chǎn
alcohol; ethanol,酒精;酒精,jiǔ jīng
beautiful (when describing a work of art); wonderful; splendid,美妙;美妙,měi miào
tongue,舌头;舌頭,shé tou
continue; last longer,延续;延續,yán xù
hope for; count on; hope,指望;指望,zhǐ wàng
knead; to massage; to rub,揉;揉,róu
substantial material benefit; advantageous (deal),实惠;實惠,shí huì
drag; haul,拽;拽,zhuài
pick (flowers); pinch; clutch,掐;掐,qiā
melody; tune; rhythm,旋律;旋律,xuán lǜ
"authentic, orthodox; old school",正宗;正宗,zhèng zōng
monopoly,垄断;壟斷,lǒng duàn
adjust; regulate; reconcile,调节;調節,tiáo jié
put one's hand to; commence,着手;著手,zhuó shǒu
"to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)",束;束,shù
recover; heal; the more ... the more,愈;愈,yù
area; region; district,区域;區域,qū yù
begin to develop; to launch,开展;開展,kāi zhǎn
the end; end point; destination; finish line (in a race),终点;終點,zhōng diǎn
hole,孔;孔,kǒng
cartoon,卡通;卡通,kǎ tōng
protein,蛋白质;蛋白質,dàn bái zhì
slaughter; butcher; govern; rule; imperial official in dynastic China,宰;宰,zǎi
enlarge; amplify,放大;放大,fàng dà
conceal a fault; gloss over,掩饰;掩飾,yǎn shì
married couple; husband and wife,夫妇;夫婦,fū fù
make a complaint; appeal to a court,投诉;投訴,tóu sù
"orange (color); orange (fruit, tree)",橙;橙,chéng
to spread out; vendor's stand; booth; fry; (mw for puddles),摊;攤,tān
barrier; obstacle,障碍;障礙,zhàng ài
to sway; to shake,晃;晃,huàng
innocent,无辜;無辜,wú gū
emperor,皇帝;皇帝,huáng dì
to attack; accuse; to charge,攻击;攻擊,gōng jī
numb,麻木;麻木,má mù
pay attention; emphasize; put stress on,注重;注重,zhù zhòng
navigation,导航;導航,dǎo háng
break away; free oneself from; cast off,摆脱;擺脫,bǎi tuō
devil; demon; monster,魔鬼;魔鬼,mó guǐ
consecrate; dedicate; devote,奉献;奉獻,fèng xiàn
leisurely; calm,从容;從容,cóng róng
use up; consume,消耗;消耗,xiāo hào
split in two; to divide,劈;劈,pī
to precipitate (solid sediment out of a solution); to settle,沉淀;沈澱,chén diàn
surprised; astonished; astound,惊讶;驚訝,jīng yà
flourishing; bustling; prosperous,繁华;繁華,fán huá
an association; a society,协会;協會,xié huì
be worthy of; deserve to be called; prove oneself to be,不愧;不愧,bú kuì
morally degenerate; become depraved,堕落;墮落,duò luò
expose; reveal; lay bare,暴露;暴露,bào lù
to try; to attempt,试图;試圖,shì tú
honest; loyalty; devoted,忠诚;忠誠,zhōng chéng
confirm; verify,证实;證實,zhèng shí
just as in the past (idiom); as before; continuing as always,一如既往;一如既往,yì rú jì wǎng
limit; extreme boundary,极限;極限,jí xiàn
satisfy a craving; get a kick out of sth; do to one's heart's content,过瘾;過瘾,guò yǐn
care; solicitude; show care for; concerned about; attentive to,关怀;關懷,guān huái
glory; honor,光荣;光榮,guāng róng
definition,定义;定義,dìng yì
to meet; come upon,逢;逢,féng
put up with; tolerate; condone,容忍;容忍,róng rěn
look back; to review,回顾;回顧,huí gù
report (an incident) to the police,报警;報警,bào jǐng
run quickly; speed; Mercedes-Benz (German vehicle manufacturer),奔驰;奔馳,bēn chí
eliminate; perish; wipe out,消灭;消滅,xiāo miè
to reach (an agreement); achieve,达成;達成,dá chéng
justice; righteous,正义;正義,zhèng yì
to lick,舔;舔,tiǎn
specially for; with the special intention of,特意;特意,tè yì
think back over something that happened; to reflect; introspection,反思;反思,fǎn sī
administration; administrative,行政;行政,xíng zhèng
villa,别墅;別墅,bié shù
boundless; vast and obscure,茫茫;茫茫,máng máng
to cut (apart/off),割;割,gē
to compromise; reach terms,妥协;妥協,tuǒ xié
blindness; aimless,盲目;盲目,máng mù
distribute; emit,散发;散發,sàn fā
lose face; be disgraced,丢人;丟人,diū rén
foam; (soap bubble); (economic) bubble,泡沫;泡沫,pào mò
difference; disparity,差别;差別,chā bié
wonderful; fantastic,奇妙;奇妙,qí miào
to visit; call on; to interview,访问;訪問,fǎng wèn
system; setup,体系;體系,tǐ xì
elect; election,选举;選舉,xuǎn jǔ
philanthropic; benevolent; charitable,慈善;慈善,cí shàn
slip away; to skate; to glide,溜;溜,liū
currency; money,货币;貨幣,huò bì
to shift; divert; migrate,转移;轉移,zhuǎn yí
lady; madam; Mrs.; wife,夫人;夫人,fū rén
unite; hold a rally; join forces,团结;團結,tuán jié
current situation; status quo,现状;現狀,xiàn zhuàng
penalty; punishment; to punish; to penalize,惩罚;懲罰,chéng fá
attitude; posture; stance,姿态;姿態,zī tài
cleanup; put in order; check up,清理;清理,qīng lǐ
