to refuse to change one's viewpoint,执着
strength,实力
endure; to boil,熬
"intelligent; capability; smart (phone, system, bomb, etc.)",智能
person; public figure,人士
third in a race; bronze medalist,季军
all; each and every; in all cases,皆
be busy; bustling,忙碌
weak; fragile; flimsy; frail,脆弱
kneel,跪
sign-in,登录
"camera shot (in a movie, etc.); scene; camera lens",镜头
resist; resistance,抵抗
jade (Kangxi radical 96),玉
inspiration; insight; a burst of creativity in scientific or artistic endeavor,灵感
a grain; granule; (mw for grain-like things),粒
to prick; push a needle into; penetrating,扎
edition,版本
collapse; crumble; fall apart,崩溃
guy; chap; tool; weapon,家伙
wealth; riches; fortune,财富
itself; in itself; per se,本身
Idol,偶像
"screen (TV, etc.)",屏幕
inner quality; basic essence; character quality,素质
power; motion; impetus; driving force,动力
matchless; incomparable,无比
baby; child; doll,娃娃
butt; rear; rump,屁股
toss from side to side (e.g. sleeplessly); do something over and over again; cause suffering; play crazy; screw around,折腾
body fat,脂肪
forum,论坛
wishful; to yearn for; desire,渴望
to assault; rush at; throw oneself on,扑
pagoda; tower,塔
male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem),丁
despise; disdain; look down upon,鄙视
down jacket,羽绒服
democracy,民主
persecute; to torture,折磨
tolerant; lenient,宽容
come out; emerge; express; show,展现
lung,肺
hold sth. in the mouth,叼
structure; organization; institution,机构
requirement; demand (economics),需求
breathe out; scold,呵
dye; to catch (a disease),染
begin an undertaking; start a major task; start a company,创业
operate; manipulate,操作
crisis,危机
break through; breakthrough,突破
circular cycle; loop; circulate,循环
lie on one's stomach,趴
clear-headed; sober; regain consciousness,清醒
care about; mind; care,在意
to shake,震撼
to expose; to make public,曝光
angry; indignant; furious; anger; indignation; wrath; ire,愤怒
shock; astonish; amaze,震惊
grieved; sorrowful; sad,悲哀
desire; lust,欲望
innovate; innovation,创新
exquisite; delicate; refined,精致
repayment; payback,回报
clear; distinct; clarity,清晰
knowledge gained,心得
to give,给予
desperation; forlorn; hopeless,绝望
current; modern; present,当前
would rather; better,宁愿
congratulate the New Year; wish sb. a Happy New Year,拜年
to dislike; suspicion; grudge,嫌
business transaction; deal; trade,交易
universe; cosmos,宇宙
pan-fry; fry in shallow oil,煎
befall; descend,降临
eternal; everlasting,永恒
string together; conspire; gang up; mix up; bunch,串
gorgeous; magnificent,华丽
human nature; humanity,人性
IQ (intelligence quotient),智商
surpass; exceed; transcend,超越
(line) of thought; thinking,思维
as one wishes; according to one's wishes,随意
ignore; forget about; neglect,忽略
banking finance; financial,金融
depend on; be dependent on,依赖
comics; manga,漫画
"year (e.g. school year, fiscal year, etc.); annual",年度
hold in (urine); hold (breath); choke,憋
to glitter; brilliant; splendid,灿烂
childish; naïve; immature,幼稚
plan; program; project,规划
prevent; protect; guard against; avoid,防止
to dial; move with a hand/foot; stir; poke; allocate (money),拨
deceive; to cheat; to dupe,欺骗
corner; nook,角落
connotation,内涵
to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,提示
exist; survive,生存
community,社区
the masses; multitude,群众
opportunity; stroke of good luck; favorable circumstance,机遇
signify; to mean; imply,意味着
food and drink; diet,饮食
quality; character,品质
thorn; to sting; to prick; pierce; stab,刺
commonplace; ordinary,平凡
hang; suspend,吊
charming; enchanting; cute,迷人
innate; inherent; natural,天生
group; bloc; circle; clique,集团
awkward; embarrassed,尴尬
baby infant,婴儿
brutal; bloody; merciless,残忍
comrade; gay (slang),同志
distant; remote,遥远
energy; capabilities,能量
pattern; design; style,款式
source; originate,来源
efficiency; effectiveness,功效
willful; headstrong,任性
discard; abandon; dump (sb),抛弃
hold or carry with both hands facing up,捧
sufferer; patient; the sick,患者
calcium,钙
bed; store | to spread; to lay,铺
nerve,神经
immediately; suddenly,顿时
man's world; the world,人间
focus excessively on; haggle; bicker; argue,计较
central; middle; center,中央
pocket; bag; wrap up (in a piece of cloth); move around (in a circle); canvass (solicit); take responsibility,兜
implementation; carry out; execute,执行
"cost (manufacturing, production, etc.)",成本
full of; complete; 100 percent,十足
precious,珍贵
support; prop up; crutch; brace,支撑
material benefits; welfare; well-being,福利
to strike; to hit; to attack,打击
firm; staunch; resolute,坚定
bride,新娘
dog (Kangxi radical 94),犬
eliminate; remove; clear up (abstract things）,消除
delight; pleasure; joy; fun,乐趣
fairy tale,童话
disease; illness; sickness; ailment,疾病
firm belief; faith; believe in (a religion),信仰
incessantly; more than,不止
risk one's life; desperately; with all one's might,拼命
energy; vitality; vigor,活力
lament; with a tinge of emotion or regret,感慨
similar; analogous,类似
fear; dread; phobia,恐惧
to pack; package; make up,包装
industry; estate; property,产业
quenched; moist,滋润
organism; living creature; life form,生物
at the minimum; at the very least,起码
clean; unpolluted; purity,清洁
fund; endowment,基金
elite; best feature; most important part of an object; essence; quintessence,精华
throat; larynx,喉咙
fingernail,指甲
excessive; exceeding; lavishly,过度
satisfactory,圆满
a dance,舞蹈
ability; skill; capability; (-shì: this matter; literary source),本事
ambiguous; shady,暧昧
contain; to ladle; to fill | flourishing; grand; abundant,盛
stick up; bend upwards,翘
to stare; to gaze,盯
give as a present,赠送
hope; expectation,期望
weep; cry; sob,哭泣
open up; reveal; to display,展示
rely on; depend on,依靠
truth,真理
the past events; former happenings,往事
wings; fins on fish; shelter,翼
statistics; to tally; to add up,统计
corruption; corrupt; rotten,腐败
discover; detect,发觉
gnaw; nibble; bite,啃
fish out (from pocket),掏
vision,眼光
outward appearance; external; outside,外表
revolution; revolutionary (politics); cause great social change; rise in revolt; take part in revolution,革命
beaten; exhausted; tired,疲惫
free and easy,潇洒
deduction; to deduce; to infer,演绎
ensure; to guarantee; protect,保障
substantial; rich; enrich; substantiate,充实
taste; flavor; the way one feels,滋味
fool; coax; to amuse (a child),哄
realize; consciousness; awareness; sense,意识
appear; emerge; present (a certain appearance),呈现
stare blankly; daze off,发呆
in the end; after all is said and done; eventually,终究
copper,铜
to fight; to battle; to struggle,战斗
divulge; to reveal; leak out,透露
price; cost; expense,代价
honor; reputation; prestige; face,面子
thief,贼
a well,井
violence; (use) force,暴力
take good care of (or conserve) one's health; keep in good repair,保养
odd; baffling; unaccountable,莫名其妙
heavy; hard; serious,沉重
explode; explosion; blow up,爆炸
too much; excessively,过于
cell (biology),细胞
skill; technique,技巧
rogue; hooligan; gangster,流氓
dignity; sanctity; honor,尊严
put to the test; trial,考验
daughter-in-law; son's wife,媳妇
really isn't,并非
grow old; age; deteriorate,衰老
personality; moral integrity; character,人格
befall; suffer; encounter,遭遇
surrounding,周边
even if; even though,即便
compel; to force,强迫
variety; speckled; spot; colored patch; stripe,斑
get close to; in sequence,挨
(mw for acts or deeds); foreign,番
false; hypocritical; artificial; sham,虚伪
design; pattern,图案
lucky,吉祥
element; element of a set; chemical element,元素
betray; forsake,背叛
worship; adore,崇拜
knee,膝盖
horizontal; across; (horizontal character stroke),横
to struggle,挣扎
drift about; wander,流浪
maintain; preserve,维持
yearn for; look forward to,向往
difficult; arduous,艰难
inspect and verify,验证
rub or roll between the hands or fingers; to twist,搓
finish; end; complete,完毕
to bear; endure; tolerate,忍受
strategy,战略
ask a favor; request; please!,拜托
reason; intellect; rational,理智
set up; install; to fit,设置
equipment; to equip; to outfit,装备
complete a contract; clinch a deal; to seal,成交
practical; down-to-earth; realistic; feel at ease; steadfast,踏实
to implement; put into effect; carry out,实施
totally; completely,统统
"sacrifice (one's life, etc.)",牺牲
to drain; to drip; drench,淋
conscience,良心
wrinkle; furrow,皱纹
get a doggy bag (at a restaurant); pack up,打包
unexpectedly; contrary to expectations,偏偏
ceremony,仪式
cushion; to pad; pay for somebody and expect to be repaid,垫
talent; gift; a genius; talented,天才
to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs; abbr. for 联想集团 Lenovo Group (PRC computer firm),联想
to host (a conference or sports event),主办
member,成员
setback; defeat; frustration,挫折
ranks; troops,队伍
intimate; close; familiarity,亲密
to guide; to lead,带领
to ride; to mount; make use of; multiply,乘
province; sub-prefecture; (United States) state,州
early morning,清晨
be born; come into being,诞生
among the people; popular; folk,民间
main stream (of a river); the essential point,主流
(Economics) capital; asset,资本
pure; unadulterated; cleanse,纯洁
guard; defend; protect,守护
ignorance,无知
in common use; interchangeable; General Motors,通用
-ism; ideology,主义
typical case; model,典型
pill; pellet,丸
pillow,枕头
knob; handle; grip,把手
paralysis; palsy; numbness,麻痹
(informal) beat; hit; (regional) smash; break,揍
cause somebody's death; very; extremely; frighteningly; annoyance,要命
create; to produce; creative work,创作
rhythm; cadence; tempo,节奏
very long; endless,漫长
plot; circumstances,情节
can; jar; pot; pitcher; jug,罐
cruel,残酷
to show off; flaunt,炫耀
to mix; to blend,混合
defend; to safeguard; defense; maintain,维护
happy; joyous,喜悦
sight; vision; view,目光
sink into; get caught up in; land in (a predicament),陷入
infection; infect; influence,感染
luxury; sumptuous; extravagant,奢侈
to carry on one's shoulder,扛
show restraint; endure; exercise patience,忍耐
persistent; stubborn,固执
without any sense of shame; shameless; audaciousness,无耻
symptom (of an illness),症状
constrain or repress one's emotions; inhibition; repressive,压抑
dig up; pull down; take off,扒
scene; occasion,场面
jeer; mock; scoff,嘲笑
faith; belief; conviction,信念
homeland; motherland; fatherland,祖国
purely; pure,纯粹
restoration; repair,修复
roof beam; (mw for buildings),栋
release; set free; liberate (a prisoner),释放
end; close; stop; expiration,截止
flexibility; elasticity,弹性
hateful; abominable; repulsive,可恶
melancholy; dejected,忧郁
stir; mix up,搅拌
hollow; emptiness; meaningless,空虚
confusion; chaotic,混乱
secretary; clerk,书记
brick,砖
publish; to issue; distribute,发行
rush about; be busy running about,奔波
control; monitor; supervise; inspect,监督
liberate,解放
to step; stride,迈
unimaginable; inconceivable,不可思议
vestige; trace,痕迹
pearl,珍珠
listen attentively; heed (other people's opinions),倾听
feel inferior; be self-abased,自卑
priority; preferential,优先
there is no harm in; might as well,不妨
entire body; from head to foot,浑身
resident; inhabitant,居民
diamond,钻石
target; norm; index; indicator,指标
right and wrong; truth and fiction; quarrel,是非
appraise; identify; evaluate,鉴定
weapon; arms,武器
meteorology; atmosphere; phenomenon,气象
radiation,辐射
expect; expected; anticipate,预期
silly; stupid,愚蠢
appearance; form; approximation,模样
get to work; to touch; strike a blow,动手
to fight; scuffle; to come to blows,打架
movement; be in motion; run,运行
exceptional; abnormal,异常
premise; precondition,前提
jump; bounce; hop,蹦
splendid; glorious,辉煌
reluctantly; grudgingly; force sb. to do sth.,勉强
companion; partner; mate,伴侣
position; place,部位
lip,嘴唇
a general (military officer),将军
conquer; subdue,征服
to (bear a) burden; carry; a load,负担
property; assets,资产
alcohol; ethanol,酒精
beautiful (when describing a work of art); wonderful; splendid,美妙
tongue,舌头
continue; last longer,延续
hope for; count on; hope,指望
knead; to massage; to rub,揉
substantial material benefit; advantageous (deal),实惠
drag; haul,拽
pick (flowers); pinch; clutch,掐
melody; tune; rhythm,旋律
"authentic, orthodox; old school",正宗
monopoly,垄断
adjust; regulate; reconcile,调节
put one's hand to; commence,着手
"to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)",束
recover; heal; the more ... the more,愈
area; region; district,区域
begin to develop; to launch,开展
the end; end point; destination; finish line (in a race),终点
hole,孔
cartoon,卡通
protein,蛋白质
slaughter; butcher; govern; rule; imperial official in dynastic China,宰
enlarge; amplify,放大
conceal a fault; gloss over,掩饰
married couple; husband and wife,夫妇
make a complaint; appeal to a court,投诉
"orange (color); orange (fruit, tree)",橙
to spread out; vendor's stand; booth; fry; (mw for puddles),摊
barrier; obstacle,障碍
to sway; to shake,晃
innocent,无辜
emperor,皇帝
to attack; accuse; to charge,攻击
numb,麻木
pay attention; emphasize; put stress on,注重
navigation,导航
break away; free oneself from; cast off,摆脱
devil; demon; monster,魔鬼
consecrate; dedicate; devote,奉献
leisurely; calm,从容
use up; consume,消耗
split in two; to divide,劈
to precipitate (solid sediment out of a solution); to settle,沉淀
surprised; astonished; astound,惊讶
flourishing; bustling; prosperous,繁华
an association; a society,协会
be worthy of; deserve to be called; prove oneself to be,不愧
morally degenerate; become depraved,堕落
expose; reveal; lay bare,暴露
to try; to attempt,试图
honest; loyalty; devoted,忠诚
confirm; verify,证实
just as in the past (idiom); as before; continuing as always,一如既往
limit; extreme boundary,极限
satisfy a craving; get a kick out of sth; do to one's heart's content,过瘾
care; solicitude; show care for; concerned about; attentive to,关怀
glory; honor,光荣
definition,定义
to meet; come upon,逢
put up with; tolerate; condone,容忍
look back; to review,回顾
report (an incident) to the police,报警
run quickly; speed; Mercedes-Benz (German vehicle manufacturer),奔驰
eliminate; perish; wipe out,消灭
to reach (an agreement); achieve,达成
justice; righteous,正义
to lick,舔
specially for; with the special intention of,特意
think back over something that happened; to reflect; introspection,反思
administration; administrative,行政
villa,别墅
boundless; vast and obscure,茫茫
to cut (apart/off),割
to compromise; reach terms,妥协
blindness; aimless,盲目
distribute; emit,散发
lose face; be disgraced,丢人
foam; (soap bubble); (economic) bubble,泡沫
difference; disparity,差别
wonderful; fantastic,奇妙
to visit; call on; to interview,访问
system; setup,体系
elect; election,选举
philanthropic; benevolent; charitable,慈善
slip away; to skate; to glide,溜
currency; money,货币
to shift; divert; migrate,转移
lady; madam; Mrs.; wife,夫人
unite; hold a rally; join forces,团结
current situation; status quo,现状
penalty; punishment; to punish; to penalize,惩罚
attitude; posture; stance,姿态
cleanup; put in order; check up,清理
flat,扁
time and again; often; frequently,时常
sufficient to ...; so much so that; sufficiently,足以
empathize; express sympathy; allow (for something),体谅
split up; to divide; separate,分裂
seed,种子
solid; three dimensional,立体
fall; drop,坠
fiber,纤维
alliance; union; coalition,联盟
try; taste a small amount; to sample,品尝
"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",霸道
take a bath; revel; immerse,沐浴
extreme,极端
employment; getting a job,就业
athlete; contestant; player,选手
during; at the time of; the time when something happens,之际
occasion; situation,场合
lazy; idle,懒惰
conflict; clash,冲突
urge; encourage; motivation,激励
a natural scenic view; sight,风光
retaliate; revenge,报复
offend; a faux pas,得罪
plot; scheme; bring about,策划
look upon; regard,看待
pace back and forth; hesitate; waver,徘徊
get rich,发财
in the past; formerly,以往
development; trend; dynamic state,动态
oil; petroleum,石油
just as; similar to; appearing to be,犹如
to filter; to sift,筛选
agreement; pact; protocol,协议
accompany; go with; follow,伴随
loathe; to hate; detest,厌恶
arbitrarily; at will; at random,任意
to soak,浸泡
post; announcement,公告
eliminate; get rid of,清除
focus; focal point,焦点
be missing; be unaccounted for,失踪
"branch; twig; (mw for sticks, rods, pencils)",枝
base (of operations),基地
break with both hands,掰
gentleman; man of noble character,君子
(financial) quarter; period of three months,季度
all along; the whole time; constantly; always,一向
resistance; refusal (to cooperate); boycott,抵制
make purchases for an organization; go shopping,采购
a share (in a company) stock,股份
to protest; protest,抗议
legal case; judicial case,案件
insulate; separate; isolate,隔离
magic,魔术
gluttonous; greedy,馋
pay a visit; call on,拜访
peak; summit; apex,高峰
rank; level; grade,级别
serve sb. right; deservedly; ought,活该
family member; a dependent,家属
to cover,覆盖
breed; variety,品种
potential; capacity,潜力
explore; quest,探索
irrigation ditch; medium or channel of communication,渠道
make up for a deficiency; remedy; offset,弥补
pick up; ten (banker's anti-fraud numeral),拾
misunderstand; misread,误解
thing; toy; gadget,玩意儿
be gratified; satisfied,欣慰
to whirl; to spin; rotate,旋转
moderate; warm; (-huo: lukewarm),温和
in demand; popular; in vogue,热门
clear; limpid,清澈
agricultural calendar; lunar calendar,农历
maintain (that sth. is true); firmly believe,认定
financial affairs,财务
perish; ruin; destroy,毁灭
high tide; upsurge; climax; chorus (of a song),高潮
setting sun,夕阳
lottery; lottery ticket,彩票
leader,领袖
level; rank order; standing; layer,层次
duration; enduring; lasting; persistent,持久
take care (of oneself),保重
to vow; to pledge; swear,发誓
call on (someone to do something); appeal,呼吁
aviation,航空
suitable for; appropriate for,适宜
involve; relate to; to touch upon (a topic),涉及
scribble; smear; doodle,涂抹
approve; accept; ratify,认可
machine; mechanical,机械
acting (temporarily filling a position); agent,代理
position; standpoint,立场
decent; serious; standard; really,正经
with utmost care; meticulous; detailed,精心
rock and roll,摇滚
melt; thaw; dissolve; blend into,融化
squander money without restraint; squander,挥霍
expression of (political) opinion; speech,言论
at the scene; on the spot,当场
follow; followed,跟随
tremble; to shiver; to shake,颤抖
advanced (technology); to advance,先进
a certain number or amount; how many; how much,若干
arm,臂
accomplishment; self-cultivation,修养
rays of light; brilliant rays; radiance,光芒
develop; growth,发育
candle,蜡烛
tactics; plot,策略
be reluctant to leave,留恋
rob; looting,抢劫
play the part of; act,扮演
reverse or salvage (a situation); redeem; retrieve,挽回
implied meaning; connotation,含义
leadership; to lead; be in front,领先
committee member; committee; council,委员
harass; disturb; molest; cause a commotion,骚扰
save; hoard,攒
be talkative (especially about trivial matters); be garrulous; prattle,唠叨
way of life; ecology,生态
cotton,棉花
rather; quite; inclined to one side,颇
stubborn; unbending,倔强
public finances; financial,财政
function; performance,性能
blank space; blank,空白
the outside world; external,外界
to implement; put into practice; carry out,实行
statement; declare; proclaim,声明
to censure; criticize; find fault with,指责
frequently; often,频繁
opportune time; opportunity,时机
outgoing and cheerful; optimistic; carefree; spacious and well-lit,开朗
title; header; headline; caption,标题
will; willpower; determination,意志
attack; impact; a shock,冲击
arrive; to reach (a destination); touch down,抵达
space inside mouth (oral cavity),口腔
mistake; lapse; miss,失误
line of sight; view line,视线
very much; extremely,万分
grand; prosperous; ceremonious,隆重
secrete,分泌
to handle; deal with,对付
creek,溪
up until; by (a specified time,截至
nasal mucus; snivel,鼻涕
to squint; to take a nap,眯
good fortune,福气
as before; (same) as usual,照样
adequate; sufficient; abundant,充足
a defect; a flaw; disfigurement,缺陷
be good at; be expert in,擅长
clear; distinct; evidently; clearly,分明
(professional) position,职位
lifelong,终身
compatriot; fellow countryman,同胞
eliminate (in a competition); natural selection; die/phase out,淘汰
to bind; restrict; to tie,束缚
cannot help; can't refrain from,不禁
regularly; at regular intervals,定期
to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany),脱离
reside; dwell; to live (in a place),居住
cancer,癌症
pound; weigh; scale,磅
condition; plight; extent,地步
"spectacular; grand (of buildings, monuments, scenery, etc.)",壮观
quiet,寂静
every; any; all; without exception,凡是
bullet; cartridge,子弹
tone of voice; manner of speaking,口气
cannot bear/stand; utterly,不堪
immune,免疫
take with; portable,携带
illegal,非法
residence; tenement,住宅
fly; hover,飞翔
to pare/peel with a knife; to cut; to chop,削
"at the worst; if worst comes to worst; serious, alarming",大不了
"fig. lighthearted person; Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun, etc.; supernatural being, celestial being, immortal; a person who has the power of clairvoyance or who is free from worldly cares",神仙
storm; violent commotion,风暴
desolate; feel like no one likes you,凄凉
vision; eyesight,视力
a post; a job,岗位
to flatter,讨好
embroider; embroidery,绣
technique; trick; skill; tact,手法
trend; tendency; inclination,倾向
drop a hint; suggest,暗示
for a time; at one time; one time; once,一度
earnings; profit,收益
bacteria; virus; germ,细菌
disaster; catastrophe,灾难
gene,基因
be on duty; work a shift,值班
eliminate; get rid of; remove,排除
subject matter,题材
add to; increase,增添
link; sector; segment (of annelid worms),环节
complain; blame; connotes sb or sth is to blame,埋怨
coordinate; harmonize,协调
to insult; humiliate,侮辱
convenient; easy; facilitate,便利
metabolism (bio); (saying) the new replaces the old,新陈代谢
arrange; decorate; decoration,布置
fire-fighting; fire prevention and control,消防
to guide; to conduct; introduction,引导
work hard for sth.; determined not to fall short,争气
wring; to pinch,拧
bridegroom; groom,新郎
trust; have confidence in; confide,信赖
become addicted; get into a habit,上瘾
lord; nobility; nobleman; noblewoman,贵族
special topic; questions; special matter or subject,专题
"person in charge of (a position, etc.); preside over; Chief Operating Officer (COO)",主管
an empress,皇后
deep; extreme; low pitched (sound); grave; of major importance,深沉
intelligence; intellect,智力
judicial; (administration of) justice,司法
almost; nearly; close to,将近
blood pressure,血压
ensure; guarantee,确保
in spite of; regardless of; to disregard,不顾
greasy or oily (food),油腻
think about; heart; one's bosom (the seat of emotions); breast; broad-minded and open,胸怀
make things difficult for someone; embarrassed,为难
vigilant; alert; be on guard,警惕
local flavor; local style,风味
privacy; personal secret,隐私
greedy; avaricious,贪婪
collapse; fall down; crumple,塌
imposing manner; look of great force or imposing manner,气势
script for a play; opera; movie; etc,剧本
patent,专利
dusk; evening; nightfall,黄昏
decorate; an ornament; beautify; embellish; be the finishing touch,点缀
religion,宗教
electric power supply,电源
call out (a name etc.); shout,呼唤
to hug; to embrace,搂
occupy; hold; inhabit,占据
"(Electronic) speakers; acoustics; sound field (i.e., in a room or theater)",音响
to shape; mould; figure,塑造
happy; blissful,美满
to struggle; to fight for; to battle,斗争
according to reports; it is reported (that),据悉
dead body; corpse; carcass,尸体
memory,记性
to rehearse,排练
conceal; cover up; hide behind,掩盖
seasoning; flavoring,调料
first; original; primitive,原始
discriminate (against someone),歧视
independent; to act for oneself; autonomous,自主
intrinsic; innate,内在
to lose; to forfeit,丧失
honor; glory,荣誉
gifts of money given to children during the Spring Festival,压岁钱
to warn; admonish,警告
(informal) elder brother's wife; sister-in-law,嫂子
faithful; dependable,忠实
(Law) case,案例
struggle; wrestle,拼搏
(make an) exception,例外
physiology,生理
prolong; protraction; delay; stall; procrastinate,拖延
line-up; troop arrangement,阵容
comic dialogue; crosstalk,相声
picky; fastidious,挑剔
defraud; swindle; blackmail,诈骗
authority; authoritative,权威
way; channel,途径
dawn; daybreak,黎明
present day; contemporary,当代
sell; betray; sell out,出卖
top-grade,一流
natural talent,天赋
beggar,乞丐
so as not to; in order to avoid; lest,以免
location; place,场所
poor; impoverished,贫困
widespread; popular; popularize,普及
restore to the original state; (Chemistry) reduce,还原
ponder; (also zhuómó: to polish (gems or literary works)),琢磨
standard (design or model); norm; without variation; to specify,规范
red clouds,霞
just; fair,公正
chairman of the board,董事长
incapable of action; powerless; impotent,无能为力
wholesale,批发
a short period of time,片刻
example; model,榜样
comprehend; grasp; fathom,领悟
uniform; to subdue; to bring under control,制服
rumor,谣言
dejected; depressed; dispirited,沮丧
edge; fringe; verge; brink,边缘
nothing but; only,无非
celebration; ceremony,典礼
elegant demeanor; grace; poise; style,风度
waterfall,瀑布
malfunction; breakdown,故障
slow and patient; chronic (disease),慢性
part; local,局部
trail; clues; hints; thread (of a story),线索
State Council (PRC); State Department (USA),国务院
artificial; man-made,人为
distinction; excellence; splendid,卓越
paper money; bill,钞票
miserable; tragic,悲惨
field of vision,视野
prevent and cure,防治
to remember with concern; to be concerned about; to think about; to keep thinking about; to worry about,惦记
to decompose; to resolve; to break down,分解
appoint; designate,指定
riverbank; side; boundary,畔
principle; theory,原理
detective,侦探
cannot bear not; be dying to,恨不得
sumptuous; lavish,丰盛
common saying; proverb,俗话
certificate; credentials,证书
public relations,公关
model; mould; matrix; pattern,模型
resist; to revolt,反抗
practice fraud; cheat,作弊
army troops,军队
weak point; failing,弱点
work ethic,敬业
books; works,书籍
ups and downs; with a wavy motion,起伏
lane; alley,巷
be happy/willing do something; content; satisfied,乐意
obstruct; hinder; impede,阻碍
leak (information); divulge,泄露
power; influence,势力
vertical; to erect; vertical stroke,竖
withstand; resist; antagonize,对抗
to process; processing; machining,加工
fun; interest; delight; taste,趣味
sincere; sincerity; genuine,真挚
give consideration to; consider (other people's) needs,着想
the first month of the lunar calendar,正月
knock; tap,磕
false; phony; pretense; deceit,虚假
extend; spread; to creep,蔓延
compensation; make up,补偿
resurrection,复活
to splash; to spill; rude and unreasonable; brutish,泼
explain; account for; hand over,交代
man-made; manpower; manual work,人工
physical resonance; sympathetic response to something,共鸣
to arouse; excite,激发
"occasionally; often, but not at any fixed time",时而
experiment; test,试验
assistant,助理
inspect; examine; to test,检验
confer upon; bestow; endow; entrust (a task),赋予
structure; pattern,格局
(strongly) dislike,反感
tunnel,隧道
nobly; lofty,高尚
hardworking; diligent; industrious,勤劳
tiny; minute; negligible,渺小
outer space,太空
report; give an account of; to collect information and report back,汇报
so as not to; so as to avoid,免得
family background; class origin,出身
winding; zigzag; complicated,曲折
prison; jail,监狱
ant,蚂蚁
castle,城堡
evolution,进化
"plump; well developed; plentiful; Fengman district of Jilin City, Jilin Province",丰满
folk tune; music; melody,曲子
divine; holy; sacred,神圣
mediocre,平庸
vanity,虚荣
predict; prophecy,预言
